County,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000"
Ionia County  6,4,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,298.7 
Bay County  6,11,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,297.7 
Kalamazoo County  6,17,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,294.9 
Jackson County  6,10,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,287.6 
Newaygo County  6,5,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,283.9 
St. Clair County  6,9,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,282.5 
Midland County  6,4,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,272.8 
Genesee County  6,23,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,252.4 
Livingston County  6,6,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,238.5 
Calhoun County  6,10,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,237.7 
Eaton County  6,10,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,223.6 
St. Joseph County  6,5,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,219.9 
Washtenaw County  6,20,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,219.7 
Monroe County  6,7,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,218.4 
Berrien County  6,10,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,215.4 
Clinton County  6,5,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,209.8 
Lapeer County  6,5,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,164.8 
Claiborne County  6,13,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,603.1 
Tishomingo County  6,141,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,547.2 
Jefferson County  6,10,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,538.0 
Monroe County  6,186,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,523.2 
Covington County  6,87,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,521.9 
Washington County  6,100,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,515.2 
Grenada County  6,90,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,514.3 
Bolivar County  6,76,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,514.3 
Pearl River County  6,330,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,512.5 
Marion County  6,119,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,509.1 
Marshall County  6,134,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,507.3 
Montgomery County  6,46,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,507.3 
Panola County  6,126,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,506.3 
Tunica County  6,17,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,505.5 
Harrison County  6,897,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,505.5 
Walthall County  6,62,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,500.7 
Hancock County  6,292,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,497.7 
Forrest County  6,270,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,497.4 
Pike County  6,135,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,495.5 
Lee County  6,373,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,494.8 
Prentiss County  6,140,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,493.5 
Chickasaw County  6,68,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,492.0 
Coahoma County  6,44,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,490.8 
Newton County  6,88,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,489.9 
Franklin County  6,37,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,486.1 
Perry County  6,62,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,486.1 
Quitman County  6,17,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,485.9 
Madison County  6,353,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,485.9 
Wilkinson County  6,22,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,485.1 
Tippah County  6,111,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,485.0 
Stone County  6,88,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,484.4 
Holmes County  6,24,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,483.8 
Sharkey County  6,10,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,483.6 
Pontotoc County  6,148,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,483.3 
Union County  6,140,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,482.0 
Carroll County  6,55,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,481.4 
Scott County  6,101,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,481.2 
Leflore County  6,52,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,477.6 
Hinds County  6,459,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,476.6 
Jefferson Davis County  6,36,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,476.4 
DeSoto County  6,690,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,476.3 
Jackson County  6,638,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,474.5 
Yalobusha County  6,56,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,474.3 
Yazoo County  6,75,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,473.0 
Jasper County  6,56,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,472.7 
Lawrence County  6,55,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,470.8 
Itawamba County  6,132,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,468.9 
Webster County  6,50,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,466.3 
Leake County  6,78,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,465.0 
Copiah County  6,95,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,464.7 
Lowndes County  6,200,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,464.1 
Jones County  6,296,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,462.4 
Attala County  6,75,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,462.3 
Sunflower County  6,47,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,462.0 
Simpson County  6,109,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,456.6 
Tallahatchie County  6,38,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,455.8 
Rankin County  6,654,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,454.9 
Adams County  6,101,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,451.8 
Calhoun County  6,66,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,451.3 
Lincoln County  6,144,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,451.0 
Warren County  6,150,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,451.0 
Alcorn County  6,193,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,448.8 
Tate County  6,111,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,448.7 
Clarke County  6,70,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,438.3 
Lauderdale County  6,261,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,437.9 
Clay County  6,57,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,437.7 
Smith County  6,73,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,435.7 
Lamar County  6,239,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,433.0 
Noxubee County  6,19,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,431.5 
Neshoba County  6,106,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,430.4 
Choctaw County  6,39,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,427.2 
Greene County  6,53,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,427.1 
Wayne County  6,74,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,425.7 
Winston County  6,65,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,422.0 
Oktibbeha County  6,105,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,419.2 
George County  6,100,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,410.0 
Amite County  6,51,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,404.3 
Lafayette County  6,153,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,394.5 
Benton County  6,31,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,387.6 
Kemper County  6,22,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,374.9 
Humphreys County  6,14,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,370.9 
Harrison County  6,21,Mississippi,All Cancer Sites,  White Hispanic,All Sexes,All Ages,402.9 
Hinds County  6,3,Mississippi,All Cancer Sites,  White Hispanic,All Sexes,All Ages,367.1 
Scott County  6,5,Mississippi,All Cancer Sites,  White Hispanic,All Sexes,All Ages,315.4 
DeSoto County  6,12,Mississippi,All Cancer Sites,  White Hispanic,All Sexes,All Ages,299.4 
Rankin County  6,4,Mississippi,All Cancer Sites,  White Hispanic,All Sexes,All Ages,192.8 
Jackson County  6,6,Mississippi,All Cancer Sites,  White Hispanic,All Sexes,All Ages,155.0 
Claiborne County  6,13,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,626.0 
Tishomingo County  6,141,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,553.5 
Jefferson County  6,10,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,532.3 
Monroe County  6,186,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,527.4 
Tunica County  6,17,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,524.4 
Covington County  6,86,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,523.6 
Washington County  6,99,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,522.6 
Pearl River County  6,328,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,519.6 
Bolivar County  6,75,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,518.8 
Marshall County  6,133,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,515.8 
Marion County  6,119,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,513.3 
Montgomery County  6,45,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,510.7 
Grenada County  6,89,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,510.3 
Harrison County  6,876,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,510.1 
Panola County  6,125,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,509.9 
Hancock County  6,290,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,508.7 
Walthall County  6,62,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,506.9 
Forrest County  6,269,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,504.7 
Chickasaw County  6,67,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,503.1 
Lee County  6,371,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,498.2 
Pike County  6,134,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,497.2 
Prentiss County  6,140,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,496.8 
Coahoma County  6,44,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,493.4 
Quitman County  6,17,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,493.1 
Sharkey County  6,10,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,491.8 
Madison County  6,350,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,490.7 
Tippah County  6,110,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,490.6 
Newton County  6,88,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,490.5 
Perry County  6,62,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,490.4 
Yazoo County  6,74,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,489.6 
Stone County  6,88,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,489.6 
Adams County  6,99,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,489.4 
Franklin County  6,37,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,489.4 
Pontotoc County  6,146,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,489.4 
Leflore County  6,52,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,488.8 
Wilkinson County  6,22,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,488.7 
Holmes County  6,24,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,488.5 
Union County  6,139,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,487.4 
Scott County  6,96,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,487.4 
Jackson County  6,632,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,486.2 
Carroll County  6,54,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,482.3 
Jefferson Davis County  6,36,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,482.0 
Hinds County  6,455,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,480.9 
DeSoto County  6,678,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,480.7 
Yalobusha County  6,56,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,479.7 
Jasper County  6,56,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,477.5 
Lawrence County  6,54,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,472.8 
Itawamba County  6,131,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,472.1 
Leake County  6,77,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,471.5 
Webster County  6,50,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,470.7 
Lowndes County  6,200,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,469.0 
Attala County  6,75,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,468.6 
Jones County  6,294,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,468.0 
Copiah County  6,94,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,467.9 
Tallahatchie County  6,37,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,466.0 
Sunflower County  6,47,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,465.3 
Rankin County  6,650,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,458.8 
Simpson County  6,109,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,458.4 
Calhoun County  6,65,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,455.8 
Warren County  6,149,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,455.0 
Lincoln County  6,143,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,453.6 
Alcorn County  6,192,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,452.4 
Tate County  6,110,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,451.8 
Noxubee County  6,19,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,441.7 
Smith County  6,73,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,440.7 
Lauderdale County  6,258,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,440.3 
Clarke County  6,70,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,440.2 
Clay County  6,57,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,438.8 
Lamar County  6,237,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,435.2 
Neshoba County  6,106,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,434.6 
Choctaw County  6,39,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,431.0 
Greene County  6,53,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,429.9 
Winston County  6,65,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,425.0 
Wayne County  6,73,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,424.4 
Oktibbeha County  6,105,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,421.5 
George County  6,100,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,414.3 
Amite County  6,51,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,407.7 
Lafayette County  6,152,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,397.4 
Benton County  6,31,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,391.7 
Humphreys County  6,14,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,389.8 
Kemper County  6,22,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,378.0 
Tishomingo County  6,5,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,698.4 
Itawamba County  6,9,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,656.8 
Franklin County  6,18,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,626.9 
Yalobusha County  6,35,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,616.1 
Holmes County  6,88,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,568.1 
Grenada County  6,55,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,565.4 
Bolivar County  6,124,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,562.0 
Sunflower County  6,98,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,558.3 
Tallahatchie County  6,44,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,557.9 
Tippah County  6,20,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,557.8 
Calhoun County  6,25,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,555.8 
Webster County  6,11,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,554.2 
Humphreys County  6,37,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,541.4 
Jefferson Davis County  6,46,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,536.9 
Wilkinson County  6,36,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,536.0 
Jefferson County  6,39,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,533.0 
Noxubee County  6,43,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,529.6 
Hancock County  6,21,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,529.5 
Marion County  6,48,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,526.0 
Tunica County  6,33,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,524.5 
Yazoo County  6,73,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,523.7 
Leflore County  6,107,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,519.4 
Walthall County  6,38,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,519.2 
Monroe County  6,66,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,518.8 
Smith County  6,21,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,513.9 
Amite County  6,36,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,513.1 
Pearl River County  6,38,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,513.1 
Coahoma County  6,91,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,509.8 
Perry County  6,14,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,507.0 
Forrest County  6,112,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,500.7 
Chickasaw County  6,39,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,500.1 
Washington County  6,173,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,494.0 
Clay County  6,61,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,493.5 
Prentiss County  6,17,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,493.4 
Lincoln County  6,55,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,493.0 
Jasper County  6,53,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,491.2 
Madison County  6,166,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,490.6 
Pontotoc County  6,24,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,489.4 
Harrison County  6,208,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,488.6 
Lowndes County  6,130,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,488.4 
Hinds County  6,793,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,487.4 
Lee County  6,97,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,486.7 
Scott County  6,53,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,485.7 
Marshall County  6,94,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,484.8 
Jones County  6,90,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,481.4 
Wayne County  6,40,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,481.2 
Union County  6,21,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,481.1 
Pike County  6,102,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,479.8 
Lamar County  6,38,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,479.7 
Copiah County  6,73,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,479.3 
Tate County  6,42,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,475.0 
Panola County  6,72,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,473.2 
Lawrence County  6,23,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,471.9 
Quitman County  6,26,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,471.7 
Choctaw County  6,15,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,470.5 
Claiborne County  6,37,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,470.0 
Newton County  6,32,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,467.0 
Lafayette County  6,49,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,461.7 
Attala County  6,40,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,461.0 
Simpson County  6,48,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,460.0 
Leake County  6,40,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,459.3 
Benton County  6,15,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,457.1 
Rankin County  6,120,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,456.6 
Clarke County  6,29,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,453.0 
Adams County  6,94,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,452.4 
DeSoto County  6,152,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,450.2 
Montgomery County  6,26,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,447.7 
Warren County  6,97,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,441.7 
Winston County  6,42,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,440.0 
Sharkey County  6,18,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,438.3 
Jackson County  6,138,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,436.8 
Covington County  6,30,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,432.9 
Oktibbeha County  6,69,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,432.2 
Lauderdale County  6,142,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,419.8 
Stone County  6,12,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,414.3 
Carroll County  6,18,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,406.0 
Neshoba County  6,24,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,398.8 
Issaquena County  6,3,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,393.3 
Alcorn County  6,18,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,390.5 
Kemper County  6,28,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,389.7 
Greene County  6,10,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,362.5 
George County  6,5,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,255.8 
Hinds County  6,6,Mississippi,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,"1,547.2 "
Jackson County  6,11,Mississippi,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,335.8 
