average_annual_count,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019,abbrv,median_household_income_2015,median_household_income_2016,median_household_income_2017,median_household_income_2018,median_household_income_2019
11,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,436.0 ,"Knox County, MO",,3907,3933,3970,3965,3959,MO,40356,36770,36866,39309,41755
13,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.1 ,"Knox County, MO",,3907,3933,3970,3965,3959,MO,40356,36770,36866,39309,41755
22,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,435.7 ,"Reynolds County, MO",45.0,6292,6347,6260,6282,6270,MO,34076,33487,34424,36592,37415
17,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,361.2 ,"Reynolds County, MO",45.0,6292,6347,6260,6282,6270,MO,34076,33487,34424,36592,37415
40,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,435.1 ,"Moniteau County, MO",,15873,15991,16047,16186,16132,MO,50525,50241,49452,57047,57321
36,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.3 ,"Moniteau County, MO",,15873,15991,16047,16186,16132,MO,50525,50241,49452,57047,57321
44,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,423.9 ,"Bates County, MO",56.0,16362,16351,16293,16304,16172,MO,45887,42133,45392,45955,48442
46,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,389.8 ,"Bates County, MO",56.0,16362,16351,16293,16304,16172,MO,45887,42133,45392,45955,48442
78,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,422.5 ,"Texas County, MO",49.0,25660,25805,25650,25506,25398,MO,34935,33879,33457,34824,38914
67,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,375.8 ,"Texas County, MO",49.0,25660,25805,25650,25506,25398,MO,34935,33879,33457,34824,38914
50,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,419.7 ,"Adair County, MO",,25353,25244,25429,25476,25343,MO,40222,36819,38784,40395,43044
59,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,440.8 ,"Adair County, MO",,25353,25244,25429,25476,25343,MO,40222,36819,38784,40395,43044
45,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,416.9 ,"Cedar County, MO",46.0,13782,13876,14070,14136,14349,MO,37654,35998,37958,37288,38427
44,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,403.5 ,"Cedar County, MO",46.0,13782,13876,14070,14136,14349,MO,37654,35998,37958,37288,38427
105,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,416.6 ,"Howell County, MO",61.0,40070,40132,40074,40126,40117,MO,36604,36323,35483,36762,40177
94,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,334.1 ,"Howell County, MO",61.0,40070,40132,40074,40126,40117,MO,36604,36323,35483,36762,40177
46,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,411.9 ,"Dent County, MO",53.0,15656,15454,15497,15547,15573,MO,36808,38722,35445,39392,45540
46,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.0 ,"Dent County, MO",53.0,15656,15454,15497,15547,15573,MO,36808,38722,35445,39392,45540
78,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,407.9 ,"Polk County, MO",53.5,31256,31380,31742,32214,32149,MO,41326,44357,44214,45336,44837
68,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,335.7 ,"Polk County, MO",53.5,31256,31380,31742,32214,32149,MO,41326,44357,44214,45336,44837
26,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,407.1 ,"Maries County, MO",54.0,8936,8821,8790,8770,8697,MO,43970,43192,44366,46371,49712
21,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,334.7 ,"Maries County, MO",54.0,8936,8821,8790,8770,8697,MO,43970,43192,44366,46371,49712
26,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,406.7 ,"Caldwell County, MO",59.0,9002,9043,9059,9071,9020,MO,44470,44952,44252,47591,52872
20,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,339.5 ,"Caldwell County, MO",59.0,9002,9043,9059,9071,9020,MO,44470,44952,44252,47591,52872
17,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,406.2 ,"Sullivan County, MO",44.0,6366,6333,6212,6233,6089,MO,41405,40770,40517,41978,43421
15,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,348.9 ,"Sullivan County, MO",44.0,6366,6333,6212,6233,6089,MO,41405,40770,40517,41978,43421
35,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,405.3 ,"Ozark County, MO",49.0,9364,9199,9227,9070,9174,MO,31838,32042,33284,34367,36019
24,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,326.9 ,"Ozark County, MO",49.0,9364,9199,9227,9070,9174,MO,31838,32042,33284,34367,36019
42,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,391.4 ,"Douglas County, MO",40.0,13356,13353,13276,13359,13185,MO,32979,33121,34265,36762,39773
28,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,246.7 ,"Douglas County, MO",40.0,13356,13353,13276,13359,13185,MO,32979,33121,34265,36762,39773
12,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,382.1 ,"Schuyler County, MO",58.0,4500,4501,4518,4594,4660,MO,37851,38134,32860,39463,43183
12,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,401.0 ,"Schuyler County, MO",58.0,4500,4501,4518,4594,4660,MO,37851,38134,32860,39463,43183
11,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,380.0 ,"Scotland County, MO",60.0,4821,4902,4948,4938,4902,MO,41324,39399,40900,42053,46871
13,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,388.2 ,"Scotland County, MO",60.0,4821,4902,4948,4938,4902,MO,41324,39399,40900,42053,46871
16,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,374.4 ,"Gentry County, MO",56.0,6654,6624,6634,6598,6571,MO,43811,42402,43182,43731,53663
21,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,442.6 ,"Gentry County, MO",56.0,6654,6624,6634,6598,6571,MO,43811,42402,43182,43731,53663
14,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,357.9 ,"Putnam County, MO",38.0,4860,4825,4778,4748,4696,MO,37286,40150,38024,40866,42434
14,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,361.4 ,"Putnam County, MO",38.0,4860,4825,4778,4748,4696,MO,37286,40150,38024,40866,42434
28,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,343.8 ,"Oregon County, MO",35.0,10850,10746,10553,10558,10529,MO,33573,30126,31714,32720,35356
24,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,309.3 ,"Oregon County, MO",35.0,10850,10746,10553,10558,10529,MO,33573,30126,31714,32720,35356
30,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,326.3 ,"Hickory County, MO",59.0,9266,9356,9395,9458,9544,MO,31320,33649,35170,35025,32934
32,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,376.5 ,"Hickory County, MO",59.0,9266,9356,9395,9458,9544,MO,31320,33649,35170,35025,32934
19,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,301.0 ,"Shannon County, MO",52.0,8273,8222,8235,8189,8166,MO,28171,29499,29152,32715,36477
20,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,336.1 ,"Shannon County, MO",52.0,8273,8222,8235,8189,8166,MO,28171,29499,29152,32715,36477
48,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,620.1 ,"Custer County, MT",62.0,12083,11843,11726,11592,11402,MT,47510,48935,47675,50525,49379
33,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,401.7 ,"Custer County, MT",62.0,12083,11843,11726,11592,11402,MT,47510,48935,47675,50525,49379
17,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,607.0 ,"Sheridan County, MT",54.0,3673,3608,3471,3386,3309,MT,50857,49112,49862,51690,51111
12,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,399.8 ,"Sheridan County, MT",54.0,3673,3608,3471,3386,3309,MT,50857,49112,49862,51690,51111
7,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,603.3 ,"Prairie County, MT",62.0,1140,1159,1099,1070,1077,MT,42187,43592,43238,42754,46663
5,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,597.4 ,"Prairie County, MT",62.0,1140,1159,1099,1070,1077,MT,42187,43592,43238,42754,46663
29,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,600.6 ,"Broadwater County, MT",61.0,5714,5785,5917,6072,6237,MT,51360,50791,54523,52840,60622
21,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,484.5 ,"Broadwater County, MT",61.0,5714,5785,5917,6072,6237,MT,51360,50791,54523,52840,60622
32,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,597.2 ,"Rosebud County, MT",57.0,9347,9232,9205,9040,8937,MT,51732,53946,54998,57674,58139
28,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,531.1 ,"Rosebud County, MT",57.0,9347,9232,9205,9040,8937,MT,51732,53946,54998,57674,58139
4,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,592.0 ,"Treasure County, MT",48.0,684,680,673,673,696,MT,49679,50770,50432,50774,51754
19,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,588.1 ,"Phillips County, MT",59.0,4146,4113,4113,4060,3954,MT,38105,42550,44168,44730,47679
14,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,445.9 ,"Phillips County, MT",59.0,4146,4113,4113,4060,3954,MT,38105,42550,44168,44730,47679
11,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,578.7 ,"Fallon County, MT",58.0,3171,3086,3004,2912,2846,MT,59928,54158,60495,62029,65651
10,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,536.1 ,"Fallon County, MT",58.0,3171,3086,3004,2912,2846,MT,59928,54158,60495,62029,65651
8,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,578.4 ,"McCone County, MT",52.0,1700,1732,1698,1669,1664,MT,44387,46001,44001,43650,48551
5,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,416.7 ,"McCone County, MT",52.0,1700,1732,1698,1669,1664,MT,44387,46001,44001,43650,48551
10,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,575.6 ,"Wheatland County, MT",52.0,2111,2130,2161,2184,2126,MT,35665,37360,36771,38449,42059
6,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,334.8 ,"Wheatland County, MT",52.0,2111,2130,2161,2184,2126,MT,35665,37360,36771,38449,42059
508,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,560.3 ,"Yellowstone County, MT",72.0,156529,157914,159266,160029,161300,MT,57326,57351,58031,59975,61435
497,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,497.8 ,"Yellowstone County, MT",72.0,156529,157914,159266,160029,161300,MT,57326,57351,58031,59975,61435
23,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,554.1 ,"Musselshell County, MT",57.0,4628,4646,4632,4632,4633,MT,41791,42103,42255,43371,48290
19,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,553.5 ,"Musselshell County, MT",57.0,4628,4646,4632,4632,4633,MT,41791,42103,42255,43371,48290
6,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,553.6 ,"Carter County, MT",58.0,1147,1175,1223,1230,1252,MT,46398,47280,44774,47985,49057
6,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,633.4 ,"Carter County, MT",58.0,1147,1175,1223,1230,1252,MT,46398,47280,44774,47985,49057
359,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,551.2 ,"Flathead County, MT",59.5,95839,97742,100091,102017,103806,MT,48063,50249,57389,54382,61334
306,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,466.3 ,"Flathead County, MT",59.5,95839,97742,100091,102017,103806,MT,48063,50249,57389,54382,61334
30,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,541.9 ,"Powell County, MT",58.0,6799,6841,6789,6953,6890,MT,42755,44863,45418,48966,49387
19,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,434.2 ,"Powell County, MT",58.0,6799,6841,6789,6953,6890,MT,42755,44863,45418,48966,49387
100,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,537.4 ,"Lincoln County, MT",59.0,19060,19294,19556,19797,19980,MT,37281,37793,38257,40602,43669
71,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,440.1 ,"Lincoln County, MT",59.0,19060,19294,19556,19797,19980,MT,37281,37793,38257,40602,43669
33,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,529.3 ,"Big Horn County, MT",45.0,13312,13458,13483,13365,13319,MT,41008,39445,41957,40425,43718
31,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,453.2 ,"Big Horn County, MT",45.0,13312,13458,13483,13365,13319,MT,41008,39445,41957,40425,43718
114,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,526.2 ,"Lake County, MT",0.0,29457,29709,30221,30220,30458,MT,39383,40888,42265,44833,49019
88,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,419.6 ,"Lake County, MT",0.0,29457,29709,30221,30220,30458,MT,39383,40888,42265,44833,49019
223,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,526.1 ,"Lewis and Clark County, MT",55.75,66225,66894,67850,68622,69432,MT,56755,60370,59819,63860,66075
204,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,457.5 ,"Lewis and Clark County, MT",55.75,66225,66894,67850,68622,69432,MT,56755,60370,59819,63860,66075
25,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,518.3 ,"Roosevelt County, MT",44.0,11417,11225,11160,11069,11004,MT,39147,40129,42379,40179,38409
22,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,407.3 ,"Roosevelt County, MT",44.0,11417,11225,11160,11069,11004,MT,39147,40129,42379,40179,38409
32,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,516.3 ,"Glacier County, MT",43.0,13636,13711,13732,13828,13753,MT,31666,37207,38345,37719,41808
28,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,404.4 ,"Glacier County, MT",43.0,13636,13711,13732,13828,13753,MT,31666,37207,38345,37719,41808
38,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,512.4 ,"Stillwater County, MT",,9425,9360,9419,9483,9642,MT,60052,59905,63140,66226,68186
30,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.4 ,"Stillwater County, MT",,9425,9360,9419,9483,9642,MT,60052,59905,63140,66226,68186
31,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,510.5 ,"Dawson County, MT",,9577,9263,8952,8680,8613,MT,56648,55312,54210,56167,56677
23,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,404.6 ,"Dawson County, MT",,9577,9263,8952,8680,8613,MT,56648,55312,54210,56167,56677
57,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,510.1 ,"Sanders County, MT",61.0,11293,11465,11689,11847,12113,MT,36564,38486,40582,39861,45193
50,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,464.5 ,"Sanders County, MT",61.0,11293,11465,11689,11847,12113,MT,36564,38486,40582,39861,45193
48,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,509.0 ,"Jefferson County, MT",,11572,11779,11921,12094,12221,MT,62508,62734,66813,68381,70929
38,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,456.8 ,"Jefferson County, MT",,11572,11779,11921,12094,12221,MT,62508,62734,66813,68381,70929
114,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,506.6 ,"Silver Bow County, MT",60.0,34691,34696,34811,34739,34915,MT,42658,45231,44762,47302,49249
101,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,441.4 ,"Silver Bow County, MT",60.0,34691,34696,34811,34739,34915,MT,42658,45231,44762,47302,49249
16,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.8 ,"Sweet Grass County, MT",49.0,3620,3616,3676,3703,3737,MT,48361,49666,52303,52747,55259
10,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,364.2 ,"Sweet Grass County, MT",49.0,3620,3616,3676,3703,3737,MT,48361,49666,52303,52747,55259
27,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,482.2 ,"Valley County, MT",54.0,7621,7532,7402,7406,7396,MT,46698,47028,47676,48390,51869
27,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,497.1 ,"Valley County, MT",54.0,7621,7532,7402,7406,7396,MT,46698,47028,47676,48390,51869
36,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,477.3 ,"Deer Lodge County, MT",52.0,9102,9057,9100,9129,9140,MT,37979,38394,44295,45641,41780
28,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,397.1 ,"Deer Lodge County, MT",52.0,9102,9057,9100,9129,9140,MT,37979,38394,44295,45641,41780
239,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,471.7 ,"Gallatin County, MT",54.0,100882,104739,108576,111682,114434,MT,57358,60439,61446,67569,73731
200,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,400.6 ,"Gallatin County, MT",54.0,100882,104739,108576,111682,114434,MT,57358,60439,61446,67569,73731
4,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,465.4 ,"Golden Valley County, MT",59.0,818,810,817,822,821,MT,37883,38276,35850,38782,40469
4,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,566.8 ,"Golden Valley County, MT",59.0,818,810,817,822,821,MT,37883,38276,35850,38782,40469
19,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,464.6 ,"Mineral County, MT",59.0,4192,4124,4235,4307,4397,MT,39584,39933,42452,43458,43928
12,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,338.8 ,"Mineral County, MT",59.0,4192,4124,4235,4307,4397,MT,39584,39933,42452,43458,43928
42,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,462.2 ,"Fergus County, MT",52.0,11307,11349,11281,11117,11050,MT,43823,45520,49892,49147,48703
32,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,402.5 ,"Fergus County, MT",52.0,11307,11349,11281,11117,11050,MT,43823,45520,49892,49147,48703
9,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,458.0 ,"Meagher County, MT",45.0,1821,1845,1852,1857,1862,MT,41391,39284,43001,44572,43946
7,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,423.8 ,"Meagher County, MT",45.0,1821,1845,1852,1857,1862,MT,41391,39284,43001,44572,43946
157,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,455.4 ,"Ravalli County, MT",48.0,41148,41918,42524,43166,43806,MT,48468,44851,49997,50055,57209
125,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,365.1 ,"Ravalli County, MT",48.0,41148,41918,42524,43166,43806,MT,48468,44851,49997,50055,57209
7,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,454.4 ,"Daniels County, MT",33.0,1750,1731,1722,1729,1690,MT,43918,49333,47032,44659,50001
4,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,239.8 ,"Daniels County, MT",33.0,1750,1731,1722,1729,1690,MT,43918,49333,47032,44659,50001
39,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,450.8 ,"Hill County, MT",0.0,16438,16448,16469,16342,16484,MT,44178,41705,48470,50136,51881
39,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,427.9 ,"Hill County, MT",0.0,16438,16448,16469,16342,16484,MT,44178,41705,48470,50136,51881
30,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,446.2 ,"Richland County, MT",,11902,11408,11027,10855,10803,MT,68196,65277,63343,67242,69095
25,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,414.8 ,"Richland County, MT",,11902,11408,11027,10855,10803,MT,68196,65277,63343,67242,69095
226,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,444.0 ,"Cascade County, MT",53.5,81878,81562,81633,81688,81366,MT,45597,45569,47882,50054,51732
220,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,407.6 ,"Cascade County, MT",53.5,81878,81562,81633,81688,81366,MT,45597,45569,47882,50054,51732
56,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,441.7 ,"Park County, MT",62.0,16003,16115,16386,16648,16606,MT,45642,45405,49550,61044,51740
52,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,410.4 ,"Park County, MT",62.0,16003,16115,16386,16648,16606,MT,45642,45405,49550,61044,51740
277,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,440.4 ,"Missoula County, MT",0.0,114122,116349,117834,118640,119600,MT,44998,47086,53141,56207,57279
284,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,428.7 ,"Missoula County, MT",0.0,114122,116349,117834,118640,119600,MT,44998,47086,53141,56207,57279
17,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,435.8 ,"Pondera County, MT",59.0,6095,6035,5968,5960,5911,MT,41168,39984,42175,42890,48542
19,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,454.7 ,"Pondera County, MT",59.0,6095,6035,5968,5960,5911,MT,41168,39984,42175,42890,48542
39,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,432.4 ,"Carbon County, MT",58.0,10403,10485,10680,10691,10725,MT,49389,53794,52726,53661,57585
35,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,416.0 ,"Carbon County, MT",58.0,10403,10485,10680,10691,10725,MT,49389,53794,52726,53661,57585
7,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,429.9 ,"Liberty County, MT",53.0,2391,2409,2407,2416,2337,MT,40052,38535,41798,42742,41240
7,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,390.5 ,"Liberty County, MT",53.0,2391,2409,2407,2416,2337,MT,40052,38535,41798,42742,41240
17,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,428.4 ,"Chouteau County, MT",55.0,5774,5780,5732,5740,5635,MT,40280,40718,42598,44645,48017
14,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,338.9 ,"Chouteau County, MT",55.0,5774,5780,5732,5740,5635,MT,40280,40718,42598,44645,48017
19,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,424.7 ,"Teton County, MT",57.5,6062,6011,6091,6117,6147,MT,47598,46185,47750,48368,54458
20,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,432.2 ,"Teton County, MT",57.5,6062,6011,6091,6117,6147,MT,47598,46185,47750,48368,54458
7,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,414.2 ,"Powder River County, MT",62.0,1768,1746,1750,1720,1682,MT,50491,47996,49446,47378,47843
5,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,367.0 ,"Powder River County, MT",62.0,1768,1746,1750,1720,1682,MT,50491,47996,49446,47378,47843
13,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,403.7 ,"Toole County, MT",0.0,5077,4951,4860,4835,4736,MT,43879,42689,46896,46326,49448
11,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,333.4 ,"Toole County, MT",0.0,5077,4951,4860,4835,4736,MT,43879,42689,46896,46326,49448
4,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,398.8 ,"Garfield County, MT",62.0,1284,1299,1281,1257,1258,MT,45987,43328,43753,44580,43106
4,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.1 ,"Garfield County, MT",62.0,1284,1299,1281,1257,1258,MT,45987,43328,43753,44580,43106
32,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,392.1 ,"Madison County, MT",53.0,8026,8062,8291,8530,8600,MT,49872,51252,50248,53031,56579
26,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,372.9 ,"Madison County, MT",53.0,8026,8062,8291,8530,8600,MT,49872,51252,50248,53031,56579
3,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,389.2 ,"Wibaux County, MT",58.0,1072,1042,1018,1030,969,MT,49533,47908,48092,49532,51145
13,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,384.2 ,"Granite County, MT",61.0,3163,3286,3356,3371,3379,MT,43470,43469,44834,48410,49646
11,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.2 ,"Granite County, MT",61.0,3163,3286,3356,3371,3379,MT,43470,43469,44834,48410,49646
14,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,380.2 ,"Blaine County, MT",48.0,6680,6716,6745,6774,6681,MT,34667,36852,37653,39237,44090
13,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,334.1 ,"Blaine County, MT",48.0,6680,6716,6745,6774,6681,MT,34667,36852,37653,39237,44090
27,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,376.2 ,"Beaverhead County, MT",56.0,9295,9463,9450,9412,9453,MT,41083,40218,55842,47674,49771
27,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,418.5 ,"Beaverhead County, MT",56.0,9295,9463,9450,9412,9453,MT,41083,40218,55842,47674,49771
5,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,278.9 ,"Judith Basin County, MT",60.0,1931,1940,1945,1946,2007,MT,45472,44607,43748,50197,49401
6,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,398.5 ,"Judith Basin County, MT",60.0,1931,1940,1945,1946,2007,MT,45472,44607,43748,50197,49401
10,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,672.2 ,"Garden County, NE",,1916,1907,1890,1890,1837,NE,42186,38701,39446,39192,41158
7,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,401.3 ,"Garden County, NE",,1916,1907,1890,1890,1837,NE,42186,38701,39446,39192,41158
15,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,659.7 ,"Sherman County, NE",41.0,3036,3012,3074,3044,3001,NE,42643,43657,55432,47499,48735
13,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,549.5 ,"Sherman County, NE",41.0,3036,3012,3074,3044,3001,NE,42643,43657,55432,47499,48735
11,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,614.4 ,"Greeley County, NE",54.0,2435,2400,2363,2355,2356,NE,44920,45429,45037,45221,48178
