Primary_State_Name,County_State,Index_of_Medical_Underservice_Score
Pennsylvania,"Sullivan County, PA",58.0
Pennsylvania,"Susquehanna County, PA",59.0
Pennsylvania,"Washington County, PA",56.75
Pennsylvania,"Perry County, PA",59.0
Pennsylvania,"Westmoreland County, PA",55.5
Pennsylvania,"Blair County, PA",0.0
Pennsylvania,"Monroe County, PA",59.0
Pennsylvania,"York County, PA",56.0
Pennsylvania,"Bucks County, PA",0.0
Rhode Island,"Providence County, RI",41.42857143
Rhode Island,"Newport County, RI",60.0
Rhode Island,"Kent County, RI",58.0
Rhode Island,"Washington County, RI",0.0
Rhode Island,"Bristol County, RI",0.0
South Carolina,"Aiken County, SC",54.0
South Carolina,"Allendale County, SC",55.0
South Carolina,"Georgetown County, SC",59.33333333
South Carolina,"Bamberg County, SC",55.0
South Carolina,"Barnwell County, SC",56.0
South Carolina,"Anderson County, SC",53.5
South Carolina,"Kershaw County, SC",26.75
South Carolina,"Abbeville County, SC",58.0
South Carolina,"Calhoun County, SC",55.0
South Carolina,"Newberry County, SC",0.0
South Carolina,"Charleston County, SC",56.25
South Carolina,"Chester County, SC",44.0
South Carolina,"Chesterfield County, SC",44.0
South Carolina,"Clarendon County, SC",59.0
South Carolina,"Colleton County, SC",60.0
South Carolina,"Darlington County, SC",59.0
South Carolina,"Dillon County, SC",35.0
South Carolina,"Dorchester County, SC",56.0
South Carolina,"Edgefield County, SC",39.0
South Carolina,"Fairfield County, SC",48.0
South Carolina,"Greenville County, SC",55.33333333
South Carolina,"Hampton County, SC",49.0
South Carolina,"Horry County, SC",54.0
South Carolina,"Florence County, SC",58.85714286
South Carolina,"Greenwood County, SC",42.5
South Carolina,"Jasper County, SC",41.0
South Carolina,"Lancaster County, SC",49.0
South Carolina,"Lee County, SC",29.0
South Carolina,"Lexington County, SC",58.0
South Carolina,"Richland County, SC",54.5
South Carolina,"Marlboro County, SC",38.0
South Carolina,"McCormick County, SC",35.0
South Carolina,"Orangeburg County, SC",51.0
South Carolina,"Pickens County, SC",59.75
South Carolina,"Saluda County, SC",45.0
South Carolina,"Beaufort County, SC",55.0
South Carolina,"Spartanburg County, SC",57.4
South Carolina,"Sumter County, SC",60.0
South Carolina,"Union County, SC",56.0
South Carolina,"Berkeley County, SC",56.0
South Carolina,"Marion County, SC",56.0
South Carolina,"Williamsburg County, SC",30.0
South Carolina,"Cherokee County, SC",60.0
South Carolina,"York County, SC",59.5
South Carolina,"Oconee County, SC",60.0
South Carolina,"Laurens County, SC",60.0
South Dakota,"Aurora County, SD",38.0
South Dakota,"Meade County, SD",24.0
South Dakota,"Bennett County, SD",40.0
South Dakota,"Lincoln County, SD",55.66666667
South Dakota,"Grant County, SD",53.5
South Dakota,"Bon Homme County, SD",61.0
South Dakota,"Buffalo County, SD",46.0
South Dakota,"Butte County, SD",58.0
South Dakota,"Campbell County, SD",56.0
South Dakota,"Turner County, SD",54.0
South Dakota,"Charles Mix County, SD",58.0
South Dakota,"Clark County, SD",52.0
South Dakota,"Corson County, SD",29.0
South Dakota,"Custer County, SD",45.0
South Dakota,"Day County, SD",55.0
South Dakota,"Deuel County, SD",59.0
South Dakota,"Dewey County, SD",44.0
South Dakota,"Douglas County, SD",40.0
South Dakota,"Fall River County, SD",24.0
South Dakota,"Edmunds County, SD",50.0
South Dakota,"Brookings County, SD",51.33333333
South Dakota,"Faulk County, SD",58.0
South Dakota,"Gregory County, SD",61.0
South Dakota,"Brown County, SD",58.0
South Dakota,"Hamlin County, SD",59.0
South Dakota,"Hand County, SD",60.0
South Dakota,"Hanson County, SD",56.0
South Dakota,"Harding County, SD",56.0
South Dakota,"Pennington County, SD",52.33333333
South Dakota,"Hutchinson County, SD",60.0
South Dakota,"Hyde County, SD",49.0
South Dakota,"Clay County, SD",48.0
South Dakota,"Jackson County, SD",28.0
South Dakota,"Jerauld County, SD",59.0
South Dakota,"Jones County, SD",45.0
South Dakota,"Brule County, SD",0.0
South Dakota,"Kingsbury County, SD",49.0
South Dakota,"Lawrence County, SD",57.0
South Dakota,"Lyman County, SD",61.0
South Dakota,"Marshall County, SD",56.0
South Dakota,"McCook County, SD",41.0
South Dakota,"McPherson County, SD",34.0
South Dakota,"Mellette County, SD",26.0
South Dakota,"Miner County, SD",45.0
South Dakota,"Minnehaha County, SD",49.0
South Dakota,"Moody County, SD",52.0
South Dakota,"Oglala Lakota County, SD",35.5
South Dakota,"Perkins County, SD",54.0
South Dakota,"Potter County, SD",55.0
South Dakota,"Roberts County, SD",45.0
South Dakota,"Sanborn County, SD",44.0
South Dakota,"Spink County, SD",61.0
South Dakota,"Stanley County, SD",60.0
South Dakota,"Sully County, SD",56.0
South Dakota,"Todd County, SD",23.0
South Dakota,"Tripp County, SD",61.0
South Dakota,"Union County, SD",57.0
South Dakota,"Haakon County, SD",58.0
South Dakota,"Ziebach County, SD",46.0
South Dakota,"Beadle County, SD",59.0
South Dakota,"Lake County, SD",54.0
South Dakota,"Walworth County, SD",54.0
South Dakota,"Davison County, SD",58.0
South Dakota,"Yankton County, SD",89.0
Tennessee,"Benton County, TN",51.0
Tennessee,"Bledsoe County, TN",58.0
Tennessee,"Davidson County, TN",55.33333333
Tennessee,"Cannon County, TN",61.0
Tennessee,"Carter County, TN",59.0
Tennessee,"Cheatham County, TN",60.0
Tennessee,"Chester County, TN",60.0
Tennessee,"Claiborne County, TN",61.0
Tennessee,"Clay County, TN",59.0
Tennessee,"Cocke County, TN",53.0
Tennessee,"Crockett County, TN",59.0
Tennessee,"Cumberland County, TN",56.0
Tennessee,"Decatur County, TN",49.0
Tennessee,"Madison County, TN",51.0
Tennessee,"Fentress County, TN",57.0
Tennessee,"Giles County, TN",59.0
Tennessee,"Grainger County, TN",52.0
Tennessee,"Grundy County, TN",57.0
Tennessee,"Hamilton County, TN",56.0
Tennessee,"Hancock County, TN",50.0
Tennessee,"Hardeman County, TN",52.0
Tennessee,"Hardin County, TN",56.0
Tennessee,"Hawkins County, TN",54.0
Tennessee,"Haywood County, TN",56.0
Tennessee,"Henderson County, TN",60.0
Tennessee,"Hickman County, TN",60.0
Tennessee,"Jackson County, TN",51.0
Tennessee,"Johnson County, TN",52.0
Tennessee,"Knox County, TN",54.33333333
Tennessee,"Lake County, TN",52.0
Tennessee,"Lauderdale County, TN",48.0
Tennessee,"Lewis County, TN",61.0
Tennessee,"Loudon County, TN",56.0
Tennessee,"Macon County, TN",61.0
Tennessee,"Marshall County, TN",61.0
Tennessee,"McNairy County, TN",61.0
Tennessee,"Meigs County, TN",58.0
Tennessee,"Monroe County, TN",60.0
Tennessee,"Montgomery County, TN",57.0
Tennessee,"Moore County, TN",57.0
Tennessee,"Morgan County, TN",55.0
Tennessee,"Shelby County, TN",56.8
Tennessee,"Overton County, TN",59.0
Tennessee,"Perry County, TN",58.0
Tennessee,"Polk County, TN",50.0
Tennessee,"Rhea County, TN",60.0
Tennessee,"Roane County, TN",57.0
Tennessee,"Robertson County, TN",60.0
Tennessee,"Scott County, TN",49.0
Tennessee,"Sequatchie County, TN",61.0
Tennessee,"Stewart County, TN",55.0
Tennessee,"Tipton County, TN",44.0
Tennessee,"Trousdale County, TN",53.0
Tennessee,"Unicoi County, TN",61.0
Tennessee,"Union County, TN",56.0
Tennessee,"Van Buren County, TN",52.0
Tennessee,"Wayne County, TN",55.0
Tennessee,"White County, TN",55.0
Tennessee,"Wilson County, TN",54.0
Tennessee,"Fayette County, TN",60.0
Tennessee,"Franklin County, TN",61.0
Tennessee,"Hamblen County, TN",61.0
Tennessee,"Houston County, TN",56.0
Tennessee,"Jefferson County, TN",58.0
Tennessee,"Lawrence County, TN",59.0
Tennessee,"Lincoln County, TN",57.0
Tennessee,"Marion County, TN",57.0
Tennessee,"McMinn County, TN",56.0
Tennessee,"Obion County, TN",55.0
Tennessee,"Putnam County, TN",58.0
Tennessee,"Sevier County, TN",61.0
Tennessee,"Smith County, TN",61.0
Tennessee,"Warren County, TN",60.0
Tennessee,"Washington County, TN",60.0
Tennessee,"Weakley County, TN",56.0
Tennessee,"Anderson County, TN",60.0
Tennessee,"Bedford County, TN",61.0
Tennessee,"Blount County, TN",61.0
Tennessee,"Bradley County, TN",61.0
Tennessee,"Campbell County, TN",58.0
Tennessee,"Carroll County, TN",61.0
Tennessee,"Coffee County, TN",60.0
Tennessee,"DeKalb County, TN",61.0
Tennessee,"Dickson County, TN",61.0
Tennessee,"Dyer County, TN",60.0
Tennessee,"Gibson County, TN",58.0
Tennessee,"Greene County, TN",59.0
Tennessee,"Henry County, TN",53.0
Tennessee,"Humphreys County, TN",60.0
Tennessee,"Pickett County, TN",52.0
Tennessee,"Sullivan County, TN",60.0
Texas,"Brazoria County, TX",52.0
Texas,"Aransas County, TX",45.0
Texas,"Archer County, TX",61.0
Texas,"Armstrong County, TX",56.0
Texas,"Atascosa County, TX",43.0
Texas,"Austin County, TX",60.0
Texas,"Bandera County, TX",48.0
Texas,"Galveston County, TX",56.66666667
Texas,"Harris County, TX",53.92857143
Texas,"Bee County, TX",61.0
Texas,"Bexar County, TX",58.28571429
Texas,"Blanco County, TX",56.0
Texas,"Borden County, TX",59.0
Texas,"Bosque County, TX",58.0
Texas,"Briscoe County, TX",51.0
Texas,"Brooks County, TX",50.0
Texas,"Brown County, TX",62.0
Texas,"Burleson County, TX",58.0
Texas,"Burnet County, TX",59.0
Texas,"Callahan County, TX",53.0
Texas,"Cameron County, TX",58.0
Texas,"Randall County, TX",58.0
Texas,"Cass County, TX",52.0
Texas,"Tarrant County, TX",57.33333333
Texas,"Clay County, TX",53.0
Texas,"Cochran County, TX",60.0
Texas,"Coke County, TX",46.0
Texas,"Coleman County, TX",57.0
Texas,"Comanche County, TX",58.0
Texas,"Concho County, TX",59.0
Texas,"Cottle County, TX",38.0
Texas,"Crockett County, TX",60.0
Texas,"Crosby County, TX",56.0
Texas,"Culberson County, TX",59.0
Texas,"Dallas County, TX",56.6
Texas,"Bowie County, TX",55.0
Texas,"Delta County, TX",49.0
Texas,"Dickens County, TX",47.0
Texas,"Dimmit County, TX",60.0
Texas,"Donley County, TX",58.0
Texas,"Duval County, TX",49.0
Texas,"Montgomery County, TX",56.0
Texas,"Wichita County, TX",54.0
Texas,"Eastland County, TX",56.0
Texas,"Edwards County, TX",59.0
Texas,"Ellis County, TX",55.0
Texas,"Falls County, TX",54.0
Texas,"Fannin County, TX",57.0
Texas,"Fayette County, TX",59.0
Texas,"Fisher County, TX",47.0
Texas,"Foard County, TX",53.0
Texas,"Fort Bend County, TX",54.0
Texas,"Franklin County, TX",60.0
Texas,"Freestone County, TX",56.0
Texas,"Frio County, TX",60.0
Texas,"Goliad County, TX",53.0
Texas,"Gonzales County, TX",37.0
Texas,"Gray County, TX",61.0
Texas,"Grimes County, TX",59.0
Texas,"Guadalupe County, TX",53.0
Texas,"Hall County, TX",48.0
Texas,"Hamilton County, TX",55.0
Texas,"Hardeman County, TX",58.0
Texas,"Harrison County, TX",61.0
Texas,"Haskell County, TX",57.0
Texas,"Hidalgo County, TX",58.0
Texas,"Hill County, TX",59.0
Texas,"Hockley County, TX",48.0
Texas,"Houston County, TX",48.0
Texas,"Hudspeth County, TX",42.0
Texas,"Irion County, TX",60.0
Texas,"Jeff Davis County, TX",53.0
Texas,"Jim Hogg County, TX",50.0
Texas,"Jim Wells County, TX",61.0
Texas,"Jones County, TX",52.0
Texas,"Karnes County, TX",57.0
Texas,"Kenedy County, TX",56.0
Texas,"Kent County, TX",54.0
Texas,"Kerr County, TX",59.0
Texas,"Kimble County, TX",55.0
Texas,"Kinney County, TX",50.0
Texas,"Knox County, TX",54.0
Texas,"La Salle County, TX",60.0
Texas,"Lamb County, TX",57.0
Texas,"Lee County, TX",58.0
Texas,"Leon County, TX",51.0
Texas,"Limestone County, TX",61.0
Texas,"Live Oak County, TX",52.0
Texas,"Llano County, TX",48.0
Texas,"Hale County, TX",55.0
Texas,"Lynn County, TX",59.0
Texas,"Madison County, TX",59.0
Texas,"Marion County, TX",46.0
Texas,"Mason County, TX",50.0
Texas,"Matagorda County, TX",54.0
Texas,"Maverick County, TX",62.0
Texas,"McCulloch County, TX",57.0
Texas,"McLennan County, TX",49.0
Texas,"McMullen County, TX",48.0
Texas,"Midland County, TX",57.0
Texas,"Milam County, TX",58.0
Texas,"Mills County, TX",53.0
Texas,"Montague County, TX",56.0
Texas,"Morris County, TX",54.0
Texas,"Motley County, TX",43.0
Texas,"Garza County, TX",60.0
Texas,"Nueces County, TX",56.5
Texas,"Newton County, TX",59.0
Texas,"El Paso County, TX",58.0
Texas,"Smith County, TX",54.0
Texas,"Oldham County, TX",54.0
Texas,"Orange County, TX",60.0
Texas,"Panola County, TX",60.0
Texas,"Parmer County, TX",61.0
Texas,"Pecos County, TX",60.0
Texas,"Polk County, TX",58.0
Texas,"Presidio County, TX",52.0
Texas,"Real County, TX",40.0
Texas,"Red River County, TX",51.0
Texas,"Refugio County, TX",54.0
Texas,"Robertson County, TX",54.0
Texas,"Runnels County, TX",57.0
Texas,"Rusk County, TX",49.0
Texas,"Sabine County, TX",39.0
Texas,"San Augustine County, TX",46.0
Texas,"San Jacinto County, TX",53.0
Texas,"San Saba County, TX",52.0
Texas,"Shackelford County, TX",58.0
Texas,"Shelby County, TX",56.0
Texas,"Starr County, TX",51.0
Texas,"Stephens County, TX",55.0
Texas,"Stonewall County, TX",59.0
Texas,"Swisher County, TX",61.0
Texas,"Terrell County, TX",51.0
Texas,"Tom Green County, TX",51.0
Texas,"Travis County, TX",56.0
Texas,"Trinity County, TX",49.0
Texas,"Tyler County, TX",50.0
Texas,"Upshur County, TX",59.0
Texas,"Upton County, TX",60.0
Texas,"Uvalde County, TX",61.0
Texas,"Val Verde County, TX",61.0
Texas,"Van Zandt County, TX",55.0
Texas,"Waller County, TX",60.0
Texas,"Webb County, TX",54.0
Texas,"Brazos County, TX",55.0
Texas,"Hunt County, TX",61.0
Texas,"Palo Pinto County, TX",53.0
Texas,"Willacy County, TX",52.0
Texas,"Williamson County, TX",57.0
Texas,"Wood County, TX",57.0
Texas,"Zapata County, TX",50.0
Texas,"Zavala County, TX",51.0
Texas,"Nacogdoches County, TX",0.0
Texas,"Gregg County, TX",0.0
Texas,"Denton County, TX",0.0
Texas,"Hopkins County, TX",58.0
Texas,"Grayson County, TX",61.0
Texas,"Jasper County, TX",57.0
Texas,"Jefferson County, TX",60.0
Texas,"Lavaca County, TX",56.0
Texas,"Lubbock County, TX",61.0
Texas,"Comal County, TX",62.0
Utah,"Daggett County, UT",58.0
Utah,"Washington County, UT",56.0
Utah,"Carbon County, UT",53.0
Utah,"Emery County, UT",58.0
Utah,"Salt Lake County, UT",58.66666667
Utah,"Kane County, UT",57.0
Utah,"Piute County, UT",45.0
Utah,"Rich County, UT",60.0
Utah,"San Juan County, UT",41.0
Utah,"Sanpete County, UT",54.0
Utah,"Uintah County, UT",61.0
Utah,"Wayne County, UT",57.0
Utah,"Weber County, UT",58.0
Utah,"Juab County, UT",52.0
Utah,"Utah County, UT",0.0
Utah,"Davis County, UT",52.0
Utah,"Sevier County, UT",60.0
Utah,"Garfield County, UT",60.0
Utah,"Grand County, UT",0.0
Vermont,"Caledonia County, VT",27.75
Vermont,"Essex County, VT",18.33333333
Vermont,"Orleans County, VT",35.4
Vermont,"Franklin County, VT",61.0
Vermont,"Grand Isle County, VT",61.0
Vermont,"Windsor County, VT",55.0
Vermont,"Chittenden County, VT",67.0
Vermont,"Addison County, VT",66.5
Vermont,"Washington County, VT",57.0
Vermont,"Orange County, VT",23.0
Vermont,"Lamoille County, VT",52.0
Vermont,"Bennington County, VT",61.0
Vermont,"Rutland County, VT",70.0
Virginia,"Accomack County, VA",50.0
Virginia,"Albemarle County, VA",58.0
Virginia,"Amelia County, VA",59.0
Virginia,"Wise County, VA",56.33333333
Virginia,"Alexandria City, VA",30.5
Virginia,"Arlington County, VA",30.5
Virginia,"Bath County, VA",59.0
Virginia,"Bedford County, VA",60.0
Virginia,"Bland County, VA",54.0
Virginia,"Bristol City, VA",54.0
Virginia,"Brunswick County, VA",49.0
Virginia,"Buchanan County, VA",46.0
Virginia,"Buckingham County, VA",56.0
Virginia,"Caroline County, VA",43.0
Virginia,"Carroll County, VA",57.0
Virginia,"Culpeper County, VA",42.0
Virginia,"Charles City County, VA",61.0
Virginia,"Charlotte County, VA",58.0
Virginia,"Charlottesville City, VA",50.0
Virginia,"Chesapeake City, VA",55.0
Virginia,"Chesterfield County, VA",58.0
Virginia,"Smyth County, VA",59.5
Virginia,"Clarke County, VA",48.0
Virginia,"Craig County, VA",56.0
Virginia,"Cumberland County, VA",61.0
Virginia,"Danville City, VA",59.0
Virginia,"Dickenson County, VA",62.0
Virginia,"Dinwiddie County, VA",57.0
Virginia,"Lynchburg City, VA",54.0
Virginia,"Emporia City, VA",48.0
Virginia,"Essex County, VA",61.0
Virginia,"Floyd County, VA",61.0
Virginia,"Fluvanna County, VA",59.0
Virginia,"Franklin City, VA",59.0
Virginia,"Franklin County, VA",57.0
Virginia,"Fredericksburg City, VA",58.0
Virginia,"Giles County, VA",60.0
Virginia,"Goochland County, VA",60.0
Virginia,"Grayson County, VA",51.0
Virginia,"Greene County, VA",48.0
Virginia,"Greensville County, VA",42.0
Virginia,"Halifax County, VA",52.0
Virginia,"Hampton City, VA",57.5
Virginia,"Newport News City, VA",60.5
Virginia,"Harrisonburg City, VA",56.0
Virginia,"Henrico County, VA",58.0
Virginia,"Henry County, VA",60.0
Virginia,"Martinsville City, VA",59.0
Virginia,"Isle of Wight County, VA",42.0
Virginia,"King and Queen County, VA",61.0
Virginia,"King George County, VA",60.0
Virginia,"King William County, VA",56.0
Virginia,"Lancaster County, VA",55.0
Virginia,"Lee County, VA",61.0
Virginia,"Spotsylvania County, VA",58.0
Virginia,"Loudoun County, VA",59.5
Virginia,"Louisa County, VA",61.0
Virginia,"Lunenburg County, VA",51.0
Virginia,"Madison County, VA",58.0
Virginia,"Mathews County, VA",57.0
Virginia,"Mecklenburg County, VA",47.0
Virginia,"Middlesex County, VA",53.0
Virginia,"Montgomery County, VA",60.0
Virginia,"New Kent County, VA",53.0
Virginia,"Norfolk City, VA",53.66666667
Virginia,"Northampton County, VA",58.0
Virginia,"Botetourt County, VA",58.0
Virginia,"Fauquier County, VA",62.0
Virginia,"Northumberland County, VA",43.0
Virginia,"Roanoke City, VA",52.0
Virginia,"Nottoway County, VA",59.0
Virginia,"Orange County, VA",58.0
Virginia,"Patrick County, VA",49.0
Virginia,"Petersburg City, VA",59.0
Virginia,"Gloucester County, VA",61.0
Virginia,"Pittsylvania County, VA",60.0
Virginia,"Portsmouth City, VA",56.5
Virginia,"Powhatan County, VA",59.5
Virginia,"Prince Edward County, VA",59.0
Virginia,"Radford City, VA",50.0
Virginia,"Rappahannock County, VA",55.0
Virginia,"Richmond City, VA",57.5
Virginia,"Richmond County, VA",61.0
Virginia,"Russell County, VA",60.0
Virginia,"Scott County, VA",54.0
Virginia,"Shenandoah County, VA",59.0
Virginia,"Southampton County, VA",61.0
Virginia,"Stafford County, VA",58.0
Virginia,"Suffolk City, VA",53.0
Virginia,"Surry County, VA",61.0
Virginia,"Sussex County, VA",60.0
Virginia,"Tazewell County, VA",57.0
Virginia,"Virginia Beach City, VA",57.33333333
Virginia,"Washington County, VA",56.0
Virginia,"Waynesboro City, VA",58.0
Virginia,"Westmoreland County, VA",59.0
Virginia,"Wythe County, VA",60.0
Virginia,"York County, VA",54.0
Virginia,"Augusta County, VA",60.0
Virginia,"Staunton City, VA",58.5
Virginia,"Highland County, VA",46.0
Virginia,"Nelson County, VA",57.0
Virginia,"Norton City, VA",56.0
Virginia,"Hopewell City, VA",57.0
Virginia,"James City County, VA",49.0
Virginia,"Williamsburg City, VA",49.0
Virginia,"Alleghany County, VA",59.0
Virginia,"Covington City, VA",59.0
Virginia,"Amherst County, VA",60.0
Virginia,"Appomattox County, VA",61.0
Virginia,"Page County, VA",57.0
Virginia,"Pulaski County, VA",60.0
Virginia,"Winchester City, VA",59.0
Virginia,"Buena Vista City, VA",60.0
Virginia,"Lexington City, VA",60.0
Virginia,"Rockbridge County, VA",60.0
Virginia,"Manassas City, VA",68.0
Virginia,"Manassas Park City, VA",68.0
Virginia,"Prince William County, VA",68.5
Virginia,"Fairfax County, VA",68.0
Washington,"Asotin County, WA",53.0
Washington,"Island County, WA",55.5
Washington,"Snohomish County, WA",59.5
Washington,"Clallam County, WA",57.0
Washington,"Columbia County, WA",57.0
Washington,"Cowlitz County, WA",54.0
Washington,"Douglas County, WA",59.0
Washington,"Kitsap County, WA",28.5
Washington,"Ferry County, WA",58.0
Washington,"Franklin County, WA",42.0
Washington,"Grant County, WA",59.0
Washington,"Clark County, WA",62.0
Washington,"King County, WA",36.33333333
Washington,"Stevens County, WA",59.0
Washington,"San Juan County, WA",0.0
Washington,"Okanogan County, WA",55.0
Washington,"Adams County, WA",59.0
Washington,"Pacific County, WA",61.0
Washington,"Thurston County, WA",58.0
Washington,"Pend Oreille County, WA",50.0
Washington,"Pierce County, WA",61.0
Washington,"Garfield County, WA",60.0
Washington,"Grays Harbor County, WA",55.5
Washington,"Mason County, WA",60.0
Washington,"Spokane County, WA",56.0
Washington,"Lincoln County, WA",59.0
Washington,"Yakima County, WA",60.0
Washington,"Lewis County, WA",0.0
Washington,"Kittitas County, WA",60.0
Washington,"Whatcom County, WA",58.0
Washington,"Klickitat County, WA",58.0
West Virginia,"Greenbrier County, WV",14.75
West Virginia,"Barbour County, WV",59.0
West Virginia,"Braxton County, WV",61.0
West Virginia,"Cabell County, WV",50.5
West Virginia,"Calhoun County, WV",55.0
West Virginia,"Marshall County, WV",60.0
West Virginia,"Clay County, WV",57.0
West Virginia,"Raleigh County, WV",57.66666667
West Virginia,"Doddridge County, WV",58.0
West Virginia,"Grant County, WV",57.0
West Virginia,"Hampshire County, WV",61.0
West Virginia,"Hardy County, WV",49.0
West Virginia,"Harrison County, WV",61.0
West Virginia,"Randolph County, WV",60.0
West Virginia,"Jackson County, WV",61.0
West Virginia,"Jefferson County, WV",47.0
West Virginia,"Kanawha County, WV",41.5
West Virginia,"Lewis County, WV",33.0
West Virginia,"Lincoln County, WV",39.0
West Virginia,"Logan County, WV",57.0
West Virginia,"Mercer County, WV",55.0
West Virginia,"Mason County, WV",45.0
West Virginia,"McDowell County, WV",56.0
West Virginia,"Mingo County, WV",58.0
West Virginia,"Monongalia County, WV",61.0
West Virginia,"Monroe County, WV",60.0
West Virginia,"Nicholas County, WV",55.0
West Virginia,"Ohio County, WV",52.0
West Virginia,"Pleasants County, WV",61.0
West Virginia,"Pocahontas County, WV",57.0
West Virginia,"Preston County, WV",45.0
West Virginia,"Putnam County, WV",48.0
West Virginia,"Ritchie County, WV",62.0
West Virginia,"Summers County, WV",46.0
West Virginia,"Taylor County, WV",53.0
West Virginia,"Tucker County, WV",61.0
West Virginia,"Tyler County, WV",57.0
West Virginia,"Upshur County, WV",51.0
West Virginia,"Fayette County, WV",61.0
West Virginia,"Wayne County, WV",50.0
West Virginia,"Webster County, WV",57.0
West Virginia,"Marion County, WV",55.0
West Virginia,"Wyoming County, WV",60.0
West Virginia,"Hancock County, WV",71.0
West Virginia,"Pendleton County, WV",61.0
West Virginia,"Gilmer County, WV",58.0
West Virginia,"Mineral County, WV",63.0
West Virginia,"Morgan County, WV",60.0
West Virginia,"Roane County, WV",60.0
West Virginia,"Wetzel County, WV",57.0
West Virginia,"Boone County, WV",61.0
West Virginia,"Wirt County, WV",61.0
Wisconsin,"Oconto County, WI",57.5
Wisconsin,"Adams County, WI",57.0
Wisconsin,"Langlade County, WI",55.0
Wisconsin,"Portage County, WI",61.0
Wisconsin,"Shawano County, WI",60.0
Wisconsin,"Trempealeau County, WI",56.0
Wisconsin,"Iowa County, WI",57.5
Wisconsin,"Lafayette County, WI",43.5
Wisconsin,"Juneau County, WI",57.0
Wisconsin,"Wood County, WI",60.0
Wisconsin,"Taylor County, WI",30.5
Wisconsin,"Bayfield County, WI",53.0
Wisconsin,"Washburn County, WI",36.0
Wisconsin,"Jackson County, WI",57.5
Wisconsin,"Buffalo County, WI",54.0
Wisconsin,"Burnett County, WI",56.0
Wisconsin,"Fond du Lac County, WI",59.0
Wisconsin,"Milwaukee County, WI",53.88888889
Wisconsin,"Kenosha County, WI",54.0
Wisconsin,"Racine County, WI",56.0
Wisconsin,"Polk County, WI",58.0
Wisconsin,"Barron County, WI",62.0
Wisconsin,"Chippewa County, WI",60.0
Wisconsin,"Clark County, WI",61.0
Wisconsin,"Dunn County, WI",56.0
Wisconsin,"Sawyer County, WI",51.0
Wisconsin,"Crawford County, WI",54.0
Wisconsin,"Douglas County, WI",54.0
Wisconsin,"Pepin County, WI",54.0
Wisconsin,"Eau Claire County, WI",60.0
Wisconsin,"Waupaca County, WI",54.0
Wisconsin,"Florence County, WI",55.0
Wisconsin,"Forest County, WI",57.0
Wisconsin,"Door County, WI",55.5
Wisconsin,"St. Croix County, WI",60.0
Wisconsin,"Rock County, WI",55.0
Wisconsin,"Iron County, WI",55.0
Wisconsin,"Monroe County, WI",61.0
Wisconsin,"Marathon County, WI",60.0
Wisconsin,"Marinette County, WI",55.5
Wisconsin,"Marquette County, WI",51.0
Wisconsin,"Menominee County, WI",60.0
Wisconsin,"Grant County, WI",60.0
Wisconsin,"Price County, WI",60.0
Wisconsin,"Rusk County, WI",59.0
Wisconsin,"Vernon County, WI",60.0
Wisconsin,"Vilas County, WI",61.0
Wisconsin,"Waushara County, WI",57.0
Wisconsin,"Waukesha County, WI",59.0
Wisconsin,"Brown County, WI",59.0
Wisconsin,"Sheboygan County, WI",51.0
Wisconsin,"Jefferson County, WI",56.0
Wisconsin,"Walworth County, WI",56.0
Wisconsin,"Winnebago County, WI",0.0
Wisconsin,"Dane County, WI",0.0
Wyoming,"Fremont County, WY",58.5
Wyoming,"Park County, WY",71.5
Wyoming,"Carbon County, WY",58.0
Wyoming,"Goshen County, WY",61.0
Wyoming,"Big Horn County, WY",59.0
Wyoming,"Hot Springs County, WY",49.0
Wyoming,"Crook County, WY",56.0
Wyoming,"Natrona County, WY",58.33333333
Wyoming,"Niobrara County, WY",61.0
Wyoming,"Albany County, WY",57.0
Wyoming,"Sheridan County, WY",71.0
Wyoming,"Laramie County, WY",60.0
Wyoming,"Sweetwater County, WY",59.0
Wyoming,"Sublette County, WY",76.0
Wyoming,"Teton County, WY",81.0
