average_annual_count,recent_trend,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,five_year_trend_rates,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019,abbrv,median_household_income_2015,median_household_income_2016,median_household_income_2017,median_household_income_2018,median_household_income_2019
245,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,512.4 ",*,"Washington County, MS",39.0,47959,47183,46197,45036,43909,MS,27539,30187,30865,33991,31018
136,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,273.6 ,*,"Washington County, MS",39.0,47959,47183,46197,45036,43909,MS,27539,30187,30865,33991,31018
138,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,043.6 ",*,"Washington County, MS",39.0,47959,47183,46197,45036,43909,MS,27539,30187,30865,33991,31018
46,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,110.2 ,*,"Forrest County, MS",54.0,75593,75564,75155,74912,74897,MS,35198,36709,39394,39061,40224
338,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,517.2 ",*,"Forrest County, MS",54.0,75593,75564,75155,74912,74897,MS,35198,36709,39394,39061,40224
169,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,250.3 ,*,"Forrest County, MS",54.0,75593,75564,75155,74912,74897,MS,35198,36709,39394,39061,40224
216,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,212.5 ",*,"Forrest County, MS",54.0,75593,75564,75155,74912,74897,MS,35198,36709,39394,39061,40224
8,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,110.0 ,*,"Yalobusha County, MS",25.0,12458,12461,12449,12361,12108,MS,36062,35312,36834,39551,40515
83,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,587.0 ",*,"Yalobusha County, MS",25.0,12458,12461,12449,12361,12108,MS,36062,35312,36834,39551,40515
40,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,286.9 ,*,"Yalobusha County, MS",25.0,12458,12461,12449,12361,12108,MS,36062,35312,36834,39551,40515
51,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,104.8 ",*,"Yalobusha County, MS",25.0,12458,12461,12449,12361,12108,MS,36062,35312,36834,39551,40515
73,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,110.0 ,*,"Madison County, MS",36.0,102453,103852,104584,105648,106272,MS,67482,65870,69820,75740,70824
453,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,465.2 ",*,"Madison County, MS",36.0,102453,103852,104584,105648,106272,MS,67482,65870,69820,75740,70824
255,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,234.8 ,*,"Madison County, MS",36.0,102453,103852,104584,105648,106272,MS,67482,65870,69820,75740,70824
271,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,199.7 ",*,"Madison County, MS",36.0,102453,103852,104584,105648,106272,MS,67482,65870,69820,75740,70824
6,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,109.7 ,*,"Webster County, MS",32.0,9873,9758,9732,9788,9689,MS,40214,39192,39479,43349,46110
54,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,428.2 ",*,"Webster County, MS",32.0,9873,9758,9732,9788,9689,MS,40214,39192,39479,43349,46110
27,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,253.0 ,*,"Webster County, MS",32.0,9873,9758,9732,9788,9689,MS,40214,39192,39479,43349,46110
33,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,990.0 ",*,"Webster County, MS",32.0,9873,9758,9732,9788,9689,MS,40214,39192,39479,43349,46110
129,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,109.1 ,*,"DeSoto County, MS",47.0,173271,175721,179005,181932,184945,MS,60610,64138,66125,68126,67450
723,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,409.9 ",*,"DeSoto County, MS",47.0,173271,175721,179005,181932,184945,MS,60610,64138,66125,68126,67450
412,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,236.8 ,*,"DeSoto County, MS",47.0,173271,175721,179005,181932,184945,MS,60610,64138,66125,68126,67450
440,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,066.0 ",*,"DeSoto County, MS",47.0,173271,175721,179005,181932,184945,MS,60610,64138,66125,68126,67450
14,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,108.9 ,*,"Coahoma County, MS",29.0,24500,23834,23214,22605,22124,MS,25948,26815,28921,29380,30242
123,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,548.0 ",*,"Coahoma County, MS",29.0,24500,23834,23214,22605,22124,MS,25948,26815,28921,29380,30242
71,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,295.6 ,*,"Coahoma County, MS",29.0,24500,23834,23214,22605,22124,MS,25948,26815,28921,29380,30242
66,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,953.6 ",*,"Coahoma County, MS",29.0,24500,23834,23214,22605,22124,MS,25948,26815,28921,29380,30242
5,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,108.8 ,*,"Humphreys County, MS",32.0,8705,8588,8333,8256,8064,MS,25625,25506,26489,28542,28464
45,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,478.6 ",*,"Humphreys County, MS",32.0,8705,8588,8333,8256,8064,MS,25625,25506,26489,28542,28464
21,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,241.8 ,*,"Humphreys County, MS",32.0,8705,8588,8333,8256,8064,MS,25625,25506,26489,28542,28464
29,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,172.4 ",*,"Humphreys County, MS",32.0,8705,8588,8333,8256,8064,MS,25625,25506,26489,28542,28464
18,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,108.0 ,*,"Tate County, MS",35.0,28465,28306,28581,28347,28321,MS,43376,45643,47296,48082,50188
136,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,361.6 ",*,"Tate County, MS",35.0,28465,28306,28581,28347,28321,MS,43376,45643,47296,48082,50188
69,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,241.9 ,*,"Tate County, MS",35.0,28465,28306,28581,28347,28321,MS,43376,45643,47296,48082,50188
84,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,911.3 ",*,"Tate County, MS",35.0,28465,28306,28581,28347,28321,MS,43376,45643,47296,48082,50188
13,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.8 ,*,"Grenada County, MS",41.0,21444,21219,21037,20984,20758,MS,35163,37419,38827,39633,40561
132,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,644.9 ",*,"Grenada County, MS",41.0,21444,21219,21037,20984,20758,MS,35163,37419,38827,39633,40561
64,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,280.0 ,*,"Grenada County, MS",41.0,21444,21219,21037,20984,20758,MS,35163,37419,38827,39633,40561
81,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,266.8 ",*,"Grenada County, MS",41.0,21444,21219,21037,20984,20758,MS,35163,37419,38827,39633,40561
16,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.7 ,*,"Marion County, MS",40.0,25412,25106,25108,24752,24573,MS,34742,33416,28967,36408,38402
152,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,585.9 ",*,"Marion County, MS",40.0,25412,25106,25108,24752,24573,MS,34742,33416,28967,36408,38402
75,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,280.5 ,*,"Marion County, MS",40.0,25412,25106,25108,24752,24573,MS,34742,33416,28967,36408,38402
93,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,133.5 ",*,"Marion County, MS",40.0,25412,25106,25108,24752,24573,MS,34742,33416,28967,36408,38402
4,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.6 ,*,"Jefferson County, MS",37.0,7503,7312,7227,7093,6990,MS,26405,26731,27925,28024,30871
45,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,663.4 ",*,"Jefferson County, MS",37.0,7503,7312,7227,7093,6990,MS,26405,26731,27925,28024,30871
23,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,279.9 ,*,"Jefferson County, MS",37.0,7503,7312,7227,7093,6990,MS,26405,26731,27925,28024,30871
26,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,289.6 ",*,"Jefferson County, MS",37.0,7503,7312,7227,7093,6990,MS,26405,26731,27925,28024,30871
10,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.5 ,*,"Greene County, MS",36.0,13549,13566,13529,13996,13586,MS,42699,39559,44337,42022,48641
54,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,201.0 ",*,"Greene County, MS",36.0,13549,13566,13529,13996,13586,MS,42699,39559,44337,42022,48641
27,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,191.4 ,*,"Greene County, MS",36.0,13549,13566,13529,13996,13586,MS,42699,39559,44337,42022,48641
37,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,890.0 ",*,"Greene County, MS",36.0,13549,13566,13529,13996,13586,MS,42699,39559,44337,42022,48641
103,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.0 ,*,"Rankin County, MS",52.66666667,149447,151514,152904,154250,155271,MS,58426,62284,65504,66296,67284
677,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,371.1 ",*,"Rankin County, MS",52.66666667,149447,151514,152904,154250,155271,MS,58426,62284,65504,66296,67284
364,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,236.2 ,*,"Rankin County, MS",52.66666667,149447,151514,152904,154250,155271,MS,58426,62284,65504,66296,67284
416,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,952.0 ",*,"Rankin County, MS",52.66666667,149447,151514,152904,154250,155271,MS,58426,62284,65504,66296,67284
47,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.0 ,*,"Lauderdale County, MS",53.0,78348,77376,76309,75238,74125,MS,38334,40949,43538,40077,41604
357,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,280.8 ",*,"Lauderdale County, MS",53.0,78348,77376,76309,75238,74125,MS,38334,40949,43538,40077,41604
186,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,233.9 ,*,"Lauderdale County, MS",53.0,78348,77376,76309,75238,74125,MS,38334,40949,43538,40077,41604
219,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,767.5 ",*,"Lauderdale County, MS",53.0,78348,77376,76309,75238,74125,MS,38334,40949,43538,40077,41604
41,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,103.6 ,*,"Lamar County, MS",41.0,60966,61364,61536,62637,63343,MS,53205,57419,57125,58377,62606
238,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,312.9 ",*,"Lamar County, MS",41.0,60966,61364,61536,62637,63343,MS,53205,57419,57125,58377,62606
130,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,221.6 ,*,"Lamar County, MS",41.0,60966,61364,61536,62637,63343,MS,53205,57419,57125,58377,62606
149,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,920.8 ",*,"Lamar County, MS",41.0,60966,61364,61536,62637,63343,MS,53205,57419,57125,58377,62606
22,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,103.4 ,*,"Marshall County, MS",26.0,35891,35785,35590,35436,35294,MS,38006,37561,38498,40285,43107
207,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,526.5 ",*,"Marshall County, MS",26.0,35891,35785,35590,35436,35294,MS,38006,37561,38498,40285,43107
109,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,267.7 ,*,"Marshall County, MS",26.0,35891,35785,35590,35436,35294,MS,38006,37561,38498,40285,43107
120,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,078.8 ",*,"Marshall County, MS",26.0,35891,35785,35590,35436,35294,MS,38006,37561,38498,40285,43107
123,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,102.2 ,*,"Harrison County, MS",53.5,200674,202504,204966,206284,208080,MS,42370,42988,46709,45355,49619
1007,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,536.3 ",*,"Harrison County, MS",53.5,200674,202504,204966,206284,208080,MS,42370,42988,46709,45355,49619
506,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,244.7 ,*,"Harrison County, MS",53.5,200674,202504,204966,206284,208080,MS,42370,42988,46709,45355,49619
625,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,246.7 ",*,"Harrison County, MS",53.5,200674,202504,204966,206284,208080,MS,42370,42988,46709,45355,49619
53,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,101.4 ,*,"Lee County, MS",57.0,84740,84837,85071,85276,85436,MS,43098,43834,51559,51088,50803
419,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,506.8 ",*,"Lee County, MS",57.0,84740,84837,85071,85276,85436,MS,43098,43834,51559,51088,50803
258,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,159.1 ",*,"Lee County, MS",57.0,84740,84837,85071,85276,85436,MS,43098,43834,51559,51088,50803
6,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,101.2 ,*,"Amite County, MS",29.0,12553,12433,12448,12327,12297,MS,37085,34986,35422,38092,41575
80,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,342.0 ",*,"Amite County, MS",29.0,12553,12433,12448,12327,12297,MS,37085,34986,35422,38092,41575
37,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,247.0 ,*,"Amite County, MS",29.0,12553,12433,12448,12327,12297,MS,37085,34986,35422,38092,41575
50,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,795.5 ",*,"Amite County, MS",29.0,12553,12433,12448,12327,12297,MS,37085,34986,35422,38092,41575
35,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.9 ,*,"Lowndes County, MS",45.0,59697,59549,59147,58760,58595,MS,41880,44142,42277,44348,49251
297,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,456.0 ",*,"Lowndes County, MS",45.0,59697,59549,59147,58760,58595,MS,41880,44142,42277,44348,49251
149,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,244.8 ,*,"Lowndes County, MS",45.0,59697,59549,59147,58760,58595,MS,41880,44142,42277,44348,49251
183,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,061.4 ",*,"Lowndes County, MS",45.0,59697,59549,59147,58760,58595,MS,41880,44142,42277,44348,49251
13,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.9 ,*,"Leake County, MS",36.0,22777,22789,22819,22791,22786,MS,35804,35644,36031,37212,41007
109,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,391.6 ",*,"Leake County, MS",36.0,22777,22789,22819,22791,22786,MS,35804,35644,36031,37212,41007
50,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,226.7 ,*,"Leake County, MS",36.0,22777,22789,22819,22791,22786,MS,35804,35644,36031,37212,41007
72,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,050.2 ",*,"Leake County, MS",36.0,22777,22789,22819,22791,22786,MS,35804,35644,36031,37212,41007
5,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.2 ,*,"Benton County, MS",23.0,8155,8247,8255,8243,8259,MS,32467,36400,35797,35184,37875
41,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,217.7 ",*,"Benton County, MS",23.0,8155,8247,8255,8243,8259,MS,32467,36400,35797,35184,37875
23,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,251.3 ,*,"Benton County, MS",23.0,8155,8247,8255,8243,8259,MS,32467,36400,35797,35184,37875
23,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,487.9 ",*,"Benton County, MS",23.0,8155,8247,8255,8243,8259,MS,32467,36400,35797,35184,37875
6,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,99.9 ,*,"Montgomery County, MS",27.0,10195,10235,10143,9994,9775,MS,34264,34946,36182,36311,38475
66,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,502.1 ",*,"Montgomery County, MS",27.0,10195,10235,10143,9994,9775,MS,34264,34946,36182,36311,38475
29,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,252.8 ,*,"Montgomery County, MS",27.0,10195,10235,10143,9994,9775,MS,34264,34946,36182,36311,38475
43,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,115.7 ",*,"Montgomery County, MS",27.0,10195,10235,10143,9994,9775,MS,34264,34946,36182,36311,38475
87,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,99.7 ,*,"Jackson County, MS",59.0,141354,141535,142246,143127,143617,MS,46339,53288,49699,51771,53414
701,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,426.8 ",*,"Jackson County, MS",59.0,141354,141535,142246,143127,143617,MS,46339,53288,49699,51771,53414
362,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,236.6 ,*,"Jackson County, MS",59.0,141354,141535,142246,143127,143617,MS,46339,53288,49699,51771,53414
427,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,048.5 ",*,"Jackson County, MS",59.0,141354,141535,142246,143127,143617,MS,46339,53288,49699,51771,53414
39,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.9 ,*,"Jones County, MS",45.0,68629,68473,68364,68196,68098,MS,36413,40283,39459,42435,41733
349,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,419.7 ",*,"Jones County, MS",45.0,68629,68473,68364,68196,68098,MS,36413,40283,39459,42435,41733
169,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,242.1 ,*,"Jones County, MS",45.0,68629,68473,68364,68196,68098,MS,36413,40283,39459,42435,41733
218,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,988.5 ",*,"Jones County, MS",45.0,68629,68473,68364,68196,68098,MS,36413,40283,39459,42435,41733
20,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.5 ,*,"Lincoln County, MS",45.0,34522,34375,34340,34210,34153,MS,40627,39701,40898,43478,45062
178,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,406.8 ",*,"Lincoln County, MS",45.0,34522,34375,34340,34210,34153,MS,40627,39701,40898,43478,45062
91,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,243.8 ,*,"Lincoln County, MS",45.0,34522,34375,34340,34210,34153,MS,40627,39701,40898,43478,45062
108,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,949.6 ",*,"Lincoln County, MS",45.0,34522,34375,34340,34210,34153,MS,40627,39701,40898,43478,45062
11,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.1 ,*,"Clay County, MS",40.0,20005,19854,19621,19404,19316,MS,32360,34408,36044,38121,33653
108,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,414.8 ",*,"Clay County, MS",40.0,20005,19854,19621,19404,19316,MS,32360,34408,36044,38121,33653
53,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,251.5 ,*,"Clay County, MS",40.0,20005,19854,19621,19404,19316,MS,32360,34408,36044,38121,33653
66,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,906.5 ",*,"Clay County, MS",40.0,20005,19854,19621,19404,19316,MS,32360,34408,36044,38121,33653
22,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.1 ,*,"Oktibbeha County, MS",47.0,49510,49534,49678,49249,49587,MS,38011,36105,39387,39130,41631
153,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,287.2 ",*,"Oktibbeha County, MS",47.0,49510,49534,49678,49249,49587,MS,38011,36105,39387,39130,41631
83,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,229.9 ,*,"Oktibbeha County, MS",47.0,49510,49534,49678,49249,49587,MS,38011,36105,39387,39130,41631
93,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,780.2 ",*,"Oktibbeha County, MS",47.0,49510,49534,49678,49249,49587,MS,38011,36105,39387,39130,41631
15,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.0 ,*,"Simpson County, MS",42.0,27169,26992,26905,26717,26658,MS,37742,39568,38385,38173,47664
142,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,409.0 ",*,"Simpson County, MS",42.0,27169,26992,26905,26717,26658,MS,37742,39568,38385,38173,47664
71,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,245.7 ,*,"Simpson County, MS",42.0,27169,26992,26905,26717,26658,MS,37742,39568,38385,38173,47664
86,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,933.4 ",*,"Simpson County, MS",42.0,27169,26992,26905,26717,26658,MS,37742,39568,38385,38173,47664
10,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,95.7 ,*,"Stone County, MS",45.0,18271,18183,18593,17997,18336,MS,42295,41884,44159,44622,47187
90,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,448.5 ",*,"Stone County, MS",45.0,18271,18183,18593,17997,18336,MS,42295,41884,44159,44622,47187
41,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,219.5 ,*,"Stone County, MS",45.0,18271,18183,18593,17997,18336,MS,42295,41884,44159,44622,47187
59,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,187.8 ",*,"Stone County, MS",45.0,18271,18183,18593,17997,18336,MS,42295,41884,44159,44622,47187
13,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,94.6 ,*,"Itawamba County, MS",48.0,23543,23416,23499,23461,23390,MS,39296,40644,45718,45720,49214
127,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,475.6 ",*,"Itawamba County, MS",48.0,23543,23416,23499,23461,23390,MS,39296,40644,45718,45720,49214
64,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,266.8 ,*,"Itawamba County, MS",48.0,23543,23416,23499,23461,23390,MS,39296,40644,45718,45720,49214
77,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,913.7 ",*,"Itawamba County, MS",48.0,23543,23416,23499,23461,23390,MS,39296,40644,45718,45720,49214
28,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,94.4 ,*,"Lafayette County, MS",53.0,52736,53476,54178,53542,54019,MS,43435,42287,47899,49381,54034
176,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,222.5 ",*,"Lafayette County, MS",53.0,52736,53476,54178,53542,54019,MS,43435,42287,47899,49381,54034
93,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,204.7 ,*,"Lafayette County, MS",53.0,52736,53476,54178,53542,54019,MS,43435,42287,47899,49381,54034
111,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,788.2 ",*,"Lafayette County, MS",53.0,52736,53476,54178,53542,54019,MS,43435,42287,47899,49381,54034
17,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,93.2 ,*,"Pontotoc County, MS",44.0,30857,31470,31709,31881,32174,MS,39977,41455,45396,44297,48910
155,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,499.3 ",*,"Pontotoc County, MS",44.0,30857,31470,31709,31881,32174,MS,39977,41455,45396,44297,48910
78,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,246.9 ,*,"Pontotoc County, MS",44.0,30857,31470,31709,31881,32174,MS,39977,41455,45396,44297,48910
94,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,095.5 ",*,"Pontotoc County, MS",44.0,30857,31470,31709,31881,32174,MS,39977,41455,45396,44297,48910
15,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,92.6 ,*,"Sunflower County, MS",32.0,26877,26493,26142,26211,25110,MS,28184,29529,29704,31329,32948
130,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,640.0 ",*,"Sunflower County, MS",32.0,26877,26493,26142,26211,25110,MS,28184,29529,29704,31329,32948
70,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,257.6 ,*,"Sunflower County, MS",32.0,26877,26493,26142,26211,25110,MS,28184,29529,29704,31329,32948
75,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,325.1 ",*,"Sunflower County, MS",32.0,26877,26493,26142,26211,25110,MS,28184,29529,29704,31329,32948
10,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,92.2 ,*,"Winston County, MS",32.0,18447,18340,18237,18164,17955,MS,35216,36091,36305,39498,37596
98,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,317.6 ",*,"Winston County, MS",32.0,18447,18340,18237,18164,17955,MS,35216,36091,36305,39498,37596
41,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,212.9 ,*,"Winston County, MS",32.0,18447,18340,18237,18164,17955,MS,35216,36091,36305,39498,37596
67,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,927.2 ",*,"Winston County, MS",32.0,18447,18340,18237,18164,17955,MS,35216,36091,36305,39498,37596
6,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,92.1 ,*,"Tunica County, MS",30.0,10264,10139,9984,9922,9632,MS,30970,30241,31492,33143,33993
