average_annual_count,recent_trend,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,five_year_trend_rates,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019,abbrv,median_household_income_2015,median_household_income_2016,median_household_income_2017,median_household_income_2018,median_household_income_2019
45,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,604.8 ",*,"Tunica County, MS",30.0,10264,10139,9984,9922,9632,MS,30970,30241,31492,33143,33993
24,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,237.3 ,*,"Tunica County, MS",30.0,10264,10139,9984,9922,9632,MS,30970,30241,31492,33143,33993
27,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,386.1 ",*,"Tunica County, MS",30.0,10264,10139,9984,9922,9632,MS,30970,30241,31492,33143,33993
9,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,91.5 ,*,"Tallahatchie County, MS",30.0,14582,14342,14094,13961,13809,MS,29474,29233,30998,32692,31915
73,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,583.1 ",*,"Tallahatchie County, MS",30.0,14582,14342,14094,13961,13809,MS,29474,29233,30998,32692,31915
37,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,255.7 ,*,"Tallahatchie County, MS",30.0,14582,14342,14094,13961,13809,MS,29474,29233,30998,32692,31915
45,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,208.1 ",*,"Tallahatchie County, MS",30.0,14582,14342,14094,13961,13809,MS,29474,29233,30998,32692,31915
8,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,90.4 ,*,"Clarke County, MS",42.0,16022,15896,15805,15585,15541,MS,38362,37814,38840,41495,42826
91,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,364.2 ",*,"Clarke County, MS",42.0,16022,15896,15805,15585,15541,MS,38362,37814,38840,41495,42826
41,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,235.6 ,*,"Clarke County, MS",42.0,16022,15896,15805,15585,15541,MS,38362,37814,38840,41495,42826
58,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,861.5 ",*,"Clarke County, MS",42.0,16022,15896,15805,15585,15541,MS,38362,37814,38840,41495,42826
20,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,90.0 ,*,"Pike County, MS",52.0,39890,39592,39510,39380,39288,MS,31976,32485,32525,33983,35044
219,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,533.7 ",*,"Pike County, MS",52.0,39890,39592,39510,39380,39288,MS,31976,32485,32525,33983,35044
104,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,251.3 ,*,"Pike County, MS",52.0,39890,39592,39510,39380,39288,MS,31976,32485,32525,33983,35044
135,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,121.9 ",*,"Pike County, MS",52.0,39890,39592,39510,39380,39288,MS,31976,32485,32525,33983,35044
5,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,89.9 ,*,"Carroll County, MS",43.0,10203,10186,10094,9920,9947,MS,39439,39622,40798,42588,44885
68,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,432.8 ",*,"Carroll County, MS",43.0,10203,10186,10094,9920,9947,MS,39439,39622,40798,42588,44885
31,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,256.3 ,*,"Carroll County, MS",43.0,10203,10186,10094,9920,9947,MS,39439,39622,40798,42588,44885
42,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,866.5 ",*,"Carroll County, MS",43.0,10203,10186,10094,9920,9947,MS,39439,39622,40798,42588,44885
16,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,89.8 ,*,"Yazoo County, MS",32.0,27411,27972,28659,29093,29690,MS,34218,31773,33051,33111,34817
132,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,571.7 ",*,"Yazoo County, MS",32.0,27411,27972,28659,29093,29690,MS,34218,31773,33051,33111,34817
69,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,246.3 ,*,"Yazoo County, MS",32.0,27411,27972,28659,29093,29690,MS,34218,31773,33051,33111,34817
79,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,238.9 ",*,"Yazoo County, MS",32.0,27411,27972,28659,29093,29690,MS,34218,31773,33051,33111,34817
10,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,89.7 ,*,"Wayne County, MS",35.0,20497,20460,20430,20296,20183,MS,35989,35545,36339,37401,39036
104,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,378.7 ",*,"Wayne County, MS",35.0,20497,20460,20430,20296,20183,MS,35989,35545,36339,37401,39036
51,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,237.5 ,*,"Wayne County, MS",35.0,20497,20460,20430,20296,20183,MS,35989,35545,36339,37401,39036
63,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,884.4 ",*,"Wayne County, MS",35.0,20497,20460,20430,20296,20183,MS,35989,35545,36339,37401,39036
4,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,89.3 ,*,"Wilkinson County, MS",32.0,9089,9020,8855,8781,8630,MS,28535,26390,27962,29900,32612
54,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,638.2 ",*,"Wilkinson County, MS",32.0,9089,9020,8855,8781,8630,MS,28535,26390,27962,29900,32612
22,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,231.2 ,*,"Wilkinson County, MS",32.0,9089,9020,8855,8781,8630,MS,28535,26390,27962,29900,32612
36,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,485.6 ",*,"Wilkinson County, MS",32.0,9089,9020,8855,8781,8630,MS,28535,26390,27962,29900,32612
9,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,87.2 ,*,"Attala County, MS",40.0,18665,18551,18467,18328,18174,MS,32988,31722,35158,36761,36905
107,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,436.2 ",*,"Attala County, MS",40.0,18665,18551,18467,18328,18174,MS,32988,31722,35158,36761,36905
45,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,230.2 ,*,"Attala County, MS",40.0,18665,18551,18467,18328,18174,MS,32988,31722,35158,36761,36905
71,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,047.6 ",*,"Attala County, MS",40.0,18665,18551,18467,18328,18174,MS,32988,31722,35158,36761,36905
13,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,87.1 ,*,"George County, MS",53.0,23378,23645,23951,24110,24500,MS,48212,50705,51185,47246,51858
93,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,215.6 ",*,"George County, MS",53.0,23378,23645,23951,24110,24500,MS,48212,50705,51185,47246,51858
49,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,211.0 ,*,"George County, MS",53.0,23378,23645,23951,24110,24500,MS,48212,50705,51185,47246,51858
56,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,688.8 ",*,"George County, MS",53.0,23378,23645,23951,24110,24500,MS,48212,50705,51185,47246,51858
8,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,85.9 ,*,"Chickasaw County, MS",31.0,17395,17224,17144,17100,17103,MS,31937,34611,37231,37429,37533
98,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,557.1 ",*,"Chickasaw County, MS",31.0,17395,17224,17144,17100,17103,MS,31937,34611,37231,37429,37533
44,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,243.8 ,*,"Chickasaw County, MS",31.0,17395,17224,17144,17100,17103,MS,31937,34611,37231,37429,37533
62,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,202.4 ",*,"Chickasaw County, MS",31.0,17395,17224,17144,17100,17103,MS,31937,34611,37231,37429,37533
5,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,84.9 ,*,"Kemper County, MS",22.0,10111,10035,10093,9733,9742,MS,30381,31018,32026,33437,33472
46,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,134.7 ",*,"Kemper County, MS",22.0,10111,10035,10093,9733,9742,MS,30381,31018,32026,33437,33472
22,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,212.1 ,*,"Kemper County, MS",22.0,10111,10035,10093,9733,9742,MS,30381,31018,32026,33437,33472
29,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,516.8 ",*,"Kemper County, MS",22.0,10111,10035,10093,9733,9742,MS,30381,31018,32026,33437,33472
15,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,83.6 ,*,"Adams County, MS",51.0,31561,31569,31462,31044,30693,MS,32673,32956,31044,33392,34583
181,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,428.8 ",*,"Adams County, MS",51.0,31561,31569,31462,31044,30693,MS,32673,32956,31044,33392,34583
85,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,229.0 ,*,"Adams County, MS",51.0,31561,31569,31462,31044,30693,MS,32673,32956,31044,33392,34583
111,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,011.0 ",*,"Adams County, MS",51.0,31561,31569,31462,31044,30693,MS,32673,32956,31044,33392,34583
4,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,83.1 ,*,"Quitman County, MS",32.0,7511,7368,7208,7055,6792,MS,26467,26210,26740,27767,29318
39,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,461.9 ",*,"Quitman County, MS",32.0,7511,7368,7208,7055,6792,MS,26467,26210,26740,27767,29318
19,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,236.4 ,*,"Quitman County, MS",32.0,7511,7368,7208,7055,6792,MS,26467,26210,26740,27767,29318
24,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,029.2 ",*,"Quitman County, MS",32.0,7511,7368,7208,7055,6792,MS,26467,26210,26740,27767,29318
4,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,78.2 ,*,"Choctaw County, MS",44.0,8372,8299,8240,8265,8210,MS,35370,36194,37561,38479,41146
51,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,393.7 ",*,"Choctaw County, MS",44.0,8372,8299,8240,8265,8210,MS,35370,36194,37561,38479,41146
23,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,242.0 ,*,"Choctaw County, MS",44.0,8372,8299,8240,8265,8210,MS,35370,36194,37561,38479,41146
31,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,813.8 ",*,"Choctaw County, MS",44.0,8372,8299,8240,8265,8210,MS,35370,36194,37561,38479,41146
4,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,872.9 ,*,"Issaquena County, MS",19.0,1337,1326,1341,1307,1327,MS,28859,26957,28075,26936,30944
26,rising,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,158.7 ,2.5 ,"Marion County, MO",61.0,28697,28689,28585,28540,28530,MO,41297,45187,45064,49393,50803
174,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,605.5 ",0.5 ,"Marion County, MO",61.0,28697,28689,28585,28540,28530,MO,41297,45187,45064,49393,50803
86,rising,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,301.6 ,1.7 ,"Marion County, MO",61.0,28697,28689,28585,28540,28530,MO,41297,45187,45064,49393,50803
114,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,328.8 ",0.2 ,"Marion County, MO",61.0,28697,28689,28585,28540,28530,MO,41297,45187,45064,49393,50803
10,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,148.1 ,2.6 ,"Bollinger County, MO",46.0,12316,12205,12280,12189,12133,MO,41623,40935,43611,44233,45868
59,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,114.0 ",-0.9 ,"Bollinger County, MO",46.0,12316,12205,12280,12189,12133,MO,41623,40935,43611,44233,45868
33,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,253.7 ,0.9 ,"Bollinger County, MO",46.0,12316,12205,12280,12189,12133,MO,41623,40935,43611,44233,45868
36,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,514.3 ",-1.1 ,"Bollinger County, MO",46.0,12316,12205,12280,12189,12133,MO,41623,40935,43611,44233,45868
6,*,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,145.5 ,*,"Dade County, MO",50.0,7574,7606,7586,7564,7561,MO,38516,37884,39127,41381,42421
41,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,112.6 ",-2.9 ,"Dade County, MO",50.0,7574,7606,7586,7564,7561,MO,38516,37884,39127,41381,42421
19,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,237.3 ,0.3 ,"Dade County, MO",50.0,7574,7606,7586,7564,7561,MO,38516,37884,39127,41381,42421
27,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,609.7 ",-3.1 ,"Dade County, MO",50.0,7574,7606,7586,7564,7561,MO,38516,37884,39127,41381,42421
19,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,143.2 ,1.9 ,"Crawford County, MO",50.0,24511,24265,24107,23968,23920,MO,38491,41139,39306,42774,48315
149,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,501.3 ",0.0 ,"Crawford County, MO",50.0,24511,24265,24107,23968,23920,MO,38491,41139,39306,42774,48315
71,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,276.4 ,1.2 ,"Crawford County, MO",50.0,24511,24265,24107,23968,23920,MO,38491,41139,39306,42774,48315
98,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,176.4 ",-0.3 ,"Crawford County, MO",50.0,24511,24265,24107,23968,23920,MO,38491,41139,39306,42774,48315
7,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,133.1 ,4.0 ,"Grundy County, MO",47.0,10031,10111,9991,9975,9850,MO,38763,40303,40305,40315,44323
57,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,327.6 ",-0.9 ,"Grundy County, MO",47.0,10031,10111,9991,9975,9850,MO,38763,40303,40305,40315,44323
24,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,250.2 ,1.2 ,"Grundy County, MO",47.0,10031,10111,9991,9975,9850,MO,38763,40303,40305,40315,44323
40,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,921.0 ",-1.3 ,"Grundy County, MO",47.0,10031,10111,9991,9975,9850,MO,38763,40303,40305,40315,44323
10,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,130.8 ,3.0 ,"Osage County, MO",54.5,13538,13613,13658,13652,13615,MO,55962,55781,57694,58855,60728
71,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,381.7 ",0.6 ,"Osage County, MO",54.5,13538,13613,13658,13652,13615,MO,55962,55781,57694,58855,60728
36,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,251.1 ,1.3 ,"Osage County, MO",54.5,13538,13613,13658,13652,13615,MO,55962,55781,57694,58855,60728
46,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,020.1 ",0.8 ,"Osage County, MO",54.5,13538,13613,13658,13652,13615,MO,55962,55781,57694,58855,60728
9,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,127.9 ,-0.6 ,"Madison County, MO",60.0,12178,12213,12230,12188,12088,MO,35745,36909,38206,40191,43919
78,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,577.0 ",0.5 ,"Madison County, MO",60.0,12178,12213,12230,12188,12088,MO,35745,36909,38206,40191,43919
38,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,290.3 ,0.3 ,"Madison County, MO",60.0,12178,12213,12230,12188,12088,MO,35745,36909,38206,40191,43919
49,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,160.2 ",0.1 ,"Madison County, MO",60.0,12178,12213,12230,12188,12088,MO,35745,36909,38206,40191,43919
15,rising,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,126.8 ,2.8 ,"Henry County, MO",,21725,21625,21695,21808,21824,MO,42455,42607,43615,44978,46995
143,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,467.1 ",-9.5 ,"Henry County, MO",,21725,21625,21695,21808,21824,MO,42455,42607,43615,44978,46995
63,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,265.1 ,0.6 ,"Henry County, MO",,21725,21625,21695,21808,21824,MO,42455,42607,43615,44978,46995
96,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,096.9 ",-11.7 ,"Henry County, MO",,21725,21625,21695,21808,21824,MO,42455,42607,43615,44978,46995
12,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,126.6 ,1.3 ,"Cooper County, MO",,17614,17702,17647,17626,17709,MO,46632,47187,48851,52513,56957
90,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,374.3 ",-0.3 ,"Cooper County, MO",,17614,17702,17647,17626,17709,MO,46632,47187,48851,52513,56957
44,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,249.0 ,0.0 ,"Cooper County, MO",,17614,17702,17647,17626,17709,MO,46632,47187,48851,52513,56957
59,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,995.1 ",-0.1 ,"Cooper County, MO",,17614,17702,17647,17626,17709,MO,46632,47187,48851,52513,56957
12,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,126.4 ,-0.5 ,"Morgan County, MO",52.0,20065,20089,20162,20414,20627,MO,39219,38412,41908,45276,44473
145,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,495.6 ",-1.4 ,"Morgan County, MO",52.0,20065,20089,20162,20414,20627,MO,39219,38412,41908,45276,44473
60,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,275.4 ,-0.1 ,"Morgan County, MO",52.0,20065,20089,20162,20414,20627,MO,39219,38412,41908,45276,44473
97,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,076.6 ",-1.0 ,"Morgan County, MO",52.0,20065,20089,20162,20414,20627,MO,39219,38412,41908,45276,44473
10,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,123.5 ,1.6 ,"Macon County, MO",52.5,15284,15164,15262,15167,15117,MO,41080,40603,40037,45440,45717
92,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,367.8 ",-0.6 ,"Macon County, MO",52.5,15284,15164,15262,15167,15117,MO,41080,40603,40037,45440,45717
40,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,255.6 ,1.3 ,"Macon County, MO",52.5,15284,15164,15262,15167,15117,MO,41080,40603,40037,45440,45717
63,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,917.8 ",-1.4 ,"Macon County, MO",52.5,15284,15164,15262,15167,15117,MO,41080,40603,40037,45440,45717
19,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,123.1 ,0.4 ,"Audrain County, MO",55.0,25950,25870,25590,25423,25388,MO,42480,42463,44212,44340,45609
137,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,422.3 ",3.2 ,"Audrain County, MO",55.0,25950,25870,25590,25423,25388,MO,42480,42463,44212,44340,45609
67,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,255.1 ,0.5 ,"Audrain County, MO",55.0,25950,25870,25590,25423,25388,MO,42480,42463,44212,44340,45609
88,rising,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,037.9 ",5.2 ,"Audrain County, MO",55.0,25950,25870,25590,25423,25388,MO,42480,42463,44212,44340,45609
3,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,122.7 ,5.5 ,"Atchison County, MO",59.0,5295,5281,5243,5183,5143,MO,46339,45966,49469,49122,50516
26,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,006.2 ",-2.3 ,"Atchison County, MO",59.0,5295,5281,5243,5183,5143,MO,46339,45966,49469,49122,50516
