Primary_State_Name,County_State,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
North Dakota,"Towner County, ND",2251,2249,2244,2185,2189
North Dakota,"Traill County, ND",7987,8001,7998,8020,8036
North Dakota,"Walsh County, ND",10852,10816,10801,10645,10641
North Dakota,"Ward County, ND",70703,69489,68516,67713,67641
North Dakota,"Wells County, ND",4095,4049,3994,3908,3834
North Dakota,"Williams County, ND",35301,34213,33467,35469,37589
Ohio,"Adams County, OH",27926,27807,27753,27694,27698
Ohio,"Allen County, OH",104095,103613,103093,102725,102351
Ohio,"Ashland County, OH",53310,53520,53662,53706,53484
Ohio,"Ashtabula County, OH",98404,98171,97748,97587,97241
Ohio,"Athens County, OH",65886,66352,66503,65519,65327
Ohio,"Auglaize County, OH",45734,45766,45753,45736,45656
Ohio,"Belmont County, OH",68973,68606,68002,67533,67006
Ohio,"Brown County, OH",43697,43638,43523,43570,43432
Ohio,"Butler County, OH",375998,378354,380607,382000,383134
Ohio,"Carroll County, OH",27718,27621,27324,27082,26914
Ohio,"Champaign County, OH",38963,38741,38851,38785,38885
Ohio,"Clark County, OH",135746,134723,134549,134528,134083
Ohio,"Clermont County, OH",201995,203165,204260,205526,206428
Ohio,"Clinton County, OH",41839,41887,42004,42085,41968
Ohio,"Columbiana County, OH",104714,103817,103062,102473,101883
Ohio,"Coshocton County, OH",36577,36617,36536,36596,36600
Ohio,"Crawford County, OH",42324,42095,41710,41484,41494
Ohio,"Cuyahoga County, OH",1258739,1254144,1247581,1241718,1235072
Ohio,"Darke County, OH",51981,51624,51549,51299,51113
Ohio,"Defiance County, OH",38326,38140,38156,38089,38087
Ohio,"Delaware County, OH",193391,197144,200870,205091,209177
Ohio,"Erie County, OH",75360,74999,74760,74513,74266
Ohio,"Fairfield County, OH",151254,152789,154686,155982,157574
Ohio,"Fayette County, OH",28611,28670,28639,28653,28525
Ohio,"Franklin County, OH",1257386,1274450,1295510,1307698,1316756
Ohio,"Fulton County, OH",42301,42306,42265,42267,42126
Ohio,"Gallia County, OH",30249,30186,30162,29945,29898
Ohio,"Geauga County, OH",93894,93845,93881,93945,93649
Ohio,"Greene County, OH",164272,165290,166566,167446,168937
Ohio,"Guernsey County, OH",39392,39211,39066,39011,38875
Ohio,"Hamilton County, OH",809527,811332,814170,815445,817473
Ohio,"Hancock County, OH",75678,75831,75973,75920,75783
Ohio,"Hardin County, OH",31616,31398,31329,31418,31365
Ohio,"Harrison County, OH",15395,15252,15202,15167,15040
Ohio,"Henry County, OH",27481,27282,27179,27091,27006
Ohio,"Highland County, OH",42960,43006,42903,43052,43161
Ohio,"Hocking County, OH",28500,28393,28436,28357,28264
Ohio,"Holmes County, OH",43882,43847,43895,43919,43960
Ohio,"Huron County, OH",58307,58367,58393,58364,58266
Ohio,"Jackson County, OH",32559,32528,32386,32366,32413
Ohio,"Jefferson County, OH",67495,66944,66318,65774,65325
Ohio,"Knox County, OH",61001,60909,61271,61900,62322
Ohio,"Lake County, OH",229836,229525,230159,230102,230149
Ohio,"Lawrence County, OH",60923,60691,60075,59767,59463
Ohio,"Licking County, OH",170611,171993,173617,175666,176862
Ohio,"Logan County, OH",45250,45128,45198,45332,45672
Ohio,"Lorain County, OH",305417,306607,307441,309052,309833
Ohio,"Lucas County, OH",433633,432879,431039,429612,428348
Ohio,"Madison County, OH",44139,43377,44041,44389,44731
Ohio,"Mahoning County, OH",231846,230269,229791,229216,228683
Ohio,"Marion County, OH",65431,65467,65076,65427,65093
Ohio,"Medina County, OH",176126,176876,178176,178978,179746
Ohio,"Meigs County, OH",23180,23166,23071,23064,22907
Ohio,"Mercer County, OH",40723,40715,40858,40952,41172
Ohio,"Miami County, OH",104075,104553,105200,106042,106987
Ohio,"Monroe County, OH",14253,14083,13931,13787,13654
Ohio,"Montgomery County, OH",531777,531818,531467,531600,531687
Ohio,"Morgan County, OH",14735,14733,14644,14581,14508
Ohio,"Morrow County, OH",34943,34922,34911,35113,35328
Ohio,"Muskingum County, OH",86194,85993,86123,86131,86215
Ohio,"Noble County, OH",14467,14441,14400,14347,14424
Ohio,"Ottawa County, OH",40754,40488,40623,40769,40525
Ohio,"Paulding County, OH",18959,18839,18831,18742,18672
Ohio,"Perry County, OH",35967,35998,35972,36039,36134
Ohio,"Pickaway County, OH",56989,57545,57740,58077,58457
Ohio,"Pike County, OH",28117,28093,28088,27932,27772
Ohio,"Portage County, OH",162594,162521,162473,162502,162466
Ohio,"Preble County, OH",41297,41157,41116,41011,40882
Ohio,"Putnam County, OH",34026,34007,33860,33802,33861
Ohio,"Richland County, OH",121688,121242,120430,120987,121154
Ohio,"Ross County, OH",77049,76848,77295,76884,76666
Ohio,"Sandusky County, OH",59475,59317,59093,58740,58518
Ohio,"Scioto County, OH",76992,76436,75976,75480,75314
Ohio,"Seneca County, OH",55650,55467,55267,55194,55178
Ohio,"Shelby County, OH",49030,48765,48738,48622,48590
Ohio,"Stark County, OH",374715,373447,372003,371248,370606
Ohio,"Summit County, OH",541788,541003,541514,541353,541013
Ohio,"Trumbull County, OH",203328,201715,200281,198539,197974
Ohio,"Tuscarawas County, OH",92739,92560,92308,92079,91987
Ohio,"Union County, OH",54388,55581,56798,57782,58988
Ohio,"Van Wert County, OH",28319,28177,28283,28253,28275
Ohio,"Vinton County, OH",13082,13022,13082,13145,13085
Ohio,"Warren County, OH",223864,226539,228709,231945,234602
Ohio,"Washington County, OH",61020,60598,60491,60111,59911
Ohio,"Wayne County, OH",116214,116613,116168,115790,115710
Ohio,"Williams County, OH",37007,36937,36707,36739,36692
Ohio,"Wood County, OH",129285,129768,130437,130441,130817
Ohio,"Wyandot County, OH",22176,22071,22063,21918,21772
Oklahoma,"Adair County, OK",22259,22305,22119,22224,22194
Oklahoma,"Alfalfa County, OK",5917,5936,5913,5765,5702
Oklahoma,"Atoka County, OK",13889,13894,13779,13795,13758
Oklahoma,"Beaver County, OK",5455,5435,5364,5318,5311
Oklahoma,"Beckham County, OK",23554,22427,21779,21720,21859
Oklahoma,"Blaine County, OK",9762,9625,9512,9454,9429
Oklahoma,"Bryan County, OK",45021,45599,46481,47191,47995
Oklahoma,"Caddo County, OK",29433,29630,29356,29028,28762
Oklahoma,"Canadian County, OK",133158,136386,140001,144426,148306
Oklahoma,"Carter County, OK",48568,48431,48273,48213,48111
Oklahoma,"Cherokee County, OK",48376,48791,48891,48607,48657
Oklahoma,"Choctaw County, OK",14984,14877,14804,14698,14672
Oklahoma,"Cimarron County, OK",2225,2189,2152,2165,2137
Oklahoma,"Cleveland County, OK",273841,277809,279542,281166,284014
Oklahoma,"Coal County, OK",5608,5652,5630,5520,5495
Oklahoma,"Comanche County, OK",124005,121743,121786,120528,120749
Oklahoma,"Cotton County, OK",6006,5933,5863,5820,5666
Oklahoma,"Craig County, OK",14709,14465,14332,14300,14142
Oklahoma,"Creek County, OK",70801,71191,71890,71730,71522
Oklahoma,"Custer County, OK",29565,29222,28974,28995,29003
Oklahoma,"Delaware County, OK",41704,41965,42672,42814,43009
Oklahoma,"Dewey County, OK",4984,4905,4899,4931,4891
Oklahoma,"Ellis County, OK",4223,4085,3970,3939,3859
Oklahoma,"Garfield County, OK",63248,62493,61600,61095,61056
Oklahoma,"Garvin County, OK",27920,27940,27857,27746,27711
Oklahoma,"Grady County, OK",54559,54683,54829,55448,55834
Oklahoma,"Grant County, OK",4500,4454,4379,4321,4333
Oklahoma,"Greer County, OK",6031,5954,5793,5814,5712
Oklahoma,"Harmon County, OK",2782,2712,2710,2691,2653
Oklahoma,"Harper County, OK",3826,3776,3784,3727,3688
Oklahoma,"Haskell County, OK",12750,12695,12726,12636,12627
Oklahoma,"Hughes County, OK",13592,13417,13265,13305,13279
Oklahoma,"Jackson County, OK",25459,25440,25112,24775,24530
Oklahoma,"Jefferson County, OK",6266,6250,6164,6106,6002
Oklahoma,"Johnston County, OK",10967,11126,11121,11020,11085
Oklahoma,"Kay County, OK",45226,44901,44403,43944,43538
Oklahoma,"Kingfisher County, OK",15588,15613,15688,15814,15765
Oklahoma,"Kiowa County, OK",9116,9025,8849,8732,8708
Oklahoma,"Latimer County, OK",10624,10550,10318,10175,10073
Oklahoma,"Le Flore County, OK",50018,50144,50020,50093,49853
Oklahoma,"Lincoln County, OK",34928,34872,34961,34837,34877
Oklahoma,"Logan County, OK",45346,46027,46785,47248,48011
Oklahoma,"Love County, OK",9815,10016,10076,10156,10253
Oklahoma,"McClain County, OK",37973,38597,39306,39887,40474
Oklahoma,"McCurtain County, OK",33173,33078,33031,32967,32832
Oklahoma,"McIntosh County, OK",19817,19766,19701,19745,19596
Oklahoma,"Major County, OK",7771,7751,7684,7627,7629
Oklahoma,"Marshall County, OK",16266,16237,16364,16727,16931
Oklahoma,"Mayes County, OK",40889,41035,40988,41210,41100
Oklahoma,"Murray County, OK",13860,13909,13918,13968,14073
Oklahoma,"Muskogee County, OK",69319,69012,69027,68324,67997
Oklahoma,"Noble County, OK",11550,11410,11303,11279,11131
Oklahoma,"Nowata County, OK",10519,10415,10322,10278,10076
Oklahoma,"Okfuskee County, OK",12107,12079,12076,12081,11993
Oklahoma,"Oklahoma County, OK",777373,784611,786068,790593,797434
Oklahoma,"Okmulgee County, OK",39065,39075,38819,38321,38465
Oklahoma,"Osage County, OK",47338,47364,47346,47121,46963
Oklahoma,"Ottawa County, OK",31862,31592,31368,31319,31127
Oklahoma,"Pawnee County, OK",16439,16471,16419,16356,16376
Oklahoma,"Payne County, OK",81363,81850,81908,82172,81784
Oklahoma,"Pittsburg County, OK",44716,44335,44154,43870,43654
Oklahoma,"Pontotoc County, OK",38336,38512,38371,38272,38284
Oklahoma,"Pottawatomie County, OK",71479,72001,72185,72513,72592
Oklahoma,"Pushmataha County, OK",11162,11070,11118,11192,11096
Oklahoma,"Roger Mills County, OK",3773,3671,3661,3646,3583
Oklahoma,"Rogers County, OK",90080,90992,91435,91801,92459
Oklahoma,"Seminole County, OK",25399,25137,24845,24520,24258
Oklahoma,"Sequoyah County, OK",41782,41867,41742,41585,41569
Oklahoma,"Stephens County, OK",44576,43998,43340,43179,43143
Oklahoma,"Texas County, OK",21446,21183,20924,20491,19983
Oklahoma,"Tillman County, OK",7567,7525,7399,7323,7250
Oklahoma,"Tulsa County, OK",640470,645951,646437,647683,651552
Oklahoma,"Wagoner County, OK",76733,77662,78984,80123,81289
Oklahoma,"Washington County, OK",52091,52027,51996,51791,51527
Oklahoma,"Washita County, OK",11687,11433,11055,11036,10916
Oklahoma,"Woods County, OK",9303,9157,9069,8893,8793
Oklahoma,"Woodward County, OK",21608,20975,20531,20312,20211
Oregon,"Baker County, OR",15882,15971,16083,16034,16124
Oregon,"Benton County, OR",88333,89918,91790,92442,93053
Oregon,"Clackamas County, OR",399647,406625,412442,415416,418187
Oregon,"Clatsop County, OR",37797,38678,39101,39711,40224
Oregon,"Columbia County, OR",49646,50905,51724,52245,52354
Oregon,"Coos County, OR",62643,63319,63708,64272,64487
Oregon,"Crook County, OR",21455,22306,23065,23825,24404
Oregon,"Curry County, OR",22293,22607,22630,22795,22925
Oregon,"Deschutes County, OR",174246,180666,186744,191905,197692
Oregon,"Douglas County, OR",107164,108116,109197,110114,110980
Oregon,"Gilliam County, OR",1868,1857,1862,1893,1912
Oregon,"Grant County, OR",7207,7166,7188,7185,7199
Oregon,"Harney County, OR",7150,7243,7258,7292,7393
Oregon,"Hood River County, OR",22927,23070,23398,23267,23382
Oregon,"Jackson County, OR",211403,214366,216746,219411,220944
Oregon,"Jefferson County, OR",22541,23036,23652,24150,24658
Oregon,"Josephine County, OR",84528,85504,86584,87150,87487
Oregon,"Klamath County, OR",65670,66198,66810,67687,68238
Oregon,"Lake County, OR",7779,7830,7874,7835,7869
Oregon,"Lane County, OR",361946,368874,375264,378549,382067
Oregon,"Lincoln County, OR",46999,47793,48757,49224,49962
Oregon,"Linn County, OR",120236,122769,125035,127451,129749
Oregon,"Malheur County, OR",30211,30340,30385,30553,30571
Oregon,"Marion County, OR",329060,335382,340531,345412,347818
Oregon,"Morrow County, OR",11130,11222,11198,11360,11603
Oregon,"Multnomah County, OR",790008,803212,807885,809072,812855
Oregon,"Polk County, OR",78962,81436,83711,84992,86085
Oregon,"Sherman County, OR",1689,1708,1735,1700,1780
Oregon,"Tillamook County, OR",25561,26116,26522,26710,27036
Oregon,"Umatilla County, OR",76467,76686,77120,77421,77950
Oregon,"Union County, OR",25703,26061,26383,26701,26835
Oregon,"Wallowa County, OR",6813,6915,7025,7058,7208
Oregon,"Wasco County, OR",25457,25782,26296,26432,26682
Oregon,"Washington County, OR",572664,584910,591336,596904,601592
Oregon,"Wheeler County, OR",1326,1319,1348,1351,1332
Oregon,"Yamhill County, OR",101381,104070,105238,106367,107100
Pennsylvania,"Adams County, PA",101808,101911,102562,103062,103009
Pennsylvania,"Allegheny County, PA",1228827,1226426,1220141,1217281,1216045
Pennsylvania,"Armstrong County, PA",66860,66397,65991,65352,64735
Pennsylvania,"Beaver County, PA",168241,166758,165654,164582,163929
Pennsylvania,"Bedford County, PA",48748,48601,48356,48094,47888
Pennsylvania,"Berks County, PA",415138,415784,417511,420529,421164
Pennsylvania,"Blair County, PA",124596,123708,123147,122503,121829
Pennsylvania,"Bradford County, PA",61644,61092,60963,60794,60323
Pennsylvania,"Bucks County, PA",625276,625861,626811,627812,628270
Pennsylvania,"Butler County, PA",185936,186240,186828,187638,187853
Pennsylvania,"Cambria County, PA",136028,134414,132960,131449,130192
Pennsylvania,"Cameron County, PA",4776,4710,4619,4501,4447
Pennsylvania,"Carbon County, PA",63753,63499,63828,64175,64182
Pennsylvania,"Centre County, PA",160466,162034,162316,162601,162385
Pennsylvania,"Chester County, PA",515055,516767,518901,522086,524989
Pennsylvania,"Clarion County, PA",38876,38590,38998,38672,38438
Pennsylvania,"Clearfield County, PA",80718,80196,79799,79572,79255
Pennsylvania,"Clinton County, PA",39400,39017,38830,38696,38632
Pennsylvania,"Columbia County, PA",66681,66133,65581,65215,64964
Pennsylvania,"Crawford County, PA",86510,86306,85772,85110,84629
Pennsylvania,"Cumberland County, PA",245744,247369,249024,251131,253370
Pennsylvania,"Dauphin County, PA",273085,274196,275714,276864,278299
Pennsylvania,"Delaware County, PA",563225,563708,563858,565231,566747
Pennsylvania,"Elk County, PA",30897,30512,30271,30110,29910
Pennsylvania,"Erie County, PA",278174,276170,273558,271544,269728
Pennsylvania,"Fayette County, PA",133252,132350,131309,130323,129274
Pennsylvania,"Forest County, PA",7381,7334,7317,7284,7247
Pennsylvania,"Franklin County, PA",153048,153705,154376,154579,155027
Pennsylvania,"Fulton County, PA",14509,14497,14469,14525,14530
Pennsylvania,"Greene County, PA",37402,37209,36846,36661,36233
Pennsylvania,"Huntingdon County, PA",45499,45380,45429,45395,45144
Pennsylvania,"Indiana County, PA",86747,85155,84743,84441,84073
Pennsylvania,"Jefferson County, PA",44344,44031,43818,43614,43425
Pennsylvania,"Juniata County, PA",24445,24559,24635,24718,24763
Pennsylvania,"Lackawanna County, PA",211863,211004,210451,210269,209674
Pennsylvania,"Lancaster County, PA",535811,538160,541332,543969,545724
Pennsylvania,"Lawrence County, PA",88122,87325,86546,86128,85512
Pennsylvania,"Lebanon County, PA",137479,138480,139553,141339,141793
Pennsylvania,"Lehigh County, PA",359710,362298,365577,368359,369318
Pennsylvania,"Luzerne County, PA",318059,317172,317808,317859,317417
Pennsylvania,"Lycoming County, PA",115598,114876,114012,113866,113299
Pennsylvania,"McKean County, PA",42400,41670,41362,40950,40625
Pennsylvania,"Mercer County, PA",113624,112598,111473,110471,109424
Pennsylvania,"Mifflin County, PA",46427,46316,46290,46211,46138
Pennsylvania,"Monroe County, PA",166481,166220,167895,169294,170271
Pennsylvania,"Montgomery County, PA",817180,819791,824303,826924,830915
Pennsylvania,"Montour County, PA",18299,18257,18270,18240,18230
Pennsylvania,"Northampton County, PA",300090,301307,302801,304564,305285
Pennsylvania,"Northumberland County, PA",92878,92283,91721,91080,90843
Pennsylvania,"Perry County, PA",45849,45945,46046,46154,46272
Pennsylvania,"Philadelphia County, PA",1571065,1576051,1580601,1583592,1584064
Pennsylvania,"Pike County, PA",55322,54955,55397,55780,55809
Pennsylvania,"Potter County, PA",17086,16954,16841,16623,16526
Pennsylvania,"Schuylkill County, PA",144117,143497,142580,141815,141359
Pennsylvania,"Snyder County, PA",40509,40423,40594,40518,40372
Pennsylvania,"Somerset County, PA",75383,74860,74242,73872,73447
Pennsylvania,"Sullivan County, PA",6267,6126,6142,6076,6066
Pennsylvania,"Susquehanna County, PA",41775,41252,40934,40560,40328
Pennsylvania,"Tioga County, PA",41519,41250,40671,40690,40591
Pennsylvania,"Union County, PA",45519,45454,44642,45017,44923
Pennsylvania,"Venango County, PA",52954,52477,51790,51201,50668
Pennsylvania,"Warren County, PA",40334,40026,39679,39551,39191
Pennsylvania,"Washington County, PA",207718,207386,207075,207018,206865
Pennsylvania,"Wayne County, PA",51823,51339,51192,51395,51361
Pennsylvania,"Westmoreland County, PA",356923,354665,352006,350459,348899
Pennsylvania,"Wyoming County, PA",27812,27546,27396,27087,26794
Pennsylvania,"York County, PA",441741,443693,445484,447847,449058
Rhode Island,"Bristol County, RI",49127,48844,48734,48637,48479
Rhode Island,"Kent County, RI",163747,163711,163543,164053,164292
Rhode Island,"Newport County, RI",83259,83164,82952,82547,82082
Rhode Island,"Providence County, RI",633747,634922,634130,636953,638931
Rhode Island,"Washington County, RI",126185,126129,126314,126097,125577
South Carolina,"Abbeville County, SC",24796,24657,24567,24587,24527
South Carolina,"Aiken County, SC",165688,167172,168325,169449,170872
South Carolina,"Allendale County, SC",9430,9067,9012,8924,8688
South Carolina,"Anderson County, SC",193700,195582,198186,200292,202558
