Primary_State_Name,County_State,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
Missouri,"St. Louis County, MO",1001109,997837,996227,995219,994205
Missouri,"Saline County, MO",23226,23095,22910,22890,22761
Missouri,"Schuyler County, MO",4500,4501,4518,4594,4660
Missouri,"Scotland County, MO",4821,4902,4948,4938,4902
Missouri,"Scott County, MO",39007,38760,38576,38541,38280
Missouri,"Shannon County, MO",8273,8222,8235,8189,8166
Missouri,"Shelby County, MO",6101,6044,5995,5997,5930
Missouri,"Stoddard County, MO",29736,29498,29364,29264,29025
Missouri,"Stone County, MO",31307,31471,31642,31701,31952
Missouri,"Sullivan County, MO",6366,6333,6212,6233,6089
Missouri,"Taney County, MO",54216,54608,55100,55719,55928
Missouri,"Texas County, MO",25660,25805,25650,25506,25398
Missouri,"Vernon County, MO",20758,20653,20507,20492,20563
Missouri,"Warren County, MO",33532,33871,34448,34766,35649
Missouri,"Washington County, MO",24793,24852,24994,24933,24730
Missouri,"Wayne County, MO",13431,13236,13303,13132,12873
Missouri,"Webster County, MO",37604,38154,38745,39179,39592
Missouri,"Worth County, MO",2042,2015,2041,2026,2013
Missouri,"Wright County, MO",18146,18185,18210,18187,18289
Missouri,"St. Louis city, MO",316010,312633,308233,303419,300576
Montana,"Beaverhead County, MT",9295,9463,9450,9412,9453
Montana,"Big Horn County, MT",13312,13458,13483,13365,13319
Montana,"Blaine County, MT",6680,6716,6745,6774,6681
Montana,"Broadwater County, MT",5714,5785,5917,6072,6237
Montana,"Carbon County, MT",10403,10485,10680,10691,10725
Montana,"Carter County, MT",1147,1175,1223,1230,1252
Montana,"Cascade County, MT",81878,81562,81633,81688,81366
Montana,"Chouteau County, MT",5774,5780,5732,5740,5635
Montana,"Custer County, MT",12083,11843,11726,11592,11402
Montana,"Daniels County, MT",1750,1731,1722,1729,1690
Montana,"Dawson County, MT",9577,9263,8952,8680,8613
Montana,"Deer Lodge County, MT",9102,9057,9100,9129,9140
Montana,"Fallon County, MT",3171,3086,3004,2912,2846
Montana,"Fergus County, MT",11307,11349,11281,11117,11050
Montana,"Flathead County, MT",95839,97742,100091,102017,103806
Montana,"Gallatin County, MT",100882,104739,108576,111682,114434
Montana,"Garfield County, MT",1284,1299,1281,1257,1258
Montana,"Glacier County, MT",13636,13711,13732,13828,13753
Montana,"Golden Valley County, MT",818,810,817,822,821
Montana,"Granite County, MT",3163,3286,3356,3371,3379
Montana,"Hill County, MT",16438,16448,16469,16342,16484
Montana,"Jefferson County, MT",11572,11779,11921,12094,12221
Montana,"Judith Basin County, MT",1931,1940,1945,1946,2007
Montana,"Lake County, MT",29457,29709,30221,30220,30458
Montana,"Lewis and Clark County, MT",66225,66894,67850,68622,69432
Montana,"Liberty County, MT",2391,2409,2407,2416,2337
Montana,"Lincoln County, MT",19060,19294,19556,19797,19980
Montana,"McCone County, MT",1700,1732,1698,1669,1664
Montana,"Madison County, MT",8026,8062,8291,8530,8600
Montana,"Meagher County, MT",1821,1845,1852,1857,1862
Montana,"Mineral County, MT",4192,4124,4235,4307,4397
Montana,"Missoula County, MT",114122,116349,117834,118640,119600
Montana,"Musselshell County, MT",4628,4646,4632,4632,4633
Montana,"Park County, MT",16003,16115,16386,16648,16606
Montana,"Petroleum County, MT",474,491,512,512,487
Montana,"Phillips County, MT",4146,4113,4113,4060,3954
Montana,"Pondera County, MT",6095,6035,5968,5960,5911
Montana,"Powder River County, MT",1768,1746,1750,1720,1682
Montana,"Powell County, MT",6799,6841,6789,6953,6890
Montana,"Prairie County, MT",1140,1159,1099,1070,1077
Montana,"Ravalli County, MT",41148,41918,42524,43166,43806
Montana,"Richland County, MT",11902,11408,11027,10855,10803
Montana,"Roosevelt County, MT",11417,11225,11160,11069,11004
Montana,"Rosebud County, MT",9347,9232,9205,9040,8937
Montana,"Sanders County, MT",11293,11465,11689,11847,12113
Montana,"Sheridan County, MT",3673,3608,3471,3386,3309
Montana,"Silver Bow County, MT",34691,34696,34811,34739,34915
Montana,"Stillwater County, MT",9425,9360,9419,9483,9642
Montana,"Sweet Grass County, MT",3620,3616,3676,3703,3737
Montana,"Teton County, MT",6062,6011,6091,6117,6147
Montana,"Toole County, MT",5077,4951,4860,4835,4736
Montana,"Treasure County, MT",684,680,673,673,696
Montana,"Valley County, MT",7621,7532,7402,7406,7396
Montana,"Wheatland County, MT",2111,2130,2161,2184,2126
Montana,"Wibaux County, MT",1072,1042,1018,1030,969
Montana,"Yellowstone County, MT",156529,157914,159266,160029,161300
Nebraska,"Adams County, NE",31567,31683,31808,31514,31363
Nebraska,"Antelope County, NE",6415,6345,6341,6308,6298
Nebraska,"Arthur County, NE",451,466,455,462,463
Nebraska,"Banner County, NE",711,716,726,725,745
Nebraska,"Blaine County, NE",477,470,479,480,465
Nebraska,"Boone County, NE",5310,5333,5320,5241,5192
Nebraska,"Box Butte County, NE",11325,11176,10835,10733,10783
Nebraska,"Boyd County, NE",2002,1980,1955,1950,1919
Nebraska,"Brown County, NE",2982,2980,3000,2967,2955
Nebraska,"Buffalo County, NE",48578,49104,49350,49352,49659
Nebraska,"Burt County, NE",6538,6537,6531,6486,6459
Nebraska,"Butler County, NE",8058,7996,8032,8043,8016
Nebraska,"Cass County, NE",25421,25647,25935,26189,26248
Nebraska,"Cedar County, NE",8518,8604,8515,8453,8402
Nebraska,"Chase County, NE",3963,3914,3928,3937,3924
Nebraska,"Cherry County, NE",5824,5829,5790,5763,5689
Nebraska,"Cheyenne County, NE",10137,10047,9644,9282,8910
Nebraska,"Clay County, NE",6291,6135,6186,6202,6203
Nebraska,"Colfax County, NE",10717,10712,10700,10734,10709
Nebraska,"Cuming County, NE",9075,8957,8947,8935,8846
Nebraska,"Custer County, NE",10828,10824,10869,10830,10777
Nebraska,"Dakota County, NE",20550,20279,20010,20002,20026
Nebraska,"Dawes County, NE",8958,8911,8888,8705,8589
Nebraska,"Dawson County, NE",23892,23779,23657,23744,23595
Nebraska,"Deuel County, NE",1910,1861,1861,1821,1794
Nebraska,"Dixon County, NE",5769,5742,5746,5700,5636
Nebraska,"Dodge County, NE",36567,36677,36789,36725,36565
Nebraska,"Douglas County, NE",549029,555607,560733,566391,571327
Nebraska,"Dundy County, NE",1770,1806,1783,1764,1693
Nebraska,"Fillmore County, NE",5553,5622,5561,5535,5462
Nebraska,"Franklin County, NE",2977,2994,2974,3013,2979
Nebraska,"Frontier County, NE",2631,2645,2623,2600,2627
Nebraska,"Furnas County, NE",4831,4762,4763,4701,4676
Nebraska,"Gage County, NE",21715,21625,21621,21495,21513
Nebraska,"Garden County, NE",1916,1907,1890,1890,1837
Nebraska,"Garfield County, NE",2014,1994,1986,1974,1969
Nebraska,"Gosper County, NE",2025,2025,2028,1996,1990
Nebraska,"Grant County, NE",646,665,649,657,623
Nebraska,"Greeley County, NE",2435,2400,2363,2355,2356
Nebraska,"Hall County, NE",61132,61353,61201,61286,61353
Nebraska,"Hamilton County, NE",9141,9158,9194,9260,9324
Nebraska,"Harlan County, NE",3441,3451,3415,3386,3380
Nebraska,"Hayes County, NE",915,891,893,917,922
Nebraska,"Hitchcock County, NE",2879,2828,2806,2801,2762
Nebraska,"Holt County, NE",10263,10223,10182,10148,10067
Nebraska,"Hooker County, NE",714,683,666,676,682
Nebraska,"Howard County, NE",6382,6407,6396,6457,6445
Nebraska,"Jefferson County, NE",7221,7181,7176,7098,7046
Nebraska,"Johnson County, NE",5239,5213,5169,5115,5071
Nebraska,"Kearney County, NE",6558,6561,6492,6539,6495
Nebraska,"Keith County, NE",8136,8096,8070,8003,8034
Nebraska,"Keya Paha County, NE",797,792,790,806,806
Nebraska,"Kimball County, NE",3716,3669,3568,3578,3632
Nebraska,"Knox County, NE",8468,8484,8439,8405,8332
Nebraska,"Lancaster County, NE",306096,310306,313772,316527,319090
Nebraska,"Lincoln County, NE",35501,35487,35265,35148,34914
Nebraska,"Logan County, NE",791,792,765,755,748
Nebraska,"Loup County, NE",606,616,604,617,664
Nebraska,"McPherson County, NE",489,503,493,490,494
Nebraska,"Madison County, NE",34999,34979,35132,35189,35099
Nebraska,"Merrick County, NE",7805,7838,7859,7733,7755
Nebraska,"Morrill County, NE",4925,4867,4796,4674,4642
Nebraska,"Nance County, NE",3573,3561,3561,3506,3519
Nebraska,"Nemaha County, NE",7005,6973,6957,6957,6972
Nebraska,"Nuckolls County, NE",4322,4274,4269,4207,4148
Nebraska,"Otoe County, NE",15842,15950,15956,15983,16012
Nebraska,"Pawnee County, NE",2691,2699,2621,2623,2613
Nebraska,"Perkins County, NE",2932,2892,2886,2902,2891
Nebraska,"Phelps County, NE",9217,9193,9050,9006,9034
Nebraska,"Pierce County, NE",7190,7144,7093,7145,7148
Nebraska,"Platte County, NE",32876,33008,33231,33287,33470
Nebraska,"Polk County, NE",5171,5190,5309,5240,5213
Nebraska,"Red Willow County, NE",10883,10767,10760,10705,10724
Nebraska,"Richardson County, NE",8025,8004,7971,7938,7865
Nebraska,"Rock County, NE",1417,1404,1420,1351,1357
Nebraska,"Saline County, NE",14196,14228,14365,14336,14224
Nebraska,"Sarpy County, NE",175173,178355,181376,184062,187196
Nebraska,"Saunders County, NE",20949,20992,21032,21274,21578
Nebraska,"Scotts Bluff County, NE",36245,36420,36160,35925,35618
Nebraska,"Seward County, NE",16994,17103,17203,17273,17284
Nebraska,"Sheridan County, NE",5216,5235,5268,5189,5246
Nebraska,"Sherman County, NE",3036,3012,3074,3044,3001
Nebraska,"Sioux County, NE",1276,1259,1195,1186,1166
Nebraska,"Stanton County, NE",5944,5975,5974,5970,5920
Nebraska,"Thayer County, NE",5129,5080,5034,5039,5003
Nebraska,"Thomas County, NE",693,722,722,714,722
Nebraska,"Thurston County, NE",7073,7139,7196,7274,7224
Nebraska,"Valley County, NE",4168,4201,4227,4197,4158
Nebraska,"Washington County, NE",19917,20213,20328,20617,20729
Nebraska,"Wayne County, NE",9366,9379,9213,9318,9385
Nebraska,"Webster County, NE",3592,3566,3505,3534,3487
Nebraska,"Wheeler County, NE",779,804,815,802,783
Nebraska,"York County, NE",13797,13740,13762,13748,13679
Nevada,"Churchill County, NV",23957,23904,24021,24506,24909
Nevada,"Clark County, NV",2096717,2138836,2181635,2226115,2266715
Nevada,"Douglas County, NV",47404,47834,48030,48489,48905
Nevada,"Elko County, NV",51728,52082,52357,52539,52778
Nevada,"Esmeralda County, NV",830,826,843,827,873
Nevada,"Eureka County, NV",2029,1936,1946,1998,2029
Nevada,"Humboldt County, NV",17017,16795,16719,16778,16831
Nevada,"Lander County, NV",5873,5684,5579,5547,5532
Nevada,"Lincoln County, NV",5136,5154,5191,5237,5183
Nevada,"Lyon County, NV",51974,52707,53895,55813,57510
Nevada,"Mineral County, NV",4420,4376,4455,4544,4505
Nevada,"Nye County, NV",42966,43248,43977,45186,46523
Nevada,"Pershing County, NV",6618,6576,6469,6685,6725
Nevada,"Storey County, NV",3876,3986,3976,3981,4123
Nevada,"Washoe County, NV",442453,449723,456629,464354,471519
Nevada,"White Pine County, NV",9873,9749,9651,9540,9580
Nevada,"Carson City, NV",54068,54147,54532,55202,55916
New Hampshire,"Belknap County, NH",60370,60747,60872,61145,61303
New Hampshire,"Carroll County, NH",47399,47497,48132,48754,48910
New Hampshire,"Cheshire County, NH",76288,75975,75963,75901,76085
New Hampshire,"Coos County, NH",32343,31916,31396,31486,31563
New Hampshire,"Grafton County, NH",89439,90004,89853,89701,89886
New Hampshire,"Hillsborough County, NH",408985,411333,413204,414630,417025
New Hampshire,"Merrimack County, NH",148649,149063,149830,150650,151391
New Hampshire,"Rockingham County, NH",302691,304377,306669,308287,309769
New Hampshire,"Strafford County, NH",127038,128311,129841,129797,130633
New Hampshire,"Sullivan County, NH",43148,43084,43027,43114,43146
New Jersey,"Atlantic County, NJ",270153,267217,265498,263989,263670
New Jersey,"Bergen County, NJ",926391,928120,932420,932816,932202
New Jersey,"Burlington County, NJ",446832,445972,445610,444745,445349
New Jersey,"Camden County, NJ",507638,507002,506224,506353,506471
New Jersey,"Cape May County, NJ",94160,93655,93129,92446,92039
New Jersey,"Cumberland County, NJ",154712,153233,151423,150635,149527
New Jersey,"Essex County, NJ",790439,792689,796349,798570,798975
New Jersey,"Gloucester County, NJ",290943,290761,290961,291525,291636
New Jersey,"Hudson County, NJ",664492,668588,672826,671931,672391
New Jersey,"Hunterdon County, NJ",125452,124775,124712,124807,124371
New Jersey,"Mercer County, NJ",368124,367699,368168,368188,367430
New Jersey,"Middlesex County, NJ",825546,825457,827363,826172,825062
New Jersey,"Monmouth County, NJ",624079,622971,621990,620459,618795
New Jersey,"Morris County, NJ",494259,493801,493920,493070,491845
New Jersey,"Ocean County, NJ",587091,590897,595424,601478,607186
New Jersey,"Passaic County, NJ",504629,504147,504402,503183,501826
New Jersey,"Salem County, NJ",63732,63203,62883,62746,62385
New Jersey,"Somerset County, NJ",329626,329875,330573,330181,328934
New Jersey,"Sussex County, NJ",143004,141925,141197,140801,140488
New Jersey,"Union County, NJ",549905,552781,554738,556402,556341
New Jersey,"Warren County, NJ",106742,106059,105715,105528,105267
New Mexico,"Bernalillo County, NM",676248,677683,678203,678034,679121
New Mexico,"Catron County, NM",3476,3518,3553,3554,3527
New Mexico,"Chaves County, NM",65825,65646,65080,64554,64615
New Mexico,"Cibola County, NM",27044,27049,26921,26766,26675
New Mexico,"Colfax County, NM",12429,12250,12151,12071,11941
New Mexico,"Curry County, NM",50290,50283,49794,49338,48954
New Mexico,"De Baca County, NM",1873,1835,1805,1779,1748
New Mexico,"Doña Ana County, NM",214034,214663,216174,217278,218195
New Mexico,"Eddy County, NM",57715,57650,57108,57729,58460
New Mexico,"Grant County, NM",28364,28040,27642,27303,26998
New Mexico,"Guadalupe County, NM",4350,4369,4410,4334,4300
New Mexico,"Harding County, NM",719,687,684,650,625
New Mexico,"Hidalgo County, NM",4436,4324,4298,4231,4198
New Mexico,"Lea County, NM",71476,70249,69046,69543,71070
New Mexico,"Lincoln County, NM",19352,19397,19468,19518,19572
New Mexico,"Los Alamos County, NM",17817,18209,18742,18988,19369
New Mexico,"Luna County, NM",24367,24362,24100,23877,23709
New Mexico,"McKinley County, NM",73462,73028,72423,71911,71367
New Mexico,"Mora County, NM",4609,4533,4530,4487,4521
New Mexico,"Otero County, NM",64768,65647,66121,66659,67490
New Mexico,"Quay County, NM",8445,8390,8299,8242,8253
New Mexico,"Rio Arriba County, NM",39370,39245,39235,39023,38921
New Mexico,"Roosevelt County, NM",19137,19145,18900,18759,18500
New Mexico,"Sandoval County, NM",138521,140464,142689,145096,146748
New Mexico,"San Juan County, NM",128246,127954,126917,125499,123958
New Mexico,"San Miguel County, NM",28215,28005,27715,27480,27277
New Mexico,"Santa Fe County, NM",148098,148758,149491,149761,150358
New Mexico,"Sierra County, NM",11236,11117,11064,10949,10791
New Mexico,"Socorro County, NM",17152,16964,16832,16704,16637
New Mexico,"Taos County, NM",32797,32922,32790,32699,32723
New Mexico,"Torrance County, NM",15596,15491,15535,15512,15461
New Mexico,"Union County, NM",4163,4154,4180,4108,4059
New Mexico,"Valencia County, NM",75661,75599,75884,76305,76688
New York,"Albany County, NY",307433,307597,307717,306585,305506
New York,"Allegany County, NY",47334,47044,46639,46332,46091
New York,"Bronx County, NY",1440005,1444417,1440625,1432087,1418207
New York,"Broome County, NY",195928,194498,193100,191925,190488
New York,"Cattaraugus County, NY",77926,77658,77176,76726,76117
New York,"Cayuga County, NY",78298,77674,77457,77121,76576
New York,"Chautauqua County, NY",130529,129206,128372,127472,126903
New York,"Chemung County, NY",86705,85644,84736,83935,83456
New York,"Chenango County, NY",48772,48315,47805,47445,47207
New York,"Clinton County, NY",80718,80500,80531,80679,80485
New York,"Columbia County, NY",61434,60835,60338,59785,59461
New York,"Cortland County, NY",48290,47915,47815,47722,47581
New York,"Delaware County, NY",45891,45393,45028,44526,44135
New York,"Dutchess County, NY",294039,293029,293545,293939,294218
New York,"Erie County, NY",920644,918678,919034,919717,918702
New York,"Essex County, NY",37965,37671,37487,37288,36885
New York,"Franklin County, NY",50540,51081,50465,50279,50022
New York,"Fulton County, NY",53801,53610,53802,53633,53383
New York,"Genesee County, NY",58462,58013,57798,57487,57280
New York,"Greene County, NY",47616,47494,47442,47381,47188
New York,"Hamilton County, NY",4699,4556,4471,4432,4416
New York,"Herkimer County, NY",62652,62436,62163,61713,61319
New York,"Jefferson County, NY",116371,112980,113157,111866,109834
New York,"Kings County, NY",2608794,2608423,2594676,2578074,2559903
New York,"Lewis County, NY",26827,26647,26605,26486,26296
New York,"Livingston County, NY",64344,64000,63483,63213,62914
New York,"Madison County, NY",71636,71387,70942,71117,70941
New York,"Monroe County, NY",745577,743770,742724,742864,741770
New York,"Montgomery County, NY",49564,49169,49163,49394,49221
New York,"Nassau County, NY",1354840,1355952,1357293,1357534,1356924
New York,"New York County, NY",1636063,1635443,1630698,1629055,1628706
New York,"Niagara County, NY",212358,211554,210848,210060,209281
New York,"Oneida County, NY",231264,230375,230011,229474,228671
New York,"Onondaga County, NY",466277,464109,461795,461649,460528
New York,"Ontario County, NY",109271,109229,109538,109738,109777
New York,"Orange County, NY",375803,377799,379758,382126,384940
New York,"Orleans County, NY",41481,41247,40786,40655,40352
New York,"Oswego County, NY",119735,118895,118427,117515,117124
New York,"Otsego County, NY",60504,60132,59920,59810,59493
New York,"Putnam County, NY",99185,98761,98856,98814,98320
New York,"Queens County, NY",2305838,2306830,2295808,2274605,2253858
New York,"Rensselaer County, NY",159436,159294,159200,159283,158714
New York,"Richmond County, NY",472349,474040,475671,476260,476143
New York,"Rockland County, NY",322919,323258,324622,325522,325789
New York,"St. Lawrence County, NY",110348,109449,108699,108327,107740
New York,"Saratoga County, NY",226078,227122,229276,230170,229863
New York,"Schenectady County, NY",154733,154475,154710,155079,155299
New York,"Schoharie County, NY",31405,31304,31255,31146,30999
New York,"Schuyler County, NY",18027,17967,17913,17884,17807
New York,"Seneca County, NY",34801,34710,34246,34179,34016
New York,"Steuben County, NY",97551,96958,96360,95860,95379
New York,"Suffolk County, NY",1491967,1486406,1483358,1480830,1476601
New York,"Sullivan County, NY",74832,74922,74994,75399,75432
New York,"Tioga County, NY",49355,48824,48609,48441,48203
New York,"Tompkins County, NY",103006,102942,102664,102419,102180
New York,"Ulster County, NY",179658,179042,178635,178418,177573
New York,"Warren County, NY",64420,64438,64365,64215,63944
New York,"Washington County, NY",62246,61795,61559,61274,61204
New York,"Wayne County, NY",91291,90758,90429,90200,89918
New York,"Westchester County, NY",968773,970267,969689,968213,967506
New York,"Wyoming County, NY",40930,40432,40282,40023,39859
New York,"Yates County, NY",25128,25059,25002,24951,24913
North Carolina,"Alamance County, NC",157037,160283,163276,166514,169509
North Carolina,"Alexander County, NC",36960,37133,37143,37331,37497
North Carolina,"Alleghany County, NC",10856,10919,10988,11138,11137
North Carolina,"Anson County, NC",25602,25165,24829,24470,24446
North Carolina,"Ashe County, NC",26628,26600,26787,27099,27203
North Carolina,"Avery County, NC",17486,17442,17517,17528,17557
North Carolina,"Beaufort County, NC",47389,47369,47033,47056,46994
North Carolina,"Bertie County, NC",20162,19423,19263,19106,18947
North Carolina,"Bladen County, NC",34083,33638,33443,33151,32722
North Carolina,"Brunswick County, NC",122211,126304,130859,136880,142820
North Carolina,"Buncombe County, NC",251954,254955,257071,259259,261191
North Carolina,"Burke County, NC",89341,89451,90157,90405,90485
North Carolina,"Cabarrus County, NC",196396,201639,206988,211597,216453
North Carolina,"Caldwell County, NC",81518,81766,81933,82026,82178
North Carolina,"Camden County, NC",10282,10397,10532,10676,10867
North Carolina,"Carteret County, NC",68712,68808,68921,69438,69473
North Carolina,"Caswell County, NC",22813,22755,22616,22634,22604
North Carolina,"Catawba County, NC",155527,156448,157852,158687,159551
North Carolina,"Chatham County, NC",68263,69642,71189,73127,74470
North Carolina,"Cherokee County, NC",27102,27809,27954,28369,28612
North Carolina,"Chowan County, NC",14248,14201,14029,14065,13943
North Carolina,"Clay County, NC",10623,10749,11004,11124,11231
North Carolina,"Cleveland County, NC",96850,96960,97134,97519,97947
North Carolina,"Columbus County, NC",56675,56292,56047,55819,55508
North Carolina,"Craven County, NC",102853,102632,102492,102338,102139
North Carolina,"Cumberland County, NC",331203,333167,330994,333430,335509
North Carolina,"Currituck County, NC",25106,25640,26290,27016,27763
North Carolina,"Dare County, NC",35468,35829,36199,36607,37009
North Carolina,"Davidson County, NC",163486,164270,165180,166358,167609
North Carolina,"Davie County, NC",41648,41921,42308,42563,42846
North Carolina,"Duplin County, NC",58883,59275,58943,58991,58741
North Carolina,"Durham County, NC",300793,307826,312153,316979,321488
North Carolina,"Edgecombe County, NC",53743,53283,52756,51984,51472
North Carolina,"Forsyth County, NC",367365,371260,375840,379216,382295
North Carolina,"Franklin County, NC",63668,64676,66155,67625,69685
North Carolina,"Gaston County, NC",212919,216622,219656,222630,224529
North Carolina,"Gates County, NC",11531,11569,11514,11563,11562
North Carolina,"Graham County, NC",8588,8531,8524,8461,8441
North Carolina,"Granville County, NC",58162,58684,59372,59979,60443
North Carolina,"Greene County, NC",20950,21078,20963,21106,21069
North Carolina,"Guilford County, NC",517053,524265,528243,532607,537174
North Carolina,"Halifax County, NC",52182,51815,51311,50634,50010
North Carolina,"Harnett County, NC",128034,130674,132395,134336,135976
North Carolina,"Haywood County, NC",59646,60405,61005,61890,62317
North Carolina,"Henderson County, NC",111847,113583,115216,116500,117417
North Carolina,"Hertford County, NC",24373,24209,23923,23878,23677
North Carolina,"Hoke County, NC",52739,52981,54138,54695,55234
North Carolina,"Hyde County, NC",5426,5434,5240,5026,4937
North Carolina,"Iredell County, NC",169453,172466,175634,178332,181806
North Carolina,"Jackson County, NC",41305,42622,43224,43600,43938
North Carolina,"Johnston County, NC",185104,190843,196374,202692,209339
North Carolina,"Jones County, NC",9777,9588,9573,9613,9419
North Carolina,"Lee County, NC",59371,59646,60403,61208,61779
North Carolina,"Lenoir County, NC",57981,57240,56622,55990,55949
North Carolina,"Lincoln County, NC",80607,81229,82557,84092,86111
North Carolina,"McDowell County, NC",44967,44866,45083,45465,45756
North Carolina,"Macon County, NC",34090,34262,34581,35274,35858
North Carolina,"Madison County, NC",21146,21367,21563,21665,21755
North Carolina,"Martin County, NC",23262,23122,22763,22660,22440
North Carolina,"Mecklenburg County, NC",1033238,1056901,1078128,1093750,1110356
North Carolina,"Mitchell County, NC",15071,14996,14992,14996,14964
North Carolina,"Montgomery County, NC",27438,27301,27269,27077,27173
North Carolina,"Moore County, NC",94013,95405,97368,98805,100880
North Carolina,"Nash County, NC",93786,93953,94019,94094,94298
North Carolina,"New Hanover County, NC",219422,224809,228728,232256,234473
North Carolina,"Northampton County, NC",20533,20127,19890,19698,19483
North Carolina,"Onslow County, NC",193114,192314,195066,196915,197938
North Carolina,"Orange County, NC",141298,142800,143626,147980,148476
North Carolina,"Pamlico County, NC",12741,12765,12638,12633,12726
North Carolina,"Pasquotank County, NC",39384,39392,39386,39583,39824
North Carolina,"Pender County, NC",57426,58771,60719,62017,63060
North Carolina,"Perquimans County, NC",13463,13402,13439,13381,13463
North Carolina,"Person County, NC",39190,39270,39338,39436,39490
North Carolina,"Pitt County, NC",176071,177171,178607,179575,180742
North Carolina,"Polk County, NC",20414,20414,20564,20668,20724
North Carolina,"Randolph County, NC",142575,143062,143037,143249,143667
North Carolina,"Richmond County, NC",45429,45012,44827,44888,44829
North Carolina,"Robeson County, NC",134460,133383,132626,131884,130625
North Carolina,"Rockingham County, NC",91657,91308,90791,90617,91010
North Carolina,"Rowan County, NC",138497,139410,140356,141128,142088
North Carolina,"Rutherford County, NC",66375,66286,66529,66775,67029
North Carolina,"Sampson County, NC",63559,63225,63263,63345,63531
North Carolina,"Scotland County, NC",35321,35309,35174,34751,34823
North Carolina,"Stanly County, NC",60622,60826,61505,62180,62806
North Carolina,"Stokes County, NC",46159,45920,45724,45511,45591
North Carolina,"Surry County, NC",71998,72008,72107,71959,71783
North Carolina,"Swain County, NC",14326,14190,14263,14249,14271
North Carolina,"Transylvania County, NC",33157,33393,33767,34173,34385
North Carolina,"Tyrrell County, NC",4139,4024,4180,4115,4016
North Carolina,"Union County, NC",221949,226279,231350,235830,239859
North Carolina,"Vance County, NC",44459,44485,44281,44635,44535
North Carolina,"Wake County, NC",1022319,1048335,1071706,1091273,1111761
North Carolina,"Warren County, NC",20207,19884,19849,19819,19731
North Carolina,"Washington County, NC",12247,12070,11944,11769,11580
North Carolina,"Watauga County, NC",53093,54140,55181,56034,56177
North Carolina,"Wayne County, NC",124342,124269,123034,123237,123131
North Carolina,"Wilkes County, NC",68298,68581,68489,68563,68412
North Carolina,"Wilson County, NC",81240,81307,81436,81392,81801
North Carolina,"Yadkin County, NC",37619,37653,37588,37481,37667
North Carolina,"Yancey County, NC",17550,17610,17697,17873,18069
North Dakota,"Adams County, ND",2397,2344,2324,2276,2216
North Dakota,"Barnes County, ND",11008,10899,10679,10527,10415
North Dakota,"Benson County, ND",6820,6840,6916,6958,6832
North Dakota,"Billings County, ND",948,948,922,918,928
North Dakota,"Bottineau County, ND",6734,6573,6522,6398,6282
North Dakota,"Bowman County, ND",3277,3222,3150,3067,3024
North Dakota,"Burke County, ND",2344,2227,2128,2094,2115
North Dakota,"Burleigh County, ND",93211,94606,95247,95276,95626
North Dakota,"Cass County, ND",170722,174189,177745,180294,181923
North Dakota,"Cavalier County, ND",3827,3824,3793,3811,3762
North Dakota,"Dickey County, ND",5054,4987,4848,4931,4872
North Dakota,"Divide County, ND",2459,2391,2295,2264,2264
North Dakota,"Dunn County, ND",4578,4372,4274,4328,4424
North Dakota,"Eddy County, ND",2305,2288,2315,2309,2287
North Dakota,"Emmons County, ND",3397,3338,3298,3278,3241
North Dakota,"Foster County, ND",3325,3309,3249,3207,3210
North Dakota,"Golden Valley County, ND",1879,1857,1779,1763,1761
North Dakota,"Grand Forks County, ND",70352,70473,70489,70355,69451
North Dakota,"Grant County, ND",2396,2379,2363,2354,2274
North Dakota,"Griggs County, ND",2288,2258,2244,2228,2231
North Dakota,"Hettinger County, ND",2657,2597,2479,2503,2499
North Dakota,"Kidder County, ND",2449,2475,2471,2453,2480
North Dakota,"LaMoure County, ND",4136,4113,4101,4075,4046
North Dakota,"Logan County, ND",1927,1930,1919,1887,1850
North Dakota,"McHenry County, ND",5975,5970,5890,5808,5745
North Dakota,"McIntosh County, ND",2717,2599,2608,2566,2497
North Dakota,"McKenzie County, ND",12794,12572,12688,13594,15024
North Dakota,"McLean County, ND",9664,9643,9636,9529,9450
North Dakota,"Mercer County, ND",8786,8616,8457,8266,8187
North Dakota,"Morton County, ND",30249,30732,30938,31058,31364
North Dakota,"Mountrail County, ND",10311,10234,10276,10239,10545
North Dakota,"Nelson County, ND",2914,2889,2902,2885,2879
North Dakota,"Oliver County, ND",1865,1895,1930,1945,1959
North Dakota,"Pembina County, ND",7031,7046,6962,6895,6801
North Dakota,"Pierce County, ND",4273,4216,4096,4070,3975
North Dakota,"Ramsey County, ND",11664,11557,11596,11580,11519
North Dakota,"Ransom County, ND",5451,5375,5303,5224,5218
North Dakota,"Renville County, ND",2551,2517,2455,2358,2327
North Dakota,"Richland County, ND",16286,16289,16287,16229,16177
North Dakota,"Rolette County, ND",14698,14716,14614,14349,14176
North Dakota,"Sargent County, ND",3866,3883,3862,3851,3898
North Dakota,"Sheridan County, ND",1311,1342,1351,1342,1315
North Dakota,"Sioux County, ND",4377,4457,4425,4377,4230
North Dakota,"Slope County, ND",781,781,767,761,750
North Dakota,"Stark County, ND",31861,30869,30291,30893,31489
North Dakota,"Steele County, ND",1915,1912,1906,1892,1890
North Dakota,"Stutsman County, ND",21047,21068,21132,20875,20704
