average_annual_count,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019,median_household_income_2015,median_household_income_2016,median_household_income_2017,median_household_income_2018,median_household_income_2019
249,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,215.0,"Gaston County, NC",61.5,212919,216622,219656,222630,224529,45031,48874,50016,52798,56542
219,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.5,"Gaston County, NC",61.5,212919,216622,219656,222630,224529,45031,48874,50016,52798,56542
115,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,214.4,"Nash County, NC",42.0,93786,93953,94019,94094,94298,43450,47403,47597,50122,50902
111,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,155.9,"Nash County, NC",42.0,93786,93953,94019,94094,94298,43450,47403,47597,50122,50902
212,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,214.3,"Davidson County, NC",44.0,163486,164270,165180,166358,167609,46400,46263,47595,47758,53924
186,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.9,"Davidson County, NC",44.0,163486,164270,165180,166358,167609,46400,46263,47595,47758,53924
78,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.9,"Franklin County, NC",41.0,63668,64676,66155,67625,69685,48009,49484,53076,57710,57371
63,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.0,"Franklin County, NC",41.0,63668,64676,66155,67625,69685,48009,49484,53076,57710,57371
96,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.5,"Rutherford County, NC",58.0,66375,66286,66529,66775,67029,36998,38699,40758,42831,44547
74,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.9,"Rutherford County, NC",58.0,66375,66286,66529,66775,67029,36998,38699,40758,42831,44547
52,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.0,"Person County, NC",46.0,39190,39270,39338,39436,39490,43917,47974,50269,50149,54553
46,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,146.8,"Person County, NC",46.0,39190,39270,39338,39436,39490,43917,47974,50269,50149,54553
66,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,212.1,"Stokes County, NC",57.0,46159,45920,45724,45511,45591,42889,48148,48748,50826,52356
58,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.2,"Stokes County, NC",57.0,46159,45920,45724,45511,45591,42889,48148,48748,50826,52356
189,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,211.8,"Alamance County, NC",53.0,157037,160283,163276,166514,169509,41566,46060,47914,50480,57963
172,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.6,"Alamance County, NC",53.0,157037,160283,163276,166514,169509,41566,46060,47914,50480,57963
74,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,211.7,"Lenoir County, NC",53.0,57981,57240,56622,55990,55949,37085,39341,39411,40433,39947
68,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,147.0,"Lenoir County, NC",53.0,57981,57240,56622,55990,55949,37085,39341,39411,40433,39947
178,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.4,"Randolph County, NC",61.0,142575,143062,143037,143249,143667,43216,45939,44207,48372,50129
152,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.0,"Randolph County, NC",61.0,142575,143062,143037,143249,143667,43216,45939,44207,48372,50129
117,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,209.4,"Harnett County, NC",47.0,128034,130674,132395,134336,135976,48301,51106,51406,51225,55619
104,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,146.4,"Harnett County, NC",47.0,128034,130674,132395,134336,135976,48301,51106,51406,51225,55619
76,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,208.9,"Pender County, NC",50.0,57426,58771,60719,62017,63060,49390,50437,52187,54900,60405
56,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.7,"Pender County, NC",50.0,57426,58771,60719,62017,63060,49390,50437,52187,54900,60405
109,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,208.8,"Caldwell County, NC",56.0,81518,81766,81933,82026,82178,39636,39166,44798,43328,48512
88,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.1,"Caldwell County, NC",56.0,81518,81766,81933,82026,82178,39636,39166,44798,43328,48512
69,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,207.7,"Granville County, NC",41.0,58162,58684,59372,59979,60443,50314,50414,53142,58956,54300
61,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.5,"Granville County, NC",41.0,58162,58684,59372,59979,60443,50314,50414,53142,58956,54300
270,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,207.3,"Cumberland County, NC",52.25,331203,333167,330994,333430,335509,42380,45286,44065,46779,46599
262,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,149.1,"Cumberland County, NC",52.25,331203,333167,330994,333430,335509,42380,45286,44065,46779,46599
185,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,207.2,"Catawba County, NC",57.0,155527,156448,157852,158687,159551,41745,49475,53348,53738,53688
148,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,131.3,"Catawba County, NC",57.0,155527,156448,157852,158687,159551,41745,49475,53348,53738,53688
78,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,207.2,"Stanly County, NC",59.5,60622,60826,61505,62180,62806,44878,49106,49871,51491,58303
60,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.1,"Stanly County, NC",59.5,60622,60826,61505,62180,62806,44878,49106,49871,51491,58303
61,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,207.1,"Davie County, NC",61.0,41648,41921,42308,42563,42846,52525,54189,58147,60801,63828
50,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.1,"Davie County, NC",61.0,41648,41921,42308,42563,42846,52525,54189,58147,60801,63828
7,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,206.6,"Hyde County, NC",24.0,5426,5434,5240,5026,4937,37074,37881,41214,40653,43112
7,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,181.0,"Hyde County, NC",24.0,5426,5434,5240,5026,4937,37074,37881,41214,40653,43112
47,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,205.5,"Bladen County, NC",37.0,34083,33638,33443,33151,32722,33882,33621,38059,36976,42260
36,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.2,"Bladen County, NC",37.0,34083,33638,33443,33151,32722,33882,33621,38059,36976,42260
72,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,204.9,"Columbus County, NC",41.0,56675,56292,56047,55819,55508,34478,35290,37639,36862,39531
62,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,137.7,"Columbus County, NC",41.0,56675,56292,56047,55819,55508,34478,35290,37639,36862,39531
174,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,202.9,"Johnston County, NC",46.0,185104,190843,196374,202692,209339,52681,55174,58647,60296,62835
163,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.8,"Johnston County, NC",46.0,185104,190843,196374,202692,209339,52681,55174,58647,60296,62835
27,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,201.3,"Bertie County, NC",36.0,20162,19423,19263,19106,18947,31967,33809,33022,35433,37899
27,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,162.0,"Bertie County, NC",36.0,20162,19423,19263,19106,18947,31967,33809,33022,35433,37899
29,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,201.3,"Anson County, NC",59.0,25602,25165,24829,24470,24446,35307,35809,41266,38023,40826
31,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,169.4,"Anson County, NC",59.0,25602,25165,24829,24470,24446,35307,35809,41266,38023,40826
32,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,199.8,"Warren County, NC",30.0,20207,19884,19849,19819,19731,34149,36285,36831,38430,37027
24,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.1,"Warren County, NC",30.0,20207,19884,19849,19819,19731,34149,36285,36831,38430,37027
36,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,199.8,"Montgomery County, NC",49.0,27438,27301,27269,27077,27173,39096,40371,43695,47757,46497
27,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.6,"Montgomery County, NC",49.0,27438,27301,27269,27077,27173,39096,40371,43695,47757,46497
108,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,199.2,"Carteret County, NC",59.0,68712,68808,68921,69438,69473,50837,51557,53192,55052,60058
87,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.5,"Carteret County, NC",59.0,68712,68808,68921,69438,69473,50837,51557,53192,55052,60058
90,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,198.7,"Wilson County, NC",53.0,81240,81307,81436,81392,81801,41276,41352,44825,44015,42414
81,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,127.1,"Wilson County, NC",53.0,81240,81307,81436,81392,81801,41276,41352,44825,44015,42414
29,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,197.5,"Yancey County, NC",46.0,17550,17610,17697,17873,18069,36418,39686,41053,44756,47664
23,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,137.7,"Yancey County, NC",46.0,17550,17610,17697,17873,18069,36418,39686,41053,44756,47664
51,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,197.4,"Dare County, NC",57.0,35468,35829,36199,36607,37009,53585,56371,57316,64768,63033
36,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.0,"Dare County, NC",57.0,35468,35829,36199,36607,37009,53585,56371,57316,64768,63033
38,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,196.9,"Hoke County, NC",42.0,52739,52981,54138,54695,55234,42819,46004,50777,47892,48420
34,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.3,"Hoke County, NC",42.0,52739,52981,54138,54695,55234,42819,46004,50777,47892,48420
29,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,196.5,"Madison County, NC",39.0,21146,21367,21563,21665,21755,37899,40765,41891,44693,50062
21,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,111.2,"Madison County, NC",39.0,21146,21367,21563,21665,21755,37899,40765,41891,44693,50062
29,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,196.2,"Hertford County, NC",46.0,24373,24209,23923,23878,23677,34453,35424,38786,38216,42374
23,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,117.1,"Hertford County, NC",46.0,24373,24209,23923,23878,23677,34453,35424,38786,38216,42374
12,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,196.1,"Camden County, NC",45.0,10282,10397,10532,10676,10867,62000,65415,64086,65955,69610
6,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,77.4,"Camden County, NC",45.0,10282,10397,10532,10676,10867,62000,65415,64086,65955,69610
95,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,194.6,"Lincoln County, NC",61.0,80607,81229,82557,84092,86111,49343,50714,57042,62963,70479
86,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.7,"Lincoln County, NC",61.0,80607,81229,82557,84092,86111,49343,50714,57042,62963,70479
174,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,194.5,"Iredell County, NC",50.0,169453,172466,175634,178332,181806,55848,56325,56559,60044,68308
155,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.7,"Iredell County, NC",50.0,169453,172466,175634,178332,181806,55848,56325,56559,60044,68308
91,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,193.2,"Wilkes County, NC",47.0,68298,68581,68489,68563,68412,40647,41640,42453,44080,45250
78,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,136.6,"Wilkes County, NC",47.0,68298,68581,68489,68563,68412,40647,41640,42453,44080,45250
47,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,193.2,"Alexander County, NC",52.0,36960,37133,37143,37331,37497,41092,46385,48577,49138,54960
36,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,127.4,"Alexander County, NC",52.0,36960,37133,37143,37331,37497,41092,46385,48577,49138,54960
144,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,193.2,"Pitt County, NC",51.0,176071,177171,178607,179575,180742,41909,45918,46229,43303,52961
126,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,123.6,"Pitt County, NC",51.0,176071,177171,178607,179575,180742,41909,45918,46229,43303,52961
14,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,191.3,"Gates County, NC",35.0,11531,11569,11514,11563,11562,46387,45755,50164,51746,54204
13,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.2,"Gates County, NC",35.0,11531,11569,11514,11563,11562,46387,45755,50164,51746,54204
23,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,190.0,"Pamlico County, NC",47.0,12741,12765,12638,12633,12726,41004,43927,48410,46447,52522
15,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,119.0,"Pamlico County, NC",47.0,12741,12765,12638,12633,12726,41004,43927,48410,46447,52522
5,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,189.4,"Tyrrell County, NC",31.0,4139,4024,4180,4115,4016,33759,33666,35223,36765,37680
5,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,153.4,"Tyrrell County, NC",31.0,4139,4024,4180,4115,4016,33759,33666,35223,36765,37680
56,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,188.4,"Macon County, NC",52.0,34090,34262,34581,35274,35858,41395,41140,42456,46426,46279
44,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,121.6,"Macon County, NC",52.0,34090,34262,34581,35274,35858,41395,41140,42456,46426,46279
480,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.2,"Guilford County, NC",53.5,517053,524265,528243,532607,537174,48283,47754,52284,52166,55820
452,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.4,"Guilford County, NC",53.5,517053,524265,528243,532607,537174,48283,47754,52284,52166,55820
211,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.2,"Brunswick County, NC",52.0,122211,126304,130859,136880,142820,48831,51457,56227,60163,63712
154,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,119.5,"Brunswick County, NC",52.0,122211,126304,130859,136880,142820,48831,51457,56227,60163,63712
48,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.8,"Jackson County, NC",51.5,41305,42622,43224,43600,43938,41537,44004,46113,44502,47759
36,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,117.3,"Jackson County, NC",51.5,41305,42622,43224,43600,43938,41537,44004,46113,44502,47759
28,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.5,"Northampton County, NC",37.0,20533,20127,19890,19698,19483,33301,35711,36190,37233,39777
25,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.6,"Northampton County, NC",37.0,20533,20127,19890,19698,19483,33301,35711,36190,37233,39777
85,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.5,"Haywood County, NC",53.0,59646,60405,61005,61890,62317,43573,45290,47872,47183,51612
76,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.5,"Haywood County, NC",53.0,59646,60405,61005,61890,62317,43573,45290,47872,47183,51612
355,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.4,"Forsyth County, NC",55.0,367365,371260,375840,379216,382295,47346,48987,50803,50112,53054
357,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,138.8,"Forsyth County, NC",55.0,367365,371260,375840,379216,382295,47346,48987,50803,50112,53054
19,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,183.5,"Alleghany County, NC",50.0,10856,10919,10988,11138,11137,36113,35965,38994,39735,41420
12,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,110.5,"Alleghany County, NC",50.0,10856,10919,10988,11138,11137,36113,35965,38994,39735,41420
12,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,182.0,"Jones County, NC",38.0,9777,9588,9573,9613,9419,39688,38873,41523,43302,46275
10,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,110.1,"Jones County, NC",38.0,9777,9588,9573,9613,9419,39688,38873,41523,43302,46275
63,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,181.7,"Duplin County, NC",45.0,58883,59275,58943,58991,58741,38397,38771,39470,42725,44929
52,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,119.4,"Duplin County, NC",45.0,58883,59275,58943,58991,58741,38397,38771,39470,42725,44929
229,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,178.3,"Durham County, NC",55.0,300793,307826,312153,316979,321488,53875,54255,60045,59329,65541
228,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,127.8,"Durham County, NC",55.0,300793,307826,312153,316979,321488,53875,54255,60045,59329,65541
222,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.4,"New Hanover County, NC",50.0,219422,224809,228728,232256,234473,52456,51373,53692,53419,57252
205,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.9,"New Hanover County, NC",50.0,219422,224809,228728,232256,234473,52456,51373,53692,53419,57252
178,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,176.7,"Union County, NC",54.0,221949,226279,231350,235830,239859,71690,72548,77875,80428,86138
160,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,128.7,"Union County, NC",54.0,221949,226279,231350,235830,239859,71690,72548,77875,80428,86138
158,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,175.3,"Cabarrus County, NC",60.0,196396,201639,206988,211597,216453,57881,63059,62167,69297,72071
160,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.3,"Cabarrus County, NC",60.0,196396,201639,206988,211597,216453,57881,63059,62167,69297,72071
276,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,174.3,"Buncombe County, NC",50.5,251954,254955,257071,259259,261191,45094,50538,50271,53960,55448
272,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.7,"Buncombe County, NC",50.5,251954,254955,257071,259259,261191,45094,50538,50271,53960,55448
28,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,173.3,"Currituck County, NC",58.0,25106,25640,26290,27016,27763,66426,57570,62397,64426,70699
20,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,113.8,"Currituck County, NC",58.0,25106,25640,26290,27016,27763,66426,57570,62397,64426,70699
45,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,173.0,"Cherokee County, NC",52.0,27102,27809,27954,28369,28612,38284,37237,38283,41262,42764
38,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.6,"Cherokee County, NC",52.0,27102,27809,27954,28369,28612,38284,37237,38283,41262,42764
11,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,168.4,"Graham County, NC",56.0,8588,8531,8524,8461,8441,33827,35763,37748,39502,45813
11,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,149.8,"Graham County, NC",56.0,8588,8531,8524,8461,8441,33827,35763,37748,39502,45813
19,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,168.0,"Perquimans County, NC",40.0,13463,13402,13439,13381,13463,42337,45052,45011,48337,50804
17,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.7,"Perquimans County, NC",40.0,13463,13402,13439,13381,13463,42337,45052,45011,48337,50804
664,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,167.7,"Mecklenburg County, NC",51.0,1033238,1056901,1078128,1093750,1110356,57029,63197,65750,64509,69455
655,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,118.0,"Mecklenburg County, NC",51.0,1033238,1056901,1078128,1093750,1110356,57029,63197,65750,64509,69455
91,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,166.2,"Chatham County, NC",57.0,68263,69642,71189,73127,74470,58860,63303,63373,73703,70258
71,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,106.2,"Chatham County, NC",57.0,68263,69642,71189,73127,74470,58860,63303,63373,73703,70258
16,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,165.5,"Clay County, NC",30.0,10623,10749,11004,11124,11231,38980,37581,43684,42878,47116
15,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.1,"Clay County, NC",30.0,10623,10749,11004,11124,11231,38980,37581,43684,42878,47116
52,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,165.2,"Transylvania County, NC",0.0,33157,33393,33767,34173,34385,45792,44578,47587,51398,55628
41,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,107.9,"Transylvania County, NC",0.0,33157,33393,33767,34173,34385,45792,44578,47587,51398,55628
124,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,165.0,"Moore County, NC",24.5,94013,95405,97368,98805,100880,52139,54545,62781,59471,63942
118,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,131.5,"Moore County, NC",24.5,94013,95405,97368,98805,100880,52139,54545,62781,59471,63942
672,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,164.8,"Wake County, NC",56.33333333,1022319,1048335,1071706,1091273,1111761,70629,76173,77641,80169,84377
630,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,115.4,"Wake County, NC",56.33333333,1022319,1048335,1071706,1091273,1111761,70629,76173,77641,80169,84377
152,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,164.2,"Henderson County, NC",0.0,111847,113583,115216,116500,117417,47280,53638,51314,54012,61651
144,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,128.9,"Henderson County, NC",0.0,111847,113583,115216,116500,117417,47280,53638,51314,54012,61651
20,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,155.7,"Avery County, NC",61.0,17486,17442,17517,17528,17557,37120,38098,40682,41701,45823
19,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,137.3,"Avery County, NC",61.0,17486,17442,17517,17528,17557,37120,38098,40682,41701,45823
43,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,152.5,"Watauga County, NC",20.33333333,53093,54140,55181,56034,56177,41762,44014,48417,48489,51630
35,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,104.5,"Watauga County, NC",20.33333333,53093,54140,55181,56034,56177,41762,44014,48417,48489,51630
93,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,150.9,"Orange County, NC",58.0,141298,142800,143626,147980,148476,61570,65299,69422,71920,74314
97,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,118.1,"Orange County, NC",58.0,141298,142800,143626,147980,148476,61570,65299,69422,71920,74314
28,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,143.2,"Polk County, NC",54.0,20414,20414,20564,20668,20724,45672,47185,45587,50467,53405
28,North Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,114.6,"Polk County, NC",54.0,20414,20414,20564,20668,20724,45672,47185,45587,50467,53405
10,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,252.3,"Wells County, ND",57.0,4095,4049,3994,3908,3834,51857,51677,54556,58261,56167
5,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,102.4,"Wells County, ND",57.0,4095,4049,3994,3908,3834,51857,51677,54556,58261,56167
6,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,235.5,"Bowman County, ND",58.0,3277,3222,3150,3067,3024,62892,59668,59451,62270,65411
7,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,231.2,"Nelson County, ND",56.0,2914,2889,2902,2885,2879,48196,45233,47708,50093,56098
3,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,98.6,"Nelson County, ND",56.0,2914,2889,2902,2885,2879,48196,45233,47708,50093,56098
8,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,225.9,"Dickey County, ND",56.0,5054,4987,4848,4931,4872,56325,54044,53564,53286,57490
8,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,154.0,"Dickey County, ND",56.0,5054,4987,4848,4931,4872,56325,54044,53564,53286,57490
12,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,223.9,"Mercer County, ND",58.0,8786,8616,8457,8266,8187,75698,80072,82991,82303,83341
10,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.6,"Mercer County, ND",58.0,8786,8616,8457,8266,8187,75698,80072,82991,82303,83341
13,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,219.6,"Rolette County, ND",47.0,14698,14716,14614,14349,14176,37634,40595,40777,42021,45296
13,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,188.6,"Rolette County, ND",47.0,14698,14716,14614,14349,14176,37634,40595,40777,42021,45296
11,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,216.9,"Bottineau County, ND",55.33333333,6734,6573,6522,6398,6282,56645,54444,55775,59161,62904
6,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,94.9,"Bottineau County, ND",55.33333333,6734,6573,6522,6398,6282,56645,54444,55775,59161,62904
4,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,209.4,"Eddy County, ND",56.0,2305,2288,2315,2309,2287,47804,55196,49725,51327,54465
4,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,197.5,"Eddy County, ND",56.0,2305,2288,2315,2309,2287,47804,55196,49725,51327,54465
26,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,208.0,"Williams County, ND",49.0,35301,34213,33467,35469,37589,89860,81719,80161,79354,84606
22,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.0,"Williams County, ND",49.0,35301,34213,33467,35469,37589,89860,81719,80161,79354,84606
16,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,197.7,"Walsh County, ND",58.0,10852,10816,10801,10645,10641,51749,51481,50807,59705,59153
