average_annual_count,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019,median_household_income_2015,median_household_income_2016,median_household_income_2017,median_household_income_2018,median_household_income_2019
35,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,258.7,"Lincoln County, WV",39.0,21279,21108,20872,20583,20409,35249,32477,36055,39766,43198
26,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.1,"Lincoln County, WV",39.0,21279,21108,20872,20583,20409,35249,32477,36055,39766,43198
26,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,256.7,"Roane County, WV",60.0,14375,14114,14004,13918,13688,36176,35135,37067,36658,41671
20,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,174.4,"Roane County, WV",60.0,14375,14114,14004,13918,13688,36176,35135,37067,36658,41671
38,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,252.5,"Mingo County, WV",58.0,25317,24716,24142,23851,23424,31742,30638,30880,32917,34698
32,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,181.8,"Mingo County, WV",58.0,25317,24716,24142,23851,23424,31742,30638,30880,32917,34698
38,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,251.2,"Boone County, WV",61.0,23252,22809,22369,21953,21457,37971,36313,38584,38110,43697
30,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,181.3,"Boone County, WV",61.0,23252,22809,22369,21953,21457,37971,36313,38584,38110,43697
72,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,246.0,"Fayette County, WV",61.0,44707,44179,43607,42982,42406,36235,38829,38063,37867,41430
63,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,178.1,"Fayette County, WV",61.0,44707,44179,43607,42982,42406,36235,38829,38063,37867,41430
12,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,234.5,"Pleasants County, WV",61.0,7499,7490,7455,7505,7460,48308,47276,47118,50768,54972
9,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,174.6,"Pleasants County, WV",61.0,7499,7490,7455,7505,7460,48308,47276,47118,50768,54972
16,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,231.8,"Webster County, WV",57.0,8635,8557,8348,8274,8114,30673,30578,31446,34054,34385
12,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,171.6,"Webster County, WV",57.0,8635,8557,8348,8274,8114,30673,30578,31446,34054,34385
92,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,231.7,"Mercer County, WV",55.0,61133,60632,59869,59202,58758,35342,36871,36160,37860,41794
79,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,157.3,"Mercer County, WV",55.0,61133,60632,59869,59202,58758,35342,36871,36160,37860,41794
33,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,230.9,"Wyoming County, WV",60.0,22177,21777,21271,20784,20394,35020,36018,34603,35460,42761
29,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,179.1,"Wyoming County, WV",60.0,22177,21777,21271,20784,20394,35020,36018,34603,35460,42761
127,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,228.7,"Cabell County, WV",50.5,96582,95681,94452,93035,91945,39044,39462,38191,39790,42125
102,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,145.4,"Cabell County, WV",50.5,96582,95681,94452,93035,91945,39044,39462,38191,39790,42125
46,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,228.3,"Jackson County, WV",61.0,29170,29188,28908,28695,28576,44675,43544,45199,48731,50808
31,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.7,"Jackson County, WV",61.0,29170,29188,28908,28695,28576,44675,43544,45199,48731,50808
125,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,228.2,"Wood County, WV",,86335,85709,85060,84180,83518,41133,46737,44742,45278,49209
102,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,147.3,"Wood County, WV",,86335,85709,85060,84180,83518,41133,46737,44742,45278,49209
110,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,226.8,"Raleigh County, WV",57.66666667,77363,76296,75066,74172,73361,38564,42282,41286,41298,45386
95,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.6,"Raleigh County, WV",57.66666667,77363,76296,75066,74172,73361,38564,42282,41286,41298,45386
82,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,225.4,"Marion County, WV",55.0,56761,56504,56349,56091,56072,43654,45712,46514,46244,51300
66,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,154.1,"Marion County, WV",55.0,56761,56504,56349,56091,56072,43654,45712,46514,46244,51300
30,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,223.6,"Morgan County, WV",60.0,17490,17626,17716,17830,17884,45628,59573,44448,49487,50660
26,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.2,"Morgan County, WV",60.0,17490,17626,17716,17830,17884,45628,59573,44448,49487,50660
21,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,222.0,"Summers County, WV",46.0,13137,12978,12882,12672,12573,35676,31458,32375,34768,37000
17,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.4,"Summers County, WV",46.0,13137,12978,12882,12672,12573,35676,31458,32375,34768,37000
134,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,220.0,"Berkeley County, WV",,111678,113489,115073,117236,119171,54217,56966,59071,59619,63012
106,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,157.6,"Berkeley County, WV",,111678,113489,115073,117236,119171,54217,56966,59071,59619,63012
38,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,219.3,"Nicholas County, WV",55.0,25551,25381,25125,24835,24496,38912,37359,37358,38572,40023
31,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,149.9,"Nicholas County, WV",55.0,25551,25381,25125,24835,24496,38912,37359,37358,38572,40023
61,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,218.9,"Ohio County, WV",52.0,42969,42629,42001,41705,41411,46315,43240,47818,48689,50390
56,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,146.5,"Ohio County, WV",52.0,42969,42629,42001,41705,41411,46315,43240,47818,48689,50390
94,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,218.2,"Harrison County, WV",61.0,68535,68349,67905,67494,67256,46979,46548,51711,47942,53909
87,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,160.1,"Harrison County, WV",61.0,68535,68349,67905,67494,67256,46979,46548,51711,47942,53909
40,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,218.0,"Mineral County, WV",63.0,27417,27375,27223,26953,26868,43159,45437,45144,48578,49704
33,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,157.2,"Mineral County, WV",63.0,27417,27375,27223,26953,26868,43159,45437,45144,48578,49704
23,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.7,"Barbour County, WV",59.0,16973,16749,16515,16487,16441,37330,36485,37255,39776,39710
19,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.3,"Barbour County, WV",59.0,16973,16749,16515,16487,16441,37330,36485,37255,39776,39710
13,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,211.7,"Clay County, WV",57.0,8875,8829,8693,8639,8508,30369,33706,34321,35983,41923
12,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,198.1,"Clay County, WV",57.0,8875,8829,8693,8639,8508,30369,33706,34321,35983,41923
25,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,211.4,"Taylor County, WV",53.0,16930,16952,16914,16828,16695,43652,44598,45400,46370,48294
18,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.5,"Taylor County, WV",53.0,16930,16952,16914,16828,16695,43652,44598,45400,46370,48294
38,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,211.0,"Mason County, WV",45.0,27089,26938,26806,26752,26516,35717,42187,40314,43050,47753
33,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,145.4,"Mason County, WV",45.0,27089,26938,26806,26752,26516,35717,42187,40314,43050,47753
64,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.7,"Jefferson County, WV",47.0,56070,55979,56444,56890,57146,67821,71315,70203,75027,75225
60,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,163.6,"Jefferson County, WV",47.0,56070,55979,56444,56890,57146,67821,71315,70203,75027,75225
16,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,209.5,"Ritchie County, WV",62.0,10084,9985,9851,9748,9554,39501,42154,40636,43717,46131
10,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,116.8,"Ritchie County, WV",62.0,10084,9985,9851,9748,9554,39501,42154,40636,43717,46131
47,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,209.3,"Preston County, WV",45.0,33842,33760,33826,33553,33432,43804,44438,45215,47101,50821
36,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.3,"Preston County, WV",45.0,33842,33760,33826,33553,33432,43804,44438,45215,47101,50821
44,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,208.0,"Hancock County, WV",71.0,29980,29662,29383,29079,28810,42009,44889,44623,47299,51017
35,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,127.5,"Hancock County, WV",71.0,29980,29662,29383,29079,28810,42009,44889,44623,47299,51017
15,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,207.6,"Pocahontas County, WV",57.0,8573,8528,8493,8408,8247,36822,35906,35367,39467,39454
10,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.9,"Pocahontas County, WV",57.0,8573,8528,8493,8408,8247,36822,35906,35367,39467,39454
246,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,206.6,"Kanawha County, WV",41.5,188282,186196,183385,180410,178124,44849,44956,43598,41926,48334
225,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.4,"Kanawha County, WV",41.5,188282,186196,183385,180410,178124,44849,44956,43598,41926,48334
34,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,203.9,"Brooke County, WV",,23190,22663,22373,22129,21939,45272,46020,50775,48342,50900
27,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.6,"Brooke County, WV",,23190,22663,22373,22129,21939,45272,46020,50775,48342,50900
57,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,203.5,"Wayne County, WV",50.0,41211,40724,40215,39961,39402,35537,40881,39355,38704,42095
48,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.3,"Wayne County, WV",50.0,41211,40724,40215,39961,39402,35537,40881,39355,38704,42095
10,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,202.2,"Gilmer County, WV",58.0,8306,8134,8042,7898,7823,36392,35325,35429,38173,40373
9,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,180.8,"Gilmer County, WV",58.0,8306,8134,8042,7898,7823,36392,35325,35429,38173,40373
68,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,202.1,"Putnam County, WV",48.0,56592,56675,56692,56642,56450,58933,56789,59815,61995,66991
57,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.3,"Putnam County, WV",48.0,56592,56675,56692,56642,56450,58933,56789,59815,61995,66991
9,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,199.5,"Wirt County, WV",61.0,5804,5767,5786,5811,5821,42309,37542,42330,44837,48627
6,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,145.3,"Wirt County, WV",61.0,5804,5767,5786,5811,5821,42309,37542,42330,44837,48627
34,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.7,"Hampshire County, WV",61.0,23311,23316,23386,23357,23175,40293,45172,47606,44442,54811
32,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,181.8,"Hampshire County, WV",61.0,23311,23316,23386,23357,23175,40293,45172,47606,44442,54811
50,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.4,"Greenbrier County, WV",14.75,35580,35532,35208,34792,34662,38209,38784,37902,37665,43564
50,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,163.4,"Greenbrier County, WV",14.75,35580,35532,35208,34792,34662,38209,38784,37902,37665,43564
13,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,194.7,"Tyler County, WV",57.0,8958,8967,8800,8740,8591,42696,42429,43951,46054,48345
12,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.3,"Tyler County, WV",57.0,8958,8967,8800,8740,8591,42696,42429,43951,46054,48345
23,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,194.3,"Wetzel County, WV",57.0,15777,15644,15433,15259,15065,41833,42679,41882,44685,46824
22,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,157.0,"Wetzel County, WV",57.0,15777,15644,15433,15259,15065,41833,42679,41882,44685,46824
11,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,194.2,"Tucker County, WV",61.0,7089,7053,6992,6937,6839,38000,42128,39539,48070,47222
11,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.8,"Tucker County, WV",61.0,7089,7053,6992,6937,6839,38000,42128,39539,48070,47222
43,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,192.9,"Marshall County, WV",60.0,32215,31720,31252,30821,30531,48109,42357,41471,50064,53145
41,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.1,"Marshall County, WV",60.0,32215,31720,31252,30821,30531,48109,42357,41471,50064,53145
19,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,188.7,"Hardy County, WV",49.0,13826,13812,13849,13764,13776,41344,40243,44263,43573,46658
12,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,108.7,"Hardy County, WV",49.0,13826,13812,13849,13764,13776,41344,40243,44263,43573,46658
20,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,187.4,"Monroe County, WV",60.0,13573,13487,13382,13289,13275,34974,38395,44230,38171,44655
21,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,177.5,"Monroe County, WV",60.0,13573,13487,13382,13289,13275,34974,38395,44230,38171,44655
11,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.2,"Calhoun County, WV",55.0,7463,7374,7310,7217,7109,36403,33818,33527,36384,37307
7,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,108.0,"Calhoun County, WV",55.0,7463,7374,7310,7217,7109,36403,33818,33527,36384,37307
31,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,176.2,"Upshur County, WV",51.0,24727,24680,24555,24372,24176,40766,40509,37896,41213,45074
30,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,166.1,"Upshur County, WV",51.0,24727,24680,24555,24372,24176,40766,40509,37896,41213,45074
36,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,173.9,"Randolph County, WV",60.0,29212,29034,28894,28814,28695,37185,38549,37208,40064,46285
39,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,165.1,"Randolph County, WV",60.0,29212,29034,28894,28814,28695,37185,38549,37208,40064,46285
20,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,173.5,"Braxton County, WV",61.0,14375,14323,14217,14076,13957,35892,36612,37762,39292,39651
18,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.1,"Braxton County, WV",61.0,14375,14323,14217,14076,13957,35892,36612,37762,39292,39651
72,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,163.4,"Monongalia County, WV",61.0,104681,105643,105782,105651,105612,46718,49725,50621,51070,55652
74,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.1,"Monongalia County, WV",61.0,104681,105643,105782,105651,105612,46718,49725,50621,51070,55652
14,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,155.0,"Grant County, WV",57.0,11651,11602,11627,11630,11568,38370,38477,41040,42146,47400
12,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.9,"Grant County, WV",57.0,11651,11602,11627,11630,11568,38370,38477,41040,42146,47400
10,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,149.7,"Pendleton County, WV",61.0,7103,6977,6973,6984,6969,40257,39951,41281,40415,43451
8,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,110.6,"Pendleton County, WV",61.0,7103,6977,6973,6984,6969,40257,39951,41281,40415,43451
8,West Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,117.6,"Doddridge County, WV",58.0,8703,8576,8518,8556,8448,41115,40524,44370,44725,50642
10,West Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,167.9,"Doddridge County, WV",58.0,8703,8576,8518,8556,8448,41115,40524,44370,44725,50642
10,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,263.0,"Florence County, WI",55.0,4338,4313,4335,4294,4295,46193,47704,50284,53188,58270
7,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,199.6,"Florence County, WI",55.0,4338,4313,4335,4294,4295,46193,47704,50284,53188,58270
14,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,237.1,"Iron County, WI",55.0,5727,5660,5675,5687,5687,42328,41597,41251,44130,48813
10,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.0,"Iron County, WI",55.0,5727,5660,5675,5687,5687,42328,41597,41251,44130,48813
17,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,232.0,"Forest County, WI",57.0,9004,9021,8969,8977,9004,44098,42072,46137,45156,48964
12,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.9,"Forest County, WI",57.0,9004,9021,8969,8977,9004,44098,42072,46137,45156,48964
47,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,226.9,"Clark County, WI",61.0,34358,34485,34571,34705,34774,50187,48675,49718,55245,54296
29,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,124.3,"Clark County, WI",61.0,34358,34485,34571,34705,34774,50187,48675,49718,55245,54296
72,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,223.0,"Marinette County, WI",55.5,40649,40255,40300,40402,40350,48545,44265,47449,50670,54404
53,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.8,"Marinette County, WI",55.5,40649,40255,40300,40402,40350,48545,44265,47449,50670,54404
21,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,220.7,"Ashland County, WI",,15804,15633,15501,15587,15562,40163,41949,43784,44627,47202
21,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,171.0,"Ashland County, WI",,15804,15633,15501,15587,15562,40163,41949,43784,44627,47202
29,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,218.5,"Marquette County, WI",51.0,15119,15130,15280,15418,15574,48508,50032,46901,46964,56790
19,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,147.1,"Marquette County, WI",51.0,15119,15130,15280,15418,15574,48508,50032,46901,46964,56790
42,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,218.2,"Adams County, WI",57.0,20028,19982,19900,20341,20220,42844,42390,44767,43000,53156
29,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.5,"Adams County, WI",57.0,20028,19982,19900,20341,20220,42844,42390,44767,43000,53156
41,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,217.8,"Juneau County, WI",57.0,26307,26345,26460,26593,26687,46051,47938,50931,52891,55787
33,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.0,"Juneau County, WI",57.0,26307,26345,26460,26593,26687,46051,47938,50931,52891,55787
58,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,216.2,"Douglas County, WI",54.0,43495,43359,43328,43143,43150,48715,50340,53091,50637,55651
43,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,137.5,"Douglas County, WI",54.0,43495,43359,43328,43143,43150,48715,50340,53091,50637,55651
83,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,215.0,"Sauk County, WI",,63271,63614,63967,64318,64442,52025,57647,58372,57256,63752
68,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.7,"Sauk County, WI",,63271,63614,63967,64318,64442,52025,57647,58372,57256,63752
5,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,214.0,"Menominee County, WI",60.0,4509,4527,4599,4595,4556,33410,36562,36936,40682,40300
3,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,121.0,"Menominee County, WI",60.0,4509,4527,4599,4595,4556,33410,36562,36936,40682,40300
29,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.4,"Jackson County, WI",57.5,20524,20484,20485,20472,20643,50653,51024,51131,52919,57247
16,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,104.2,"Jackson County, WI",57.5,20524,20484,20485,20472,20643,50653,51024,51131,52919,57247
28,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.0,"Washburn County, WI",36.0,15522,15621,15739,15837,15720,45043,46989,48139,50482,52735
25,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,172.8,"Washburn County, WI",36.0,15522,15621,15739,15837,15720,45043,46989,48139,50482,52735
114,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,208.0,"Dodge County, WI",,87816,87382,87705,87833,87839,56514,56949,57862,63608,61730
79,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,123.5,"Dodge County, WI",,87816,87382,87705,87833,87839,56514,56949,57862,63608,61730
24,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,207.4,"Rusk County, WI",59.0,14124,14101,14148,14110,14178,42289,43075,44780,48448,49860
17,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.3,"Rusk County, WI",59.0,14124,14101,14148,14110,14178,42289,43075,44780,48448,49860
62,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,206.9,"Oneida County, WI",,35303,35329,35236,35444,35595,50297,50938,56170,53805,62765
54,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,162.7,"Oneida County, WI",,35303,35329,35236,35444,35595,50297,50938,56170,53805,62765
891,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,206.7,"Milwaukee County, WI",53.88888889,958421,954841,950172,946969,945726,45905,47666,47795,49771,53505
853,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,147.5,"Milwaukee County, WI",53.88888889,958421,954841,950172,946969,945726,45905,47666,47795,49771,53505
33,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,206.5,"Langlade County, WI",55.0,19048,19083,19175,19236,19189,44635,44522,46910,51334,49597
24,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.6,"Langlade County, WI",55.0,19048,19083,19175,19236,19189,44635,44522,46910,51334,49597
80,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,204.1,"Waupaca County, WI",54.0,51680,51306,51118,51130,50990,54849,52125,58474,58648,61773
58,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.2,"Waupaca County, WI",54.0,51680,51306,51118,51130,50990,54849,52125,58474,58648,61773
29,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,204.1,"Green Lake County, WI",,18698,18596,18720,18849,18913,49493,50386,52917,55512,59458
21,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,123.9,"Green Lake County, WI",,18698,18596,18720,18849,18913,49493,50386,52917,55512,59458
182,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,202.5,"Rock County, WI",55.0,161006,161320,162205,162874,163354,54107,51573,55905,57675,61624
156,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.0,"Rock County, WI",55.0,161006,161320,162205,162874,163354,54107,51573,55905,57675,61624
41,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,200.5,"Waushara County, WI",57.0,23959,24103,24193,24267,24443,49912,47596,47653,52340,55476
30,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.1,"Waushara County, WI",57.0,23959,24103,24193,24267,24443,49912,47596,47653,52340,55476
55,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,200.3,"Monroe County, WI",61.0,45322,45423,45715,46141,46253,52975,56400,55690,58391,60296
39,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.2,"Monroe County, WI",61.0,45322,45423,45715,46141,46253,52975,56400,55690,58391,60296
23,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,199.8,"Lafayette County, WI",43.5,16791,16757,16689,16672,16665,56428,56074,55586,60711,59128
18,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,138.3,"Lafayette County, WI",43.5,16791,16757,16689,16672,16665,56428,56074,55586,60711,59128
163,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,198.5,"Kenosha County, WI",54.0,167910,167867,168356,168926,169561,56414,59622,61312,65013,66460
149,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.9,"Kenosha County, WI",54.0,167910,167867,168356,168926,169561,56414,59622,61312,65013,66460
213,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,198.5,"Racine County, WI",56.0,194672,194846,195825,196357,196311,57367,56246,61118,60349,61691
187,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,138.2,"Racine County, WI",56.0,194672,194846,195825,196357,196311,57367,56246,61118,60349,61691
41,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,196.8,"Lincoln County, WI",,27867,27834,27751,27673,27593,51406,54471,55564,56645,60728
35,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.2,"Lincoln County, WI",,27867,27834,27751,27673,27593,51406,54471,55564,56645,60728
60,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.4,"Polk County, WI",58.0,43218,43224,43397,43568,43783,54946,53661,55180,59990,63910
50,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.9,"Polk County, WI",58.0,43218,43224,43397,43568,43783,54946,53661,55180,59990,63910
