,Primary_State_Name,County,Index_of_Medical_Underservice_Score
0,Alabama,"Autauga County, AL",52.0
1,Alabama,"Bibb County, AL",47.0
2,Alabama,"Blount County, AL",56.0
3,Alabama,"Bullock County, AL",61.0
4,Alabama,"Calhoun County, AL",61.0
5,Alabama,"Cherokee County, AL",56.0
6,Alabama,"Choctaw County, AL",58.0
7,Alabama,"Clay County, AL",60.0
8,Alabama,"Cleburne County, AL",61.0
9,Alabama,"Coffee County, AL",60.0
10,Alabama,"Colbert County, AL",57.0
11,Alabama,"Conecuh County, AL",51.0
12,Alabama,"Coosa County, AL",52.0
13,Alabama,"Covington County, AL",54.0
14,Alabama,"Crenshaw County, AL",58.0
15,Alabama,"Cullman County, AL",51.0
16,Alabama,"Dale County, AL",61.0
17,Alabama,"DeKalb County, AL",50.0
18,Alabama,"Elmore County, AL",48.0
19,Alabama,"Escambia County, AL",53.0
20,Alabama,"Etowah County, AL",54.71428571428572
21,Alabama,"Fayette County, AL",58.0
22,Alabama,"Lamar County, AL",58.0
23,Alabama,"Marion County, AL",50.0
24,Alabama,"Franklin County, AL",59.0
25,Alabama,"Greene County, AL",56.0
26,Alabama,"Hale County, AL",55.0
27,Alabama,"Henry County, AL",60.0
28,Alabama,"Houston County, AL",57.0
29,Alabama,"Jackson County, AL",53.0
30,Alabama,"Jefferson County, AL",55.42857142857143
31,Alabama,"Chambers County, AL",59.5
32,Alabama,"Lauderdale County, AL",58.0
33,Alabama,"Lawrence County, AL",44.0
34,Alabama,"Lee County, AL",55.0
35,Alabama,"Limestone County, AL",49.75
36,Alabama,"Lowndes County, AL",54.0
37,Alabama,"Macon County, AL",28.0
38,Alabama,"Madison County, AL",56.0
39,Alabama,"Marengo County, AL",54.0
40,Alabama,"Marshall County, AL",58.0
41,Alabama,"Mobile County, AL",57.0
42,Alabama,"Montgomery County, AL",48.4
43,Alabama,"Morgan County, AL",59.0
44,Alabama,"Perry County, AL",58.0
45,Alabama,"Pickens County, AL",58.0
46,Alabama,"Randolph County, AL",61.0
47,Alabama,"Russell County, AL",46.0
48,Georgia,"Russell County, AL",46.0
49,Alabama,"Shelby County, AL",49.0
50,Georgia,"Muscogee County, GA",50.333333333333336
51,Alabama,"St. Clair County, AL",42.0
52,Alabama,"Sumter County, AL",40.0
53,Alabama,"Talladega County, AL",45.0
54,Alabama,"Tallapoosa County, AL",53.0
55,Alabama,"Tuscaloosa County, AL",49.75
56,Alabama,"Washington County, AL",32.0
57,Alabama,"Winston County, AL",58.0
58,Alabama,"Barbour County, AL",61.0
59,Alabama,"Butler County, AL",60.0
60,Alabama,"Chilton County, AL",57.0
61,Alabama,"Clarke County, AL",57.0
62,Alabama,"Dallas County, AL",50.0
63,Alabama,"Geneva County, AL",57.0
64,Alabama,"Monroe County, AL",61.0
65,Alabama,"Pike County, AL",60.0
66,Alabama,"Walker County, AL",61.0
67,Alabama,"Wilcox County, AL",51.0
68,Alaska,"Aleutians East Borough, AK",61.0
69,Alaska,"Aleutians West Census Area, AK",61.0
70,Alaska,"Anchorage Borough, AK",61.0
71,Alaska,"Bethel Census Area, AK",47.0
72,Alaska,"Bristol Bay Borough, AK",60.0
73,Alaska,"Valdez-Cordova Census Area, AK",16.666666666666668
74,Alaska,"Yukon-Koyukuk Census Area, AK",54.333333333333336
75,Alaska,"Lake and Peninsula Borough, AK",58.0
76,Alaska,"Nome Census Area, AK",37.0
77,Alaska,"Northwest Arctic Borough, AK",37.0
78,Alaska,"Ketchikan Gateway Borough, AK",60.0
79,Alaska,"Prince of Wales-Hyder Census Area, AK",60.0
80,Alaska,"North Slope Borough, AK",57.0
81,Alaska,"Hoonah-Angoon Census Area, AK",59.0
82,Alaska,"Skagway Municipality, AK",59.0
83,Alaska,"Kusilvak Census Area, AK",32.0
84,Alaska,"Yakutat Borough, AK",60.0
85,Alaska,"Kenai Peninsula Borough, AK",0.0
86,Alaska,"Fairbanks North Star Borough, AK",0.0
87,Alaska,"Haines Borough, AK",0.0
88,Alaska,"Denali Borough, AK",0.0
89,Alaska,"Dillingham Census Area, AK",0.0
90,Alaska,"Kodiak Island Borough, AK",0.0
91,Alaska,"Southeast Fairbanks Census Area, AK",0.0
92,Alaska,"Matanuska-Susitna Borough, AK",0.0
93,Alaska,"Juneau Borough, AK",63.0
94,Alaska,"Wrangell City and Borough, AK",0.0
95,Arizona,"Pima County, AZ",56.5
96,Arizona,"Apache County, AZ",35.0
97,Arizona,"Pinal County, AZ",53.25
98,Arizona,"Cochise County, AZ",58.0
99,Arizona,"Maricopa County, AZ",56.125
100,Arizona,"Gila County, AZ",50.0
101,Arizona,"Graham County, AZ",61.0
102,Arizona,"Greenlee County, AZ",61.0
103,Arizona,"Mohave County, AZ",52.42857142857143
104,Arizona,"Navajo County, AZ",38.0
105,Arizona,"La Paz County, AZ",50.0
106,Arizona,"Santa Cruz County, AZ",61.0
107,Arizona,"Coconino County, AZ",36.66666666666666
108,Arizona,"Yuma County, AZ",50.0
109,Arizona,"Yavapai County, AZ",56.0
110,Arkansas,"Arkansas County, AR",58.0
111,Arkansas,"Ashley County, AR",53.0
112,Arkansas,"Baxter County, AR",46.0
113,Arkansas,"White County, AR",55.25
114,Arkansas,"Craighead County, AR",55.5
115,Arkansas,"Union County, AR",55.333333333333336
116,Arkansas,"Bradley County, AR",58.0
117,Arkansas,"Calhoun County, AR",53.0
118,Arkansas,"Carroll County, AR",47.0
119,Arkansas,"Pulaski County, AR",54.333333333333336
120,Arkansas,"Chicot County, AR",37.0
121,Arkansas,"Clark County, AR",61.0
122,Arkansas,"Clay County, AR",47.0
123,Arkansas,"Cleburne County, AR",57.0
124,Arkansas,"Cleveland County, AR",39.0
125,Arkansas,"Columbia County, AR",58.0
126,Arkansas,"Conway County, AR",50.0
127,Arkansas,"Crawford County, AR",53.0
128,Arkansas,"Crittenden County, AR",34.0
129,Arkansas,"Cross County, AR",39.0
130,Arkansas,"Dallas County, AR",55.0
131,Arkansas,"Benton County, AR",57.5
132,Arkansas,"Desha County, AR",56.0
133,Arkansas,"Pope County, AR",59.5
134,Arkansas,"Drew County, AR",58.0
135,Arkansas,"Faulkner County, AR",58.0
136,Arkansas,"Sebastian County, AR",54.0
137,Arkansas,"Franklin County, AR",48.0
138,Arkansas,"Fulton County, AR",59.0
139,Arkansas,"Greene County, AR",58.0
140,Arkansas,"Hempstead County, AR",45.0
141,Arkansas,"Hot Spring County, AR",56.0
142,Arkansas,"Garland County, AR",60.5
143,Arkansas,"Howard County, AR",60.0
144,Arkansas,"Independence County, AR",46.0
145,Arkansas,"Izard County, AR",57.0
146,Arkansas,"Jackson County, AR",51.0
147,Arkansas,"Jefferson County, AR",50.4
148,Arkansas,"Johnson County, AR",57.0
149,Arkansas,"Lafayette County, AR",29.0
150,Arkansas,"Lawrence County, AR",53.0
151,Arkansas,"Lee County, AR",59.0
152,Arkansas,"Lincoln County, AR",54.0
153,Arkansas,"Little River County, AR",61.0
154,Arkansas,"Logan County, AR",49.0
155,Arkansas,"Lonoke County, AR",45.0
156,Arkansas,"Madison County, AR",33.0
157,Arkansas,"Marion County, AR",61.0
158,Arkansas,"Miller County, AR",61.0
159,Arkansas,"Sevier County, AR",61.0
160,Arkansas,"Mississippi County, AR",61.0
161,Arkansas,"Monroe County, AR",46.0
162,Arkansas,"Montgomery County, AR",30.0
163,Arkansas,"Nevada County, AR",36.0
164,Arkansas,"Newton County, AR",45.0
165,Arkansas,"Ouachita County, AR",58.0
166,Arkansas,"Perry County, AR",42.0
167,Arkansas,"Phillips County, AR",49.0
168,Arkansas,"Pike County, AR",51.0
169,Arkansas,"Poinsett County, AR",53.0
170,Arkansas,"Polk County, AR",60.0
171,Arkansas,"Prairie County, AR",30.0
172,Arkansas,"Randolph County, AR",61.0
173,Arkansas,"Yell County, AR",58.0
174,Arkansas,"Saline County, AR",57.0
175,Arkansas,"Scott County, AR",53.0
176,Arkansas,"Searcy County, AR",39.0
177,Arkansas,"Sharp County, AR",55.0
178,Arkansas,"Washington County, AR",61.0
179,Arkansas,"St. Francis County, AR",59.0
180,Arkansas,"Stone County, AR",39.0
181,Arkansas,"Van Buren County, AR",62.0
182,Arkansas,"Woodruff County, AR",31.0
183,California,"Alameda County, CA",57.16666666666666
184,California,"Amador County, CA",58.0
185,California,"Humboldt County, CA",59.66666666666666
186,California,"San Luis Obispo County, CA",53.0
187,California,"Kings County, CA",59.0
188,California,"Kern County, CA",54.375
189,California,"Riverside County, CA",55.16666666666666
190,California,"Los Angeles County, CA",56.627906976744185
191,California,"Yuba County, CA",55.0
192,California,"Siskiyou County, CA",54.5
193,California,"Imperial County, CA",48.5
194,California,"Orange County, CA",52.333333333333336
195,California,"Shasta County, CA",61.0
196,California,"Contra Costa County, CA",56.0
197,California,"Tehama County, CA",61.0
198,California,"Del Norte County, CA",61.0
199,California,"Sierra County, CA",59.0
200,California,"San Diego County, CA",53.92857142857143
201,California,"Butte County, CA",53.0
202,California,"Fresno County, CA",57.55555555555556
203,California,"Sacramento County, CA",59.5
204,California,"San Francisco County, CA",56.0
205,California,"Santa Barbara County, CA",58.0
206,California,"Trinity County, CA",57.333333333333336
207,California,"San Benito County, CA",57.0
208,California,"Lassen County, CA",59.333333333333336
209,California,"Lake County, CA",55.0
210,California,"Sutter County, CA",58.0
211,California,"Inyo County, CA",57.0
212,California,"Madera County, CA",59.0
213,California,"Marin County, CA",54.0
214,California,"Mariposa County, CA",59.0
215,California,"Mendocino County, CA",59.0
216,California,"Modoc County, CA",53.0
217,California,"Santa Cruz County, CA",47.0
218,California,"Monterey County, CA",60.0
219,California,"Plumas County, CA",54.333333333333336
220,California,"San Bernardino County, CA",54.583333333333336
221,California,"Solano County, CA",55.0
222,California,"Tulare County, CA",56.57142857142857
223,California,"Merced County, CA",57.0
224,California,"El Dorado County, CA",59.5
225,California,"Glenn County, CA",56.0
226,California,"San Joaquin County, CA",54.0
227,California,"San Mateo County, CA",58.0
228,California,"Santa Clara County, CA",57.0
229,California,"Sonoma County, CA",50.833333333333336
230,California,"Stanislaus County, CA",61.0
231,California,"Tuolumne County, CA",54.0
232,California,"Ventura County, CA",61.0
233,California,"Yolo County, CA",53.0
234,Nevada,"Alpine County, CA",67.0
235,Nevada,"Douglas County, NV",60.0
236,Nevada,"Mono County, CA",67.0
237,California,"Nevada County, CA",49.0
238,California,"Napa County, CA",56.5
239,Colorado,"Adams County, CO",14.25
240,Colorado,"Arapahoe County, CO",14.5
241,Colorado,"Archuleta County, CO",50.0
242,Colorado,"Boulder County, CO",42.0
243,Colorado,"Bent County, CO",56.0
244,Colorado,"Fremont County, CO",58.0
245,Colorado,"Cheyenne County, CO",61.0
246,Colorado,"Clear Creek County, CO",47.0
247,Colorado,"Conejos County, CO",38.0
248,Colorado,"Costilla County, CO",23.0
249,Colorado,"Teller County, CO",47.0
250,Colorado,"Crowley County, CO",60.0
251,Colorado,"Dolores County, CO",59.0
252,Colorado,"Delta County, CO",60.0
253,Colorado,"Denver County, CO",55.3
254,Colorado,"Elbert County, CO",58.0
255,Colorado,"Lincoln County, CO",58.0
256,Colorado,"El Paso County, CO",59.5
257,Colorado,"Gilpin County, CO",56.0
258,Colorado,"Las Animas County, CO",48.0
259,Colorado,"Custer County, CO",60.0
260,Colorado,"Otero County, CO",56.0
261,Colorado,"Logan County, CO",61.0
262,Colorado,"Phillips County, CO",61.0
263,Colorado,"Sedgwick County, CO",54.0
264,Colorado,"Mesa County, CO",18.0
265,Colorado,"Montrose County, CO",56.0
266,Colorado,"Ouray County, CO",52.0
267,Colorado,"Prowers County, CO",59.0
268,Colorado,"Pueblo County, CO",55.0
269,Colorado,"Rio Grande County, CO",49.0
270,Colorado,"Saguache County, CO",41.0
271,Colorado,"San Juan County, CO",52.0
272,Colorado,"San Miguel County, CO",54.0
