,Primary_State_Name,County,Index_of_Medical_Underservice_Score
1544,Nevada,"Elko County, NV",35.333333333333336
1545,Nevada,"Lander County, NV",50.0
1546,Nevada,"Lincoln County, NV",51.0
1547,Nevada,"Lyon County, NV",52.0
1548,Nevada,"Pershing County, NV",58.0
1549,Nevada,"Nye County, NV",61.0
1550,Nevada,"Storey County, NV",47.0
1551,Nevada,"Carson City, NV",0.0
1552,Nevada,"Mineral County, NV",55.0
1553,Nevada,"Washoe County, NV",48.0
1554,New Hampshire,"Rockingham County, NH",55.0
1555,New Hampshire,"Carroll County, NH",48.0
1556,New Hampshire,"Hillsborough County, NH",56.5
1557,New Hampshire,"Strafford County, NH",50.0
1558,New Hampshire,"Grafton County, NH",20.4
1559,New Hampshire,"Coos County, NH",0.0
1560,New Hampshire,"Cheshire County, NH",0.0
1561,New Hampshire,"Sullivan County, NH",17.0
1562,New Hampshire,"Windham County, VT",18.33333333333333
1563,Vermont,"Windham County, VT",18.33333333333333
1564,New Hampshire,"Belknap County, NH",58.0
1565,New Hampshire,"Merrimack County, NH",48.0
1566,New Jersey,"Atlantic County, NJ",57.5
1567,New Jersey,"Camden County, NJ",48.0
1568,New Jersey,"Middlesex County, NJ",27.0
1569,New Jersey,"Cumberland County, NJ",39.66666666666666
1570,New Jersey,"Union County, NJ",57.0
1571,New Jersey,"Essex County, NJ",36.25
1572,New Jersey,"Bergen County, NJ",62.0
1573,New Jersey,"Hudson County, NJ",57.0
1574,New Jersey,"Ocean County, NJ",59.0
1575,New Jersey,"Sussex County, NJ",61.0
1576,New Jersey,"Mercer County, NJ",43.0
1577,New Jersey,"Monmouth County, NJ",52.0
1578,New Jersey,"Passaic County, NJ",57.5
1579,New Jersey,"Warren County, NJ",62.0
1580,New Jersey,"Salem County, NJ",57.0
1581,New Jersey,"Gloucester County, NJ",59.0
1582,New Jersey,"Morris County, NJ",61.5
1583,New Jersey,"Cape May County, NJ",57.0
1584,New Jersey,"Burlington County, NJ",0.0
1585,New Mexico,"Bernalillo County, NM",59.0
1586,New Mexico,"Catron County, NM",44.0
1587,New Mexico,"Chaves County, NM",61.0
1588,New Mexico,"Cibola County, NM",51.0
1589,New Mexico,"Colfax County, NM",54.0
1590,New Mexico,"Curry County, NM",61.0
1591,New Mexico,"Eddy County, NM",54.0
1592,New Mexico,"Grant County, NM",57.0
1593,New Mexico,"Guadalupe County, NM",59.0
1594,New Mexico,"Harding County, NM",24.0
1595,New Mexico,"Hidalgo County, NM",52.0
1596,New Mexico,"Lea County, NM",57.0
1597,New Mexico,"Lincoln County, NM",57.0
1598,New Mexico,"Luna County, NM",49.0
1599,New Mexico,"McKinley County, NM",37.0
1600,New Mexico,"Mora County, NM",47.0
1601,New Mexico,"Santa Fe County, NM",38.66666666666666
1602,New Mexico,"Otero County, NM",53.5
1603,New Mexico,"Taos County, NM",59.333333333333336
1604,New Mexico,"Quay County, NM",55.0
1605,New Mexico,"Rio Arriba County, NM",61.0
1606,New Mexico,"Roosevelt County, NM",59.0
1607,New Mexico,"San Juan County, NM",48.0
1608,New Mexico,"San Miguel County, NM",59.0
1609,New Mexico,"Sandoval County, NM",34.0
1610,New Mexico,"Sierra County, NM",18.0
1611,New Mexico,"Socorro County, NM",50.0
1612,New Mexico,"Torrance County, NM",46.0
1613,New Mexico,"Union County, NM",42.0
1614,New Mexico,"Valencia County, NM",61.0
1615,New Mexico,"De Baca County, NM",0.0
1616,New Mexico,"Dona Ana County, NM",0.0
1617,New York,"Jefferson County, NY",56.5
1618,New York,"Albany County, NY",53.0
1619,New York,"Allegany County, NY",61.0
1620,New York,"Wyoming County, NY",61.0
1621,New York,"Bronx County, NY",54.66666666666666
1622,New York,"Columbia County, NY",61.0
1623,New York,"Kings County, NY",54.6
1624,New York,"St. Lawrence County, NY",60.0
1625,New York,"Broome County, NY",49.0
1626,New York,"Cayuga County, NY",56.66666666666666
1627,New York,"Cattaraugus County, NY",58.5
1628,New York,"Chautauqua County, NY",61.0
1629,New York,"Chemung County, NY",60.0
1630,New York,"Cortland County, NY",57.5
1631,New York,"Montgomery County, NY",57.0
1632,New York,"New York County, NY",55.5
1633,New York,"Delaware County, NY",57.333333333333336
1634,New York,"Erie County, NY",56.0
1635,New York,"Hamilton County, NY",57.0
1636,New York,"Herkimer County, NY",57.0
1637,New York,"Livingston County, NY",56.0
1638,New York,"Essex County, NY",18.0
1639,New York,"Warren County, NY",27.0
1640,New York,"Monroe County, NY",54.0
1641,New York,"Suffolk County, NY",56.0
1642,New York,"Otsego County, NY",38.66666666666666
1643,New York,"Franklin County, NY",59.0
1644,New York,"Queens County, NY",56.42857142857143
1645,New York,"Oneida County, NY",56.66666666666666
1646,New York,"Onondaga County, NY",55.0
1647,New York,"Fulton County, NY",60.0
1648,New York,"Orange County, NY",54.5
1649,New York,"Orleans County, NY",60.0
1650,New York,"Oswego County, NY",55.0
1651,New York,"Seneca County, NY",61.0
1652,New York,"Ulster County, NY",59.5
1653,New York,"Rensselaer County, NY",59.333333333333336
1654,New York,"Richmond County, NY",58.5
1655,New York,"Schuyler County, NY",61.0
1656,New York,"Steuben County, NY",59.0
1657,New York,"Rockland County, NY",53.0
1658,New York,"Lewis County, NY",61.0
1659,New York,"Westchester County, NY",35.666666666666664
1660,New York,"Schenectady County, NY",68.0
1661,New York,"Dutchess County, NY",34.333333333333336
1662,New York,"Nassau County, NY",0.0
1663,New York,"Washington County, NY",29.0
1664,New York,"Sullivan County, NY",60.333333333333336
1665,New York,"Tompkins County, NY",50.0
1666,New York,"Niagara County, NY",56.0
1667,New York,"Ontario County, NY",44.0
1668,New York,"Wayne County, NY",44.0
1669,New York,"Greene County, NY",61.0
1670,North Carolina,"Alamance County, NC",53.0
1671,North Carolina,"Alexander County, NC",52.0
1672,North Carolina,"Alleghany County, NC",50.0
1673,North Carolina,"Stanly County, NC",59.5
1674,North Carolina,"Anson County, NC",59.0
1675,North Carolina,"Ashe County, NC",57.0
1676,North Carolina,"Avery County, NC",61.0
1677,North Carolina,"Jackson County, NC",51.5
1678,North Carolina,"Beaufort County, NC",46.0
1679,North Carolina,"Bertie County, NC",36.0
1680,North Carolina,"Bladen County, NC",37.0
1681,North Carolina,"Brunswick County, NC",52.0
1682,North Carolina,"Buncombe County, NC",50.5
1683,North Carolina,"Cabarrus County, NC",60.0
1684,North Carolina,"Caldwell County, NC",56.0
1685,North Carolina,"Camden County, NC",45.0
1686,North Carolina,"Carteret County, NC",59.0
1687,North Carolina,"Caswell County, NC",43.0
1688,North Carolina,"Chatham County, NC",57.0
1689,North Carolina,"Cherokee County, NC",52.0
1690,North Carolina,"Clay County, NC",30.0
1691,North Carolina,"Cleveland County, NC",57.0
1692,North Carolina,"Columbus County, NC",41.0
1693,North Carolina,"Craven County, NC",61.0
1694,North Carolina,"Cumberland County, NC",52.25
1695,North Carolina,"Currituck County, NC",58.0
1696,North Carolina,"Dare County, NC",57.0
1697,North Carolina,"Davidson County, NC",44.0
1698,North Carolina,"Davie County, NC",61.0
1699,North Carolina,"Surry County, NC",54.0
1700,North Carolina,"Duplin County, NC",45.0
1701,North Carolina,"Durham County, NC",55.0
1702,North Carolina,"Iredell County, NC",50.0
1703,North Carolina,"Edgecombe County, NC",46.0
1704,North Carolina,"Forsyth County, NC",55.0
1705,North Carolina,"Franklin County, NC",41.0
1706,North Carolina,"Gaston County, NC",61.5
1707,North Carolina,"Gates County, NC",35.0
1708,North Carolina,"Transylvania County, NC",0.0
1709,North Carolina,"Graham County, NC",56.0
1710,North Carolina,"Granville County, NC",41.0
1711,North Carolina,"Greene County, NC",24.0
1712,North Carolina,"Guilford County, NC",53.5
1713,North Carolina,"Halifax County, NC",34.0
1714,North Carolina,"Harnett County, NC",47.0
1715,North Carolina,"Hertford County, NC",46.0
1716,North Carolina,"Hoke County, NC",42.0
1717,North Carolina,"Lincoln County, NC",61.0
1718,North Carolina,"Hyde County, NC",24.0
1719,North Carolina,"Johnston County, NC",46.0
1720,North Carolina,"Jones County, NC",38.0
1721,North Carolina,"Lenoir County, NC",53.0
1722,North Carolina,"Macon County, NC",52.0
1723,North Carolina,"Madison County, NC",39.0
1724,North Carolina,"Martin County, NC",58.0
1725,North Carolina,"McDowell County, NC",60.0
1726,North Carolina,"Mecklenburg County, NC",51.0
1727,North Carolina,"Mitchell County, NC",41.0
1728,North Carolina,"Montgomery County, NC",49.0
1729,North Carolina,"Nash County, NC",42.0
1730,North Carolina,"New Hanover County, NC",50.0
1731,North Carolina,"Watauga County, NC",20.33333333333333
1732,North Carolina,"Northampton County, NC",37.0
1733,North Carolina,"Onslow County, NC",53.0
1734,North Carolina,"Orange County, NC",58.0
1735,North Carolina,"Pamlico County, NC",47.0
1736,North Carolina,"Pender County, NC",50.0
1737,North Carolina,"Perquimans County, NC",40.0
1738,North Carolina,"Person County, NC",46.0
1739,North Carolina,"Pitt County, NC",51.0
1740,North Carolina,"Polk County, NC",54.0
1741,North Carolina,"Randolph County, NC",61.0
1742,North Carolina,"Richmond County, NC",46.0
1743,North Carolina,"Robeson County, NC",43.0
1744,North Carolina,"Rockingham County, NC",58.0
1745,North Carolina,"Rutherford County, NC",58.0
1746,North Carolina,"Sampson County, NC",49.0
1747,North Carolina,"Scotland County, NC",48.0
1748,North Carolina,"Rowan County, NC",53.0
1749,North Carolina,"Stokes County, NC",57.0
1750,North Carolina,"Swain County, NC",55.0
1751,North Carolina,"Moore County, NC",24.5
1752,North Carolina,"Tyrrell County, NC",31.0
1753,North Carolina,"Union County, NC",54.0
1754,North Carolina,"Vance County, NC",46.0
1755,North Carolina,"Wake County, NC",56.333333333333336
1756,North Carolina,"Warren County, NC",30.0
1757,North Carolina,"Washington County, NC",37.0
1758,North Carolina,"Wayne County, NC",54.0
1759,North Carolina,"Catawba County, NC",57.0
1760,North Carolina,"Wilkes County, NC",47.0
1761,North Carolina,"Wilson County, NC",53.0
1762,North Carolina,"Yadkin County, NC",58.0
1763,North Carolina,"Yancey County, NC",46.0
1764,North Carolina,"Henderson County, NC",0.0
1765,North Carolina,"Chowan County, NC",49.0
1766,North Carolina,"Haywood County, NC",53.0
1767,North Dakota,"Adams County, ND",55.0
1768,North Dakota,"Bottineau County, ND",55.333333333333336
1769,North Dakota,"Mountrail County, ND",56.5
1770,North Dakota,"Benson County, ND",33.0
1771,North Dakota,"Billings County, ND",48.0
1772,North Dakota,"Barnes County, ND",60.0
1773,North Dakota,"Burleigh County, ND",62.0
1774,North Dakota,"Bowman County, ND",58.0
1775,North Dakota,"Burke County, ND",48.0
1776,North Dakota,"Towner County, ND",61.0
1777,North Dakota,"Cass County, ND",55.0
1778,North Dakota,"Cavalier County, ND",61.0
1779,North Dakota,"Dickey County, ND",56.0
1780,North Dakota,"Divide County, ND",54.0
1781,North Dakota,"Dunn County, ND",55.0
1782,North Dakota,"Morton County, ND",53.0
1783,North Dakota,"Stark County, ND",58.5
1784,North Dakota,"Eddy County, ND",56.0
1785,North Dakota,"Emmons County, ND",49.0
1786,North Dakota,"Foster County, ND",58.0
1787,North Dakota,"Golden Valley County, ND",57.0
1788,North Dakota,"Grand Forks County, ND",60.0
1789,North Dakota,"Grant County, ND",58.0
1790,North Dakota,"Griggs County, ND",55.0
1791,North Dakota,"Richland County, ND",46.0
1792,North Dakota,"Hettinger County, ND",54.0
1793,North Dakota,"Stutsman County, ND",56.0
1794,North Dakota,"Kidder County, ND",49.0
1795,North Dakota,"LaMoure County, ND",48.0
1796,North Dakota,"Logan County, ND",54.0
1797,North Dakota,"McHenry County, ND",52.0
1798,North Dakota,"McIntosh County, ND",55.0
1799,North Dakota,"McLean County, ND",60.0
1800,North Dakota,"Ward County, ND",58.0
1801,North Dakota,"Nelson County, ND",56.0
1802,North Dakota,"Oliver County, ND",61.0
1803,North Dakota,"Walsh County, ND",58.0
1804,North Dakota,"Pierce County, ND",56.0
1805,North Dakota,"Ransom County, ND",58.0
1806,North Dakota,"Renville County, ND",60.0
1807,North Dakota,"Rolette County, ND",47.0
1808,North Dakota,"Sargent County, ND",61.0
1809,North Dakota,"Sheridan County, ND",24.0
1810,North Dakota,"Sioux County, ND",39.0
1811,North Dakota,"Slope County, ND",58.0
1812,North Dakota,"Steele County, ND",55.0
1813,North Dakota,"Traill County, ND",60.0
1814,North Dakota,"Pembina County, ND",50.0
1815,North Dakota,"Wells County, ND",57.0
1816,North Dakota,"Mercer County, ND",58.0
1817,North Dakota,"McKenzie County, ND",49.0
1818,North Dakota,"Williams County, ND",49.0
1819,Ohio,"Adams County, OH",47.0
1820,Ohio,"Coshocton County, OH",56.0
1821,Ohio,"Washington County, OH",54.0
1822,Ohio,"Belmont County, OH",56.5
1823,Ohio,"Brown County, OH",60.0
1824,Ohio,"Highland County, OH",59.0
1825,Ohio,"Butler County, OH",55.66666666666666
1826,Ohio,"Clark County, OH",56.5
1827,Ohio,"Clermont County, OH",60.0
1828,Ohio,"Ross County, OH",58.333333333333336
1829,Ohio,"Cuyahoga County, OH",50.45
1830,Ohio,"Darke County, OH",56.0
1831,Ohio,"Hamilton County, OH",53.833333333333336
1832,Ohio,"Stark County, OH",54.25
1833,Ohio,"Franklin County, OH",56.4
1834,Ohio,"Carroll County, OH",56.0
1835,Ohio,"Paulding County, OH",59.0
1836,Ohio,"Fayette County, OH",62.0
1837,Ohio,"Morrow County, OH",60.0
1838,Ohio,"Greene County, OH",57.0
1839,Ohio,"Hardin County, OH",58.0
1840,Ohio,"Harrison County, OH",61.0
1841,Ohio,"Defiance County, OH",58.0
1842,Ohio,"Jackson County, OH",58.0
1843,Ohio,"Jefferson County, OH",49.5
1844,Ohio,"Hocking County, OH",61.0
1845,Ohio,"Lawrence County, OH",59.0
1846,Ohio,"Athens County, OH",59.0
1847,Ohio,"Guernsey County, OH",54.0
1848,Ohio,"Lorain County, OH",58.0
1849,Ohio,"Lucas County, OH",53.55555555555556
1850,Ohio,"Mahoning County, OH",54.0
1851,Ohio,"Noble County, OH",60.0
1852,Ohio,"Holmes County, OH",58.0
1853,Ohio,"Meigs County, OH",60.0
1854,Ohio,"Tuscarawas County, OH",60.0
1855,Ohio,"Monroe County, OH",61.0
1856,Ohio,"Montgomery County, OH",54.5
1857,Ohio,"Morgan County, OH",59.0
1858,Ohio,"Marion County, OH",58.0
1859,Ohio,"Allen County, OH",52.0
1860,Ohio,"Perry County, OH",61.0
1861,Ohio,"Pike County, OH",54.0
1862,Ohio,"Ottawa County, OH",58.0
1863,Ohio,"Putnam County, OH",61.0
1864,Ohio,"Sandusky County, OH",58.0
1865,Ohio,"Scioto County, OH",59.0
1866,Ohio,"Summit County, OH",44.0
1867,Ohio,"Trumbull County, OH",60.0
1868,Ohio,"Vinton County, OH",50.0
1869,Ohio,"Warren County, OH",60.5
1870,Ohio,"Clinton County, OH",55.0
1871,Ohio,"Wood County, OH",61.0
1872,Ohio,"Fairfield County, OH",0.0
1873,Ohio,"Muskingum County, OH",65.0
1874,Ohio,"Van Wert County, OH",72.0
1875,Ohio,"Columbiana County, OH",0.0
1876,Ohio,"Pickaway County, OH",78.0
1877,Ohio,"Ashtabula County, OH",58.0
1878,Ohio,"Medina County, OH",57.0
1879,Ohio,"Portage County, OH",55.0
1880,Ohio,"Richland County, OH",57.0
1881,Ohio,"Lake County, OH",57.0
1882,Ohio,"Miami County, OH",61.0
1883,Ohio,"Erie County, OH",60.0
1884,Ohio,"Knox County, OH",62.0
1885,Ohio,"Union County, OH",82.0
1886,Ohio,"Madison County, OH",72.0
1887,Ohio,"Huron County, OH",66.0
1888,Ohio,"Logan County, OH",73.0
1889,Oklahoma,"Alfalfa County, OK",52.0
1890,Oklahoma,"Atoka County, OK",50.0
1891,Oklahoma,"Caddo County, OK",59.0
1892,Oklahoma,"Canadian County, OK",56.0
1893,Oklahoma,"Oklahoma County, OK",47.625
1894,Oklahoma,"Rogers County, OK",59.0
1895,Oklahoma,"Choctaw County, OK",34.0
1896,Oklahoma,"Cimarron County, OK",60.0
1897,Oklahoma,"Cleveland County, OK",58.5
1898,Oklahoma,"Coal County, OK",48.0
1899,Oklahoma,"Comanche County, OK",52.0
1900,Oklahoma,"Cotton County, OK",60.0
1901,Oklahoma,"Delaware County, OK",33.0
1902,Oklahoma,"Dewey County, OK",60.0
1903,Oklahoma,"Osage County, OK",53.5
1904,Oklahoma,"Garvin County, OK",60.0
1905,Oklahoma,"Grant County, OK",61.0
1906,Oklahoma,"Greer County, OK",56.0
1907,Oklahoma,"Harmon County, OK",44.0
1908,Oklahoma,"Harper County, OK",57.0
1909,Oklahoma,"Haskell County, OK",52.0
1910,Oklahoma,"Hughes County, OK",47.0
1911,Oklahoma,"Jefferson County, OK",42.0
1912,Oklahoma,"Johnston County, OK",28.0
1913,Oklahoma,"Kiowa County, OK",47.0
1914,Oklahoma,"Latimer County, OK",42.0
1915,Oklahoma,"Le Flore County, OK",55.0
1916,Oklahoma,"Lincoln County, OK",62.0
1917,Oklahoma,"Logan County, OK",61.0
1918,Oklahoma,"Love County, OK",61.0
1919,Oklahoma,"Murray County, OK",59.0
1920,Oklahoma,"Muskogee County, OK",61.0
1921,Oklahoma,"Sequoyah County, OK",60.0
1922,Oklahoma,"Marshall County, OK",61.0
1923,Oklahoma,"Mayes County, OK",61.0
1924,Oklahoma,"McClain County, OK",58.0
1925,Oklahoma,"McCurtain County, OK",50.0
1926,Oklahoma,"McIntosh County, OK",56.0
1927,Oklahoma,"Adair County, OK",58.0
1928,Oklahoma,"Garfield County, OK",55.0
1929,Oklahoma,"Kay County, OK",58.25
1930,Oklahoma,"Tulsa County, OK",56.0
1931,Oklahoma,"Cherokee County, OK",57.5
1932,Oklahoma,"Creek County, OK",60.5
1933,Oklahoma,"Nowata County, OK",60.0
1934,Oklahoma,"Blaine County, OK",49.5
1935,Oklahoma,"Okfuskee County, OK",43.0
1936,Oklahoma,"Okmulgee County, OK",48.0
1937,Oklahoma,"Ottawa County, OK",56.0
1938,Oklahoma,"Pawnee County, OK",39.0
1939,Oklahoma,"Pontotoc County, OK",58.0
1940,Oklahoma,"Pottawatomie County, OK",55.0
1941,Oklahoma,"Pushmataha County, OK",51.0
1942,Oklahoma,"Roger Mills County, OK",57.0
1943,Oklahoma,"Seminole County, OK",56.0
1944,Oklahoma,"Wagoner County, OK",56.0
1945,Oklahoma,"Stephens County, OK",59.0
1946,Oklahoma,"Tillman County, OK",46.0
1947,Oklahoma,"Washita County, OK",61.0
1948,Oklahoma,"Woods County, OK",46.0
1949,Oklahoma,"Bryan County, OK",57.0
1950,Oklahoma,"Ellis County, OK",53.0
1951,Oklahoma,"Carter County, OK",57.5
1952,Oklahoma,"Craig County, OK",55.0
1953,Oklahoma,"Jackson County, OK",61.0
1954,Oklahoma,"Washington County, OK",57.0
1955,Oklahoma,"Payne County, OK",60.0
1956,Oklahoma,"Pittsburg County, OK",54.0
1957,Oklahoma,"Noble County, OK",59.0
1958,Oklahoma,"Texas County, OK",61.0
1959,Oregon,"Morrow County, OR",58.5
1960,Oregon,"Josephine County, OR",54.0
1961,Oregon,"Clackamas County, OR",55.5
1962,Oregon,"Coos County, OR",56.5
1963,Oregon,"Benton County, OR",51.0
1964,Oregon,"Union County, OR",58.5
1965,Oregon,"Curry County, OR",61.0
1966,Oregon,"Baker County, OR",52.5
1967,Oregon,"Gilliam County, OR",55.0
1968,Oregon,"Washington County, OR",56.75
1969,Oregon,"Grant County, OR",37.5
1970,Oregon,"Malheur County, OR",57.0
1971,Oregon,"Lane County, OR",56.66666666666666
1972,Oregon,"Douglas County, OR",61.0
1973,Oregon,"Marion County, OR",52.0
1974,Oregon,"Wasco County, OR",59.0
1975,Oregon,"Multnomah County, OR",57.0
1976,Oregon,"Umatilla County, OR",61.0
1977,Oregon,"Polk County, OR",53.333333333333336
1978,Oregon,"Clatsop County, OR",58.333333333333336
1979,Oregon,"Sherman County, OR",50.0
1980,Oregon,"Lake County, OR",36.0
1981,Oregon,"Deschutes County, OR",52.333333333333336
1982,Oregon,"Crook County, OR",57.0
1983,Oregon,"Tillamook County, OR",61.0
1984,Oregon,"Wheeler County, OR",55.0
1985,Oregon,"Yamhill County, OR",60.0
1986,Oregon,"Lincoln County, OR",56.66666666666666
1987,Oregon,"Columbia County, OR",65.0
1988,Oregon,"Hood River County, OR",0.0
1989,Oregon,"Jackson County, OR",0.0
1990,Oregon,"Jefferson County, OR",0.0
1991,Oregon,"Klamath County, OR",0.0
1992,Oregon,"Linn County, OR",58.5
1993,Oregon,"Wallowa County, OR",57.0
1994,Pennsylvania,"Greene County, PA",40.75
1995,Pennsylvania,"Beaver County, PA",54.333333333333336
1996,Pennsylvania,"Allegheny County, PA",53.72727272727273
1997,Pennsylvania,"Butler County, PA",60.0
1998,Pennsylvania,"Lehigh County, PA",51.0
1999,Pennsylvania,"McKean County, PA",56.0
2000,Pennsylvania,"Armstrong County, PA",60.0
2001,Pennsylvania,"Indiana County, PA",57.75
2002,Pennsylvania,"Potter County, PA",61.0
2003,Pennsylvania,"Jefferson County, PA",59.0
2004,Pennsylvania,"Clearfield County, PA",33.666666666666664
2005,Pennsylvania,"Bedford County, PA",56.8
2006,Pennsylvania,"Crawford County, PA",56.5
2007,Pennsylvania,"Centre County, PA",58.4
2008,Pennsylvania,"Huntingdon County, PA",56.5
2009,Pennsylvania,"Juniata County, PA",61.0
2010,Pennsylvania,"Mifflin County, PA",59.0
2011,Pennsylvania,"Cambria County, PA",55.0
2012,Pennsylvania,"Cameron County, PA",59.0
2013,Pennsylvania,"Cumberland County, PA",53.0
2014,Pennsylvania,"Columbia County, PA",57.0
2015,Pennsylvania,"Snyder County, PA",51.0
2016,Pennsylvania,"Berks County, PA",58.0
2017,Pennsylvania,"Venango County, PA",59.66666666666666
2018,Pennsylvania,"Carbon County, PA",57.0
2019,Pennsylvania,"Schuylkill County, PA",57.0
2020,Pennsylvania,"Chester County, PA",57.5
2021,Pennsylvania,"Mercer County, PA",58.5
2022,Pennsylvania,"Lycoming County, PA",55.66666666666666
2023,Pennsylvania,"Wayne County, PA",46.0
2024,Pennsylvania,"Dauphin County, PA",59.5
2025,Pennsylvania,"Tioga County, PA",56.333333333333336
2026,Pennsylvania,"Delaware County, PA",55.0
2027,Pennsylvania,"Clarion County, PA",61.0
2028,Pennsylvania,"Somerset County, PA",57.66666666666666
2029,Pennsylvania,"Philadelphia County, PA",53.285714285714285
2030,Pennsylvania,"Wyoming County, PA",55.0
2031,Pennsylvania,"Erie County, PA",56.66666666666666
2032,Pennsylvania,"Franklin County, PA",54.0
2033,Pennsylvania,"Fayette County, PA",54.5
2034,Pennsylvania,"Forest County, PA",51.0
2035,Pennsylvania,"Fulton County, PA",49.0
2036,Pennsylvania,"Pike County, PA",61.0
2037,Pennsylvania,"Clinton County, PA",58.5
2038,Pennsylvania,"Lackawanna County, PA",61.0
2039,Pennsylvania,"Lancaster County, PA",56.0
2040,Pennsylvania,"Luzerne County, PA",59.2
2041,Pennsylvania,"Adams County, PA",44.0
2042,Pennsylvania,"Lawrence County, PA",61.0
2043,Pennsylvania,"Lebanon County, PA",60.0
2044,Pennsylvania,"Montgomery County, PA",59.5
2045,Pennsylvania,"Bradford County, PA",60.0
2046,Pennsylvania,"Northumberland County, PA",57.0
2047,Pennsylvania,"Northampton County, PA",56.5
2048,Pennsylvania,"Sullivan County, PA",58.0
2049,Pennsylvania,"Susquehanna County, PA",59.0
2050,Pennsylvania,"Washington County, PA",56.75
2051,Pennsylvania,"Perry County, PA",59.0
2052,Pennsylvania,"Westmoreland County, PA",55.5
2053,Pennsylvania,"Blair County, PA",0.0
2054,Pennsylvania,"Monroe County, PA",59.0
2055,Pennsylvania,"York County, PA",56.0
2056,Pennsylvania,"Bucks County, PA",0.0
2057,Rhode Island,"Providence County, RI",41.42857142857143
2058,Rhode Island,"Newport County, RI",60.0
2059,Rhode Island,"Kent County, RI",58.0
2060,Rhode Island,"Washington County, RI",0.0
2061,Rhode Island,"Bristol County, RI",0.0
2062,South Carolina,"Aiken County, SC",54.0
2063,South Carolina,"Allendale County, SC",55.0
2064,South Carolina,"Georgetown County, SC",59.333333333333336
2065,South Carolina,"Bamberg County, SC",55.0
2066,South Carolina,"Barnwell County, SC",56.0
2067,South Carolina,"Anderson County, SC",53.5
2068,South Carolina,"Kershaw County, SC",26.75
2069,South Carolina,"Abbeville County, SC",58.0
2070,South Carolina,"Calhoun County, SC",55.0
2071,South Carolina,"Newberry County, SC",0.0
2072,South Carolina,"Charleston County, SC",56.25
2073,South Carolina,"Chester County, SC",44.0
2074,South Carolina,"Chesterfield County, SC",44.0
2075,South Carolina,"Clarendon County, SC",59.0
2076,South Carolina,"Colleton County, SC",60.0
2077,South Carolina,"Darlington County, SC",59.0
2078,South Carolina,"Dillon County, SC",35.0
2079,South Carolina,"Dorchester County, SC",56.0
2080,South Carolina,"Edgefield County, SC",39.0
2081,South Carolina,"Fairfield County, SC",48.0
2082,South Carolina,"Greenville County, SC",55.333333333333336
2083,South Carolina,"Hampton County, SC",49.0
2084,South Carolina,"Horry County, SC",54.0
2085,South Carolina,"Florence County, SC",58.85714285714285
2086,South Carolina,"Greenwood County, SC",42.5
2087,South Carolina,"Jasper County, SC",41.0
2088,South Carolina,"Lancaster County, SC",49.0
2089,South Carolina,"Lee County, SC",29.0
2090,South Carolina,"Lexington County, SC",58.0
2091,South Carolina,"Richland County, SC",54.5
2092,South Carolina,"Marlboro County, SC",38.0
2093,South Carolina,"McCormick County, SC",35.0
2094,South Carolina,"Orangeburg County, SC",51.0
2095,South Carolina,"Pickens County, SC",59.75
2096,South Carolina,"Saluda County, SC",45.0
2097,South Carolina,"Beaufort County, SC",55.0
2098,South Carolina,"Spartanburg County, SC",57.4
2099,South Carolina,"Sumter County, SC",60.0
2100,South Carolina,"Union County, SC",56.0
2101,South Carolina,"Berkeley County, SC",56.0
2102,South Carolina,"Marion County, SC",56.0
2103,South Carolina,"Williamsburg County, SC",30.0
2104,South Carolina,"Cherokee County, SC",60.0
2105,South Carolina,"York County, SC",59.5
2106,South Carolina,"Oconee County, SC",60.0
2107,South Carolina,"Laurens County, SC",60.0
2108,South Dakota,"Aurora County, SD",38.0
2109,South Dakota,"Meade County, SD",24.0
2110,South Dakota,"Bennett County, SD",40.0
2111,South Dakota,"Lincoln County, SD",55.66666666666666
2112,South Dakota,"Grant County, SD",53.5
2113,South Dakota,"Bon Homme County, SD",61.0
2114,South Dakota,"Buffalo County, SD",46.0
2115,South Dakota,"Butte County, SD",58.0
2116,South Dakota,"Campbell County, SD",56.0
2117,South Dakota,"Turner County, SD",54.0
2118,South Dakota,"Charles Mix County, SD",58.0
2119,South Dakota,"Clark County, SD",52.0
2120,South Dakota,"Corson County, SD",29.0
2121,South Dakota,"Custer County, SD",45.0
2122,South Dakota,"Day County, SD",55.0
2123,South Dakota,"Deuel County, SD",59.0
2124,South Dakota,"Dewey County, SD",44.0
2125,South Dakota,"Douglas County, SD",40.0
2126,South Dakota,"Fall River County, SD",24.0
2127,South Dakota,"Edmunds County, SD",50.0
2128,South Dakota,"Brookings County, SD",51.333333333333336
2129,South Dakota,"Faulk County, SD",58.0
2130,South Dakota,"Gregory County, SD",61.0
2131,South Dakota,"Brown County, SD",58.0
2132,South Dakota,"Hamlin County, SD",59.0
2133,South Dakota,"Hand County, SD",60.0
2134,South Dakota,"Hanson County, SD",56.0
2135,South Dakota,"Harding County, SD",56.0
2136,South Dakota,"Pennington County, SD",52.333333333333336
2137,South Dakota,"Hutchinson County, SD",60.0
2138,South Dakota,"Hyde County, SD",49.0
2139,South Dakota,"Clay County, SD",48.0
2140,South Dakota,"Jackson County, SD",28.0
2141,South Dakota,"Jerauld County, SD",59.0
2142,South Dakota,"Jones County, SD",45.0
2143,South Dakota,"Brule County, SD",0.0
