Age-Adjusted Death Rate,Age-Adjusted Incidence Rate,County,Primary_State_Name
166.4,382.6,Scurry County, Texas
166.4,439.4,Allen County, Indiana
166.4,454.7,Summit County, Ohio
166.3,457,Berrien County, Michigan
166.3,421.8,Union County, Oregon
166.3,489.6,Tipton County, Indiana
166.3,482.3,Rush County, Indiana
166.3,472.8,Irwin County, Georgia
166.3,405.7,Bee County, Texas
166.3,491.5,McDonough County, Illinois
166.3,495,Franklin County, New York
166.2,515.2,Oneida County, New York
166.2,448.8,Dawson County, Georgia
166.2,445.5,Butler County, Ohio
166.2,465.4,Huron County, Michigan
166.2,* ,Wallace County, Kansas
166.1,514.9,Luzerne County, Pennsylvania
166.1,529.3,Montgomery County, New York
166.1,450.6,Boone County, Indiana
166,490.4,Monroe County, Pennsylvania
166,320.2,Schleicher County, Texas
166,487.6,Powell County, Montana
166,459.7,Whiteside County, Illinois
165.9,470.2,Carbon County, Pennsylvania
165.9,467,Sebastian County, Arkansas
165.9,402.4,Floyd County, Texas
165.9,404.9,Cumberland County, Virginia
165.9,491.3,Volusia County, Florida
165.9,292.7,Ferry County, Washington
165.9,455.4,Hancock County, Ohio
165.9,490.5,Franklin County, Missouri
165.8,398.2,Steuben County, Indiana
165.8,483.8,Johnston County, North Carolina
165.8,508.5,West Baton Rouge Parish, Louisiana
165.8,427.7,Humboldt County, California
165.7,471.5,Decatur County, Indiana
165.7,452,Trumbull County, Ohio
165.7,417.2,Cheboygan County, Michigan
165.7,527.3,Camden County, New Jersey
165.7,493.3,Rock County, Wisconsin
165.6,489.4,Heard County, Georgia
165.6,488.4,Putnam County, Georgia
165.6,445.7,Wayne County, Mississippi
165.6,480.9,Cedar County, Iowa
165.6,442.1,Columbia County, Oregon
165.6,366.4,Liberty County, Florida
165.6,432.1,Stone County, Arkansas
165.5,455.3,Pender County, North Carolina
165.5,491.9,Garland County, Arkansas
165.5,462.6,Sumner County, Tennessee
165.4,458.9,Warren County, North Carolina
165.4,469.9,Anderson County, South Carolina
165.4,460.7,Haakon County, South Dakota
165.3,415.7,Lincoln County, Idaho
165.3,493.3,Lincoln County, Nebraska
165.3,377.3,Schley County, Georgia
165.3,401.7,Roger Mills County, Oklahoma
165.3,493.9,Perry County, Illinois
165.3,518.6,Jefferson County, Illinois
165.3,442.5,Middlesex County, Virginia
165.3,410.4,Vernon County, Missouri
165.3,491,Lincoln County, North Carolina
165.3,530.1,Chautauqua County, New York
165.3,478.8,Erie County, Ohio
165.2,* ,Cass County, Minnesota
165.2,313.9,Edwards County, Texas
165.2,477.1,Calloway County, Kentucky
165.2,558.4,Rosebud County, Montana
165.2,364.5,Perkins County, Nebraska
165.1,418,Allegan County, Michigan
165.1,471.1,Harrison County, Missouri
165.1,381.6,Dawes County, Nebraska
165,456.1,Clearfield County, Pennsylvania
165,404.5,Guadalupe County, New Mexico
165,* ,Pine County, Minnesota
164.9,350.1,Pend Oreille County, Washington
164.9,470.8,Porter County, Indiana
164.9,433,Bladen County, North Carolina
164.8,* ,Marion County, Kansas
164.8,429.6,Winston County, Mississippi
164.8,349.4,Sevier County, Arkansas
164.8,461.6,Wilbarger County, Texas
164.7,396.5,Reynolds County, Missouri
164.7,* ,Red Lake County, Minnesota
164.7,433.2,Candler County, Georgia
164.7,458.4,Hoke County, North Carolina
164.7,508.7,Pasco County, Florida
164.7,458.6,Wilkinson County, Georgia
164.7,388.6,Catoosa County, Georgia
164.7,441.9,Bastrop County, Texas
164.7,383.7,Gonzales County, Texas
164.7,417.7,Menominee County, Wisconsin
164.6,* ,Brown County, Kansas
164.6,495.7,Hancock County, Mississippi
164.5,405.1,Cimarron County, Oklahoma
164.5,438.3,Columbus County, North Carolina
164.5,420.5,Crisp County, Georgia
164.5,541.5,Erie County, New York
164.4,445.7,Traill County, North Dakota
164.4,382.7,Del Norte County, California
164.4,461.1,Anderson County, Tennessee
164.4,465.7,Parker County, Texas
164.3,541.8,Fulton County, New York
164.3,447.5,Chambers County, Texas
164.3,392.6,Henry County, Virginia
164.2,447,Victoria County, Texas
164.2,482.8,Columbia County, Wisconsin
164.2,459.5,Hardin County, Texas
164.2,479.2,DeBaca County, New Mexico
164.2,546.5,Bullitt County, Kentucky
164.1,431.6,Belmont County, Ohio
164.1,426.5,Red Willow County, Nebraska
164.1,486.9,Webster County, Iowa
164,424.4,Osage County, Oklahoma
164,491.8,Baltimore County, Maryland
164,449.9,Jackson County, Missouri
164,427.6,Childress County, Texas
163.9,404.1,Campbell County, Virginia
163.9,476.4,Lafayette Parish, Louisiana
163.9,436.1,Harrison County, Texas
163.9,379.6,Storey County, Nevada
163.8,426.9,Seward County, Nebraska
163.8,454.1,Cape Girardeau County, Missouri
163.8,459.9,Florence County, South Carolina
163.8,511,St. James Parish, Louisiana
163.8,457.6,Wood County, Wisconsin
163.7,417.9,Emmet County, Michigan
163.7,432.7,Randolph County, Indiana
163.7,378.9,Spokane County, Washington
163.6,437.1,Okaloosa County, Florida
163.6,481.2,Lake County, Ohio
163.6,493.5,Faulkner County, Arkansas
163.6,427.1,Daviess County, Missouri
163.6,344.1,Goshen County, Wyoming
163.6,475.8,Bossier Parish, Louisiana
163.6,515.3,Franklin Parish, Louisiana
163.5,455.2,Jasper County, Indiana
163.5,359.6,Newton County, Arkansas
163.5,435.6,Umatilla County, Oregon
163.5,457.5,Wood County, Ohio
163.5,428.5,Wharton County, Texas
163.5,451.2,Hopkins County, Texas
163.4,453.9,Sullivan County, New York
163.4,545.2,Wyoming County, New York
163.4,506.2,Desha County, Arkansas
163.3,441.4,Ashe County, North Carolina
163.3,494.1,Brevard County, Florida
163.3,514.8,Lampasas County, Texas
163.3,545.4,Broadwater County, Montana
163.3,417.5,Coffee County, Alabama
163.3,457.6,Lamoille County, Vermont
163.2,443.8,Charles City County, Virginia
163.2,488,Saline County, Arkansas
163.2,395.6,DeKalb County, Alabama
163.2,481.3,Yancey County, North Carolina
163.2,359,Coosa County, Alabama
163.2,475.9,Johnson County, Nebraska
163.1,509.9,Racine County, Wisconsin
163.1,406.5,Payne County, Oklahoma
163.1,493,Scott County, Kentucky
163.1,394.5,Izard County, Arkansas
163.1,490.4,Hancock County, Indiana
163.1,505.8,King William County, Virginia
163.1,416.2,Jones County, Texas
163.1,445.4,Windham County, Vermont
163,510.4,Genesee County, New York
163,456.8,Ballard County, Kentucky
163,401.2,Winkler County, Texas
163,468.1,Silver Bow County, Montana
162.9,443.8,Davidson County, Tennessee
162.9,* ,Sherman County, Kansas
162.9,416.4,Sweetwater County, Wyoming
162.9,420.6,Stanislaus County, California
162.8,* ,Coffey County, Kansas
162.8,* ,Morris County, Kansas
162.8,354.1,Lea County, New Mexico
162.8,474.9,Waldo County, Maine
162.7,483.1,Westmoreland County, Pennsylvania
162.7,452.9,Rutherford County, Tennessee
162.7,425.9,Oktibbeha County, Mississippi
162.7,396.3,Aiken County, South Carolina
162.7,475,Jefferson Parish, Louisiana
162.7,467.7,Catawba County, North Carolina
162.7,443.7,Charlton County, Georgia
162.7,434.8,Gregory County, South Dakota
162.6,490.1,Lincoln County, Montana
162.6,477.2,Livingston Parish, Louisiana
162.6,454.9,Miller County, Missouri
162.6,453.2,Little River County, Arkansas
162.6,408.9,San Augustine County, Texas
162.6,461.7,Alachua County, Florida
162.6,394.9,Newton County, Texas
162.6,518.8,Owen County, Kentucky
162.5,468.3,Franklin County, Ohio
162.5,491.2,Henry County, Iowa
162.5,488.8,Knox County, Ohio
162.5,462.9,Jones County, Mississippi
162.5,448.7,Menominee County, Michigan
162.5,369,White Pine County, Nevada
162.4,* ,Le Sueur County, Minnesota
162.4,466.7,Knox County, Tennessee
162.4,440.7,Braxton County, West Virginia
162.4,479,Merrick County, Nebraska
162.4,384.6,Ontonagon County, Michigan
162.4,506.3,Tyrrell County, North Carolina
162.4,453.9,Monroe County, Wisconsin
162.4,454.6,Mercer County, Ohio
162.3,484.4,Allegheny County, Pennsylvania
162.3,397.9,Iron County, Michigan
162.3,472.2,Orleans County, Vermont
162.3,478,Washington County, Maryland
162.2,350.9,Gates County, North Carolina
162.2,283.9,Oldham County, Texas
162.2,512.2,Clallam County, Washington
162.2,395,Caldwell County, Texas
162.2,459.8,Van Zandt County, Texas
162.2,403.4,Nelson County, North Dakota
162.2,479.8,Blair County, Pennsylvania
162.1,501.9,Habersham County, Georgia
162.1,429.5,Washita County, Oklahoma
162.1,* ,Rock County, Minnesota
162.1,534.4,Clay County, South Dakota
162.1,492.6,Vermilion Parish, Louisiana
162.1,434.6,Burleson County, Texas
162.1,490.7,Stanly County, North Carolina
162,483.6,Tioga County, Pennsylvania
162,456.6,Rusk County, Texas
162,312.6,Bent County, Colorado
162,457.8,Iowa County, Iowa
162,490.3,Woodford County, Kentucky
162,520.4,Marion County, Florida
161.9,433.2,Amherst County, Virginia
161.9,498.4,Delaware County, Pennsylvania
161.9,488.6,Scott County, Iowa
161.9,431.8,Giles County, Tennessee
161.9,452.7,Angelina County, Texas
161.9,443.5,Charles County, Maryland
161.8,476.9,Henry County, Illinois
161.8,453.4,Perry County, Missouri
161.8,439.9,Houston County, Alabama
161.8,421,Gray County, Texas
161.8,479.1,West Feliciana Parish, Louisiana
161.8,529.1,Harrison County, Iowa
161.8,* ,Allen County, Kansas
161.8,437.8,Wilcox County, Georgia
161.8,496.1,Black Hawk County, Iowa
161.7,443.3,Randolph County, Georgia
161.7,409.3,Jeff Davis County, Georgia
161.7,448.2,Shawano County, Wisconsin
161.7,439.2,Bowman County, North Dakota
161.7,493.9,Glenn County, California
161.7,482.4,Hancock County, West Virginia
161.6,436.2,Poweshiek County, Iowa
161.6,481.2,Keokuk County, Iowa
161.6,501.5,Worcester County, Maryland
161.5,385.6,Deaf Smith County, Texas
161.5,470.8,Banks County, Georgia
161.5,448.7,Marion County, Texas
161.4,494.2,Autauga County, Alabama
161.4,365.3,Holmes County, Ohio
161.4,453.4,Rock Island County, Illinois
161.4,495.6,Douglas County, Nebraska
161.4,449.1,Gasconade County, Missouri
161.4,438.9,Green Lake County, Wisconsin
161.4,441.2,Otsego County, Michigan
161.4,507.5,Sussex County, New Jersey
161.4,479.2,York County, Pennsylvania
161.3,476.1,New Castle County, Delaware
161.3,460.7,Barnes County, North Dakota
161.3,469.4,Brooke County, West Virginia
161.3,488.4,Jefferson County, Montana
161.3,* ,St. Louis County, Minnesota
161.3,383.2,St. Croix County, Wisconsin
161.2,470.1,Aroostook County, Maine
161.2,444.1,Berkeley County, South Carolina
161.2,* ,Sedgwick County, Kansas
161.2,474.1,Jasper County, Mississippi
161.1,427,Jerauld County, South Dakota
161.1,391.8,Morgan County, Colorado
161.1,488.4,Independence County, Arkansas
161.1,422.2,Dewey County, Oklahoma
161,457.3,Dare County, North Carolina
161,* ,Carlton County, Minnesota
160.9,424.7,Wilkes County, North Carolina
160.9,443.7,Clinton County, Pennsylvania
160.8,395.8,Yakima County, Washington
160.8,497,Richland County, Illinois
160.8,409,Dakota County, Nebraska
160.8,479.4,Tehama County, California
160.8,484.9,Pulaski County, Arkansas
160.8,437.4,Cass County, Missouri
160.7,446.7,Franklin County, Pennsylvania
160.7,461.4,Garfield County, Nebraska
160.7,527.9,Ocean County, New Jersey
160.7,415.3,Newton County, Indiana
160.6,515,Hyde County, South Dakota
160.6,471.5,Payette County, Idaho
160.5,466,Polk County, Iowa
160.5,539.9,Monona County, Iowa
160.5,382.7,Hale County, Texas
160.5,458.3,Saginaw County, Michigan
160.5,420.7,Whitfield County, Georgia
160.5,472.4,Bartow County, Georgia
160.4,346.1,Washington County, Virginia
160.4,450.2,Johnson County, Missouri
160.4,436.1,Dodge County, Wisconsin
160.3,533.6,Dickinson County, Iowa
160.3,522.5,Rensselaer County, New York
160.3,439.2,Johnson County, Illinois
160.3,520.3,Boone County, Iowa
160.2,* ,Ottawa County, Kansas
160.2,404.7,Winston County, Alabama
160.2,423,Clarendon County, South Carolina
160.1,484.7,Torrance County, New Mexico
160.1,447.9,Ellis County, Texas
160.1,* ,Norman County, Minnesota
160,490.2,Duchesne County, Utah
160,451.6,Eaton County, Michigan
160,477.2,Loudon County, Tennessee
160,482.2,Beadle County, South Dakota
160,473.9,Logan County, Oklahoma
160,534.8,Chenango County, New York
160,435.7,Meagher County, Montana
160,497.9,Gem County, Idaho
160,439.3,Canadian County, Oklahoma
159.9,* ,Trego County, Kansas
159.9,325.4,Madison County, Florida
159.9,462.3,Madison County, Iowa
159.9,505,Warren County, New Jersey
159.8,429.6,Red River County, Texas
159.8,444.4,Wheeler County, Oregon
159.8,430,Butler County, Alabama
159.8,472.6,Douglas County, Georgia
159.8,439.4,Brown County, Indiana
159.7,406.9,Nodaway County, Missouri
159.7,436.8,Stanley County, South Dakota
159.7,449.9,Marion County, Oregon
159.7,406.1,Sheridan County, Nebraska
159.7,459.9,Lebanon County, Pennsylvania
159.7,459.6,Clarion County, Pennsylvania
159.6,442.5,Ritchie County, West Virginia
159.6,383.2,Hale County, Alabama
159.6,* ,Aitkin County, Minnesota
159.6,479.7,Houston County, Georgia
159.6,419.6,Brazoria County, Texas
159.6,487.4,East Baton Rouge Parish, Louisiana
159.5,509.5,Allegany County, Maryland
159.5,488.9,Blount County, Tennessee
159.5,410.4,Jefferson County, Texas
159.5,472.4,Woods County, Oklahoma
159.5,* ,Hodgeman County, Kansas
159.4,332.5,Briscoe County, Texas
159.4,436.8,Montgomery County, North Carolina
159.4,495.2,Atlantic County, New Jersey
159.3,444.3,Ripley County, Indiana
159.3,378,Mason County, Michigan
159.3,473.6,Rockdale County, Georgia
159.3,488.7,Pierce County, Washington
159.3,453.1,La Salle Parish, Louisiana
159.3,457.1,McCormick County, South Carolina
159.3,417.6,Presque Isle County, Michigan
159.3,424,Lauderdale County, Alabama
159.2,462.6,Clay County, Missouri
159.2,475.7,Iredell County, North Carolina
159.2,442.7,Amite County, Mississippi
159.2,434.1,Hampden County, Massachusetts
159.2,483.8,Adams County, Illinois
159.2,465.1,Phelps County, Nebraska
159.1,401.4,Mineral County, Montana
159.1,464.4,Saunders County, Nebraska
159.1,522.6,Cayuga County, New York
159.1,428.9,Dinwiddie County, Virginia
159.1,433.7,Edgar County, Illinois
159.1,491.5,Will County, Illinois
159.1,392.7,Ohio County, Indiana
159,364.4,Pittsylvania County, Virginia
159,401.6,Hempstead County, Arkansas
159,485.2,Sequatchie County, Tennessee
159,449.4,Greene County, North Carolina
159,511.9,Ontario County, New York
159,488.6,Butler County, Pennsylvania
158.9,482.4,Camden County, Georgia
158.9,423.1,Hickman County, Kentucky
158.9,437.9,Scotts Bluff County, Nebraska
158.9,487.1,Burke County, Georgia
158.8,* ,Koochiching County, Minnesota
158.8,501,Jackson County, Iowa
158.8,398.8,Spencer County, Indiana
158.8,360.1,Curry County, New Mexico
158.8,* ,Douglas County, Minnesota
158.7,453.8,Milam County, Texas
158.7,441.9,Wood County, Texas
158.7,484.6,Goochland County, Virginia
158.7,448.7,Berrien County, Georgia
158.7,409.5,Hancock County, Georgia
158.7,422.1,Bledsoe County, Tennessee
158.7,483.8,Beaver County, Pennsylvania
158.6,473.9,Delaware County, New York
158.6,482.2,Benton County, Iowa
158.6,473.3,Barron County, Wisconsin
158.5,501.2,Washington County, Nebraska
158.5,428.5,Solano County, California
158.5,476,Armstrong County, Pennsylvania
158.5,480.5,St. Lawrence County, New York
158.5,514.8,Harford County, Maryland
158.5,462.5,Kosciusko County, Indiana
158.5,454.4,Wabash County, Illinois
158.4,456.3,Warren County, Iowa
158.4,519.1,Herkimer County, New York
158.4,440.7,Choctaw County, Mississippi
158.4,* ,Crow Wing County, Minnesota
158.4,496.2,Morton County, North Dakota
158.4,460.9,Orange County, Vermont
158.4,* ,Brown County, Minnesota
158.3,421.2,Grant County, Washington
158.3,469.7,Cooper County, Missouri
158.3,428.9,Bedford City and County, Virginia
158.3,449,Keith County, Nebraska
158.3,479.9,Pickens County, South Carolina
158.2,456,Baldwin County, Alabama
158.2,* ,Lyon County, Minnesota
158.2,398.7,Titus County, Texas
158.2,436.7,Cooke County, Texas
158.2,477.4,Skagit County, Washington
158.2,457.7,Camp County, Texas
158.2,445.8,Calvert County, Maryland
158.1,422,Armstrong County, Texas
158.1,492.8,Jersey County, Illinois
158.1,408,Graham County, North Carolina
158.1,427.6,Montgomery County, Indiana
158.1,443.7,Houston County, Texas
158,414.3,Greene County, Missouri
158,* ,Wichita County, Kansas
158,410.2,Stephenson County, Illinois
158,480,Gage County, Nebraska
158,393.7,Walton County, Florida
158,403.2,Otero County, New Mexico
158,* ,Lincoln County, Kansas
157.9,* ,Hubbard County, Minnesota
157.9,466.4,Codington County, South Dakota
157.9,395.1,Frederick County, Virginia
157.8,361.8,Zavala County, Texas
157.8,421.9,Twin Falls County, Idaho
157.7,430.3,Sagadahoc County, Maine
157.7,447.6,Hall County, Nebraska
157.7,356.2,Crane County, Texas
157.7,441.3,Ste. Genevieve County, Missouri
157.7,515.1,Clinton County, New York
157.7,484.7,Merrimack County, New Hampshire
157.6,453.7,Rains County, Texas
157.6,408.7,DeSoto County, Florida
157.6,501,Hancock County, Maine
157.6,491.1,Sanders County, Montana
157.6,431.8,Ingham County, Michigan
157.5,433.2,Caledonia County, Vermont
157.5,514.3,Northampton County, Pennsylvania
157.5,530,Burlington County, New Jersey
157.4,* ,Jefferson County, Kansas
157.4,399.8,Isabella County, Michigan
157.4,339.9,Bland County, Virginia
157.4,478.2,Bradford County, Pennsylvania
157.4,473.6,Forsyth County, North Carolina
157.4,434,Elkhart County, Indiana
157.4,503.1,Thayer County, Nebraska
157.3,474.7,Osage County, Missouri
157.3,459.8,Oconee County, South Carolina
157.3,467.6,Sussex County, Delaware
157.3,415.6,Lemhi County, Idaho
157.3,398.5,Clark County, Washington
157.3,* ,Winona County, Minnesota
157.2,378.3,Jefferson County, Florida
157.2,* ,Isanti County, Minnesota
157.2,477,Alexander County, North Carolina
157.2,527.4,Union County, South Dakota
157.2,461.3,Fairfield County, Ohio
157.1,420.7,Green County, Wisconsin
157.1,437.4,Gibson County, Indiana
157.1,449.5,Coles County, Illinois
157.1,520.5,Lake County, Florida
157.1,424,Carter County, Tennessee
157.1,464.7,Mathews County, Virginia
157,291.6,Lander County, Nevada
157,502.8,Broome County, New York
157,451.2,Talbot County, Georgia
157,495.2,Yates County, New York
157,491.5,Marshall County, Iowa
157,442.1,Crawford County, Wisconsin
157,456.9,Dorchester County, South Carolina
157,* ,Goodhue County, Minnesota
157,518.8,Price County, Wisconsin
157,410.9,Charlevoix County, Michigan
156.9,479.7,Berks County, Pennsylvania
156.9,450.8,Wilson County, Tennessee
156.9,496.2,Washington County, Rhode Island
156.9,439.9,Cleveland County, Oklahoma
156.9,* ,Pipestone County, Minnesota
156.9,488.2,Warren County, Illinois
156.9,408.9,Pickett County, Tennessee
156.8,452.3,Grant County, Wisconsin
156.8,* ,Pratt County, Kansas
156.8,405.9,Madison County, Texas
156.8,378.5,Yoakum County, Texas
156.8,489.5,Beaver County, Utah
156.7,490.5,Henry County, Georgia
156.7,490.3,Howard County, Iowa
156.7,500.6,Cattaraugus County, New York
156.7,413.5,Dodge County, Georgia
156.6,530.5,Adams County, Iowa
156.6,375,Eddy County, New Mexico
156.6,447.1,Glynn County, Georgia
156.6,463.6,Hamilton County, Tennessee
156.6,* ,Big Stone County, Minnesota
156.6,367.9,Ozark County, Missouri
156.6,467.8,Georgetown County, South Carolina
156.5,458.1,Hendricks County, Indiana
156.5,* ,Swift County, Minnesota
156.5,477.2,Coweta County, Georgia
156.5,449.5,Cook County, Illinois
156.5,462.8,Fayette County, Iowa
156.5,440.4,Jefferson County, Oregon
156.5,482.6,Clayton County, Georgia
156.5,481.6,Turner County, South Dakota
156.3,466.1,York County, South Carolina
156.3,515.1,Van Buren County, Arkansas
156.3,383.5,Gogebic County, Michigan
156.3,* ,Nobles County, Minnesota
156.3,491.3,Walworth County, Wisconsin
156.3,486.9,Snohomish County, Washington
156.3,459.1,Henry County, Ohio
156.3,441.4,Tuscaloosa County, Alabama
156.2,452.9,Cumberland County, Tennessee
156.2,476.1,Worcester County, Massachusetts
156.2,440.4,Wilson County, North Carolina
156.2,* ,Graham County, Kansas
156.2,464.5,Grant County, South Dakota
156.2,* ,Mower County, Minnesota
156.2,449.1,Jasper County, Iowa
156.2,481.6,Grundy County, Iowa
156.1,470.9,Fluvanna County, Virginia
156.1,439.6,Liberty County, Georgia
156.1,547,Vilas County, Wisconsin
156.1,459,Schoharie County, New York
156.1,516.2,Spencer County, Kentucky
156,396.2,Barry County, Michigan
156,530.3,Cortland County, New York
156,420.3,Henderson County, Illinois
155.9,448.1,Carroll County, Arkansas
155.9,420.7,Owyhee County, Idaho
155.9,434.7,Mahoning County, Ohio
155.9,398.3,Sutter County, California
155.8,* ,McPherson County, Kansas
155.8,422.3,Northampton County, North Carolina
155.8,431,Lavaca County, Texas
155.7,442.7,Chesterfield County, Virginia
155.7,434,Jefferson County, Nebraska
155.7,* ,Reno County, Kansas
155.7,448,Gulf County, Florida
155.7,466.1,Burke County, North Dakota
155.7,* ,Renville County, Minnesota
155.7,480.3,Fayette County, Kentucky
155.7,431.5,Grady County, Georgia
155.6,* ,Meeker County, Minnesota
155.6,* ,Morrison County, Minnesota
155.6,503.3,Gilmer County, Georgia
155.6,468.1,Bristol County, Massachusetts
155.6,453.8,Trempealeau County, Wisconsin
155.6,542.5,Lumpkin County, Georgia
155.5,464.7,Ulster County, New York
155.5,524.1,Adair County, Kentucky
155.5,367.3,Nacogdoches County, Texas
155.5,377.5,Lane County, Oregon
155.4,* ,Chisago County, Minnesota
155.4,478.1,Adams County, Nebraska
155.4,497.1,Linn County, Iowa
155.4,* ,Logan County, Kansas
155.4,432.2,Wayne County, Ohio
155.3,323.3,Wheeler County, Georgia
155.3,448.3,Hood County, Texas
155.3,461.1,Dauphin County, Pennsylvania
155.3,427.5,Saluda County, South Carolina
155.2,522.4,Albany County, New York
155.2,423.3,Lubbock County, Texas
155.2,478.3,Chippewa County, Wisconsin
155.2,409.9,Isle of Wight County, Virginia
155.2,429.4,Pennington County, South Dakota
155.2,405.5,Kerr County, Texas
155.1,413.4,San Joaquin County, California
155.1,* ,Thomas County, Kansas
155.1,459,Simpson County, Mississippi
155.1,484.9,Bottineau County, North Dakota
155.1,499.9,Lewis County, New York
155,490.1,Plymouth County, Massachusetts
155,459.4,Providence County, Rhode Island
155,449.3,Clay County, Tennessee
155,483.2,Hamilton County, Iowa
155,519.9,Butler County, Iowa
155,429.3,Jackson County, Oregon
154.9,487.6,Hughes County, South Dakota
154.9,421.5,Cascade County, Montana
154.9,478.3,Cherokee County, Texas
154.9,442.9,Orleans Parish, Louisiana
154.8,447.9,Henrico County, Virginia
154.7,377.9,Archer County, Texas
154.7,431.5,Jackson County, Wisconsin
154.7,* ,Cook County, Minnesota
154.7,471.2,St. Louis County, Missouri
154.7,* ,Washington County, Kansas
154.6,377,Kemper County, Mississippi
154.6,* ,Freeborn County, Minnesota
154.6,570.9,Renville County, North Dakota
154.6,380.5,Merced County, California
154.5,523.3,Yellowstone County, Montana
154.5,564.5,Towns County, Georgia
154.4,556.5,Montour County, Pennsylvania
154.4,480.3,Cherokee County, North Carolina
154.4,496.3,Piatt County, Illinois
154.4,469.2,Chickasaw County, Iowa
154.4,433.8,Huntingdon County, Pennsylvania
154.4,496.2,St. Tammany Parish, Louisiana
154.3,481.9,Pointe Coupee Parish, Louisiana
154.3,392.6,Schuyler County, Missouri
154.3,521.1,Boone County, Nebraska
154.3,462.2,Mitchell County, Iowa
154.3,420.7,San Jacinto County, Texas
154.3,385.8,Clark County, Nevada
154.2,* ,Dodge County, Minnesota
154.2,398.6,Marquette County, Michigan
154.1,460.5,Taylor County, Iowa
154.1,459.8,McHenry County, Illinois
154.1,* ,Traverse County, Minnesota
154,370,Maries County, Missouri
154,385.6,Cochise County, Arizona
154,433.9,McLennan County, Texas
153.9,449.3,Lexington County, South Carolina
153.9,496.2,Schenectady County, New York
153.8,485.9,Lewis and Clark County, Montana
153.8,400.5,Grand County, Utah
153.8,458.1,Carroll County, Illinois
153.7,467.4,Canyon County, Idaho
153.7,399.9,San Bernardino County, California
153.7,417.2,Crosby County, Texas
153.6,455.8,Hanover County, Virginia
153.6,511.5,Haywood County, North Carolina
153.6,358.6,Frio County, Texas
153.6,388,Stutsman County, North Dakota
153.5,478.2,Day County, South Dakota
153.5,* ,Clay County, Minnesota
153.5,389.2,Fremont County, Wyoming
153.4,* ,Ford County, Kansas
153.4,490.6,Indian River County, Florida
153.4,466.1,Santa Rosa County, Florida
153.4,526.1,Saratoga County, New York
153.4,315.6,Douglas County, Missouri
153.3,425.9,Sacramento County, California
153.3,483.9,Guilford County, North Carolina
153.2,504.9,Monroe County, New York
153.2,502.8,Pamlico County, North Carolina
153.2,398.1,Forest County, Pennsylvania
153.2,505.7,Kingfisher County, Oklahoma
153.1,* ,Jewell County, Kansas
153.1,386.4,Karnes County, Texas
153.1,437.6,McLean County, Illinois
153.1,400.1,Marshall County, Indiana
153.1,402.1,Buckingham County, Virginia
153.1,492.8,Union County, Ohio
153.1,404.8,Lafayette County, Mississippi
153,477.1,Benton County, Indiana
153,418.9,Christian County, Missouri
153,458.8,Washington County, Idaho
153,507.5,Columbia County, Pennsylvania
153,463.4,Richland County, North Dakota
153,433.3,Juniata County, Pennsylvania
153,454.1,Multnomah County, Oregon
152.9,446.1,Madison County, Alabama
152.9,442.8,Berkshire County, Massachusetts
152.9,481.8,Oconto County, Wisconsin
152.8,* ,Fillmore County, Minnesota
152.8,374.6,Tensas Parish, Louisiana
152.8,395.4,Jim Wells County, Texas
152.7,486.8,Carroll County, Maryland
152.7,488.2,Pope County, Illinois
152.7,467.9,Somerset County, Pennsylvania
152.6,478.8,Fond du Lac County, Wisconsin
152.6,445.4,Charleston County, South Carolina
152.6,498.1,Kendall County, Illinois
152.5,603.4,Pickens County, Georgia
152.5,430.3,Burnet County, Texas
152.5,422.7,Ward County, Texas
152.5,447.2,Lincoln County, Maine
152.4,437.1,Auglaize County, Ohio
152.4,453.8,Bartholomew County, Indiana
152.4,394.4,Roberts County, South Dakota
152.4,349.9,Adams County, North Dakota
152.4,433.1,Spotsylvania County, Virginia
152.3,430.6,Richland County, Montana
152.3,398.1,Perquimans County, North Carolina
152.3,458.4,Buchanan County, Iowa
152.3,571.6,Cerro Gordo County, Iowa
152.3,438.6,Clayton County, Iowa
152.2,437.5,Davis County, Iowa
152.2,370.7,Llano County, Texas
152.2,412.9,Calhoun County, Texas
152.1,430.2,Antrim County, Michigan
152.1,386.5,Lamb County, Texas
152,475.4,Greene County, Alabama
152,440.8,Wheatland County, Montana
152,455.2,Washington County, Vermont
152,419.9,Plumas County, California
151.9,461.4,Anne Arundel County, Maryland
151.9,* ,Sherburne County, Minnesota
151.9,496.2,White County, Georgia
151.9,453.9,Yamhill County, Oregon
151.9,481.5,Boone County, Kentucky
151.9,456.5,Washington County, Arkansas
151.8,467.8,Otoe County, Nebraska
151.8,398.7,Stone County, Missouri
151.8,496.2,Orange County, New York
151.8,448.1,Warren County, Missouri
151.7,428.7,Warrick County, Indiana
151.7,436.4,Benton County, Arkansas
151.7,374.7,Kings County, California
151.6,* ,Anoka County, Minnesota
151.5,408,Ravalli County, Montana
151.4,453.4,Cumberland County, Illinois
151.4,445.3,Polk County, Oregon
151.4,* ,Jackson County, Minnesota
151.4,519.2,Onondaga County, New York
151.4,432.1,Mendocino County, California
151.4,* ,Lyon County, Kansas
151.4,506.1,Shelby County, Iowa
151.3,491.5,Barnstable County, Massachusetts
151.2,494.6,Lehigh County, Pennsylvania
151.2,426.3,Wayne County, Pennsylvania
151.1,367.6,Polk County, Missouri
151.1,480.8,Hillsborough County, Florida
151,423.3,Dickinson County, Michigan
