Age-Adjusted Death Rate,Age-Adjusted Incidence Rate,County,Primary_State_Name
116.2,382.7,Santa Clara County, California
116.1,371.3,Fort Bend County, Texas
115.8,456.7,Oconee County, Georgia
115.5,451.4,Marin County, California
115.5,384.8,Franklin County, Idaho
115.4,475.2,Hand County, South Dakota
115.3,397.6,Box Elder County, Utah
115,355.7,Steele County, North Dakota
114.8,339.9,Carson County, Texas
114.7,464.6,Sioux County, Iowa
114.6,380.6,Montgomery County, Maryland
114.3,419.6,Los Alamos County, New Mexico
114,313.4,Custer County, Colorado
113.9,330.7,Santa Cruz County, Arizona
113.8,416,Cache County, Utah
113.8,334.9,Hidalgo County, Texas
113.8,379.3,Cherry County, Nebraska
113.4,406.5,Liberty County, Montana
113.3,391.1,Douglas County, Colorado
112.9,437.9,Lincoln County, South Dakota
112.9,261.5,Lincoln County, Nevada
112.8,364,Juab County, Utah
112.5,413.5,Davis County, Utah
112.4,359.3,Pershing County, Nevada
112.4,295.7,Rich County, Utah
112.4,268.6,Dolores County, Colorado
112.3,436,Knox County, Nebraska
111.3,291.4,Sanpete County, Utah
110.7,271.5,Stanton County, Nebraska
110.7,307,McKenzie County, North Dakota
110,315.2,Towner County, North Dakota
109.4,335.3,Fairfax County, Virginia
109.1,335.8,San Miguel County, Colorado
109,314.3,Zapata County, Texas
108.9,417.3,Morrill County, Nebraska
108.1,299.6,Archuleta County, Colorado
107.6,336.1,Arlington County, Virginia
106.9,430.1,Gilliam County, Oregon
106.7,433.1,Boise County, Idaho
106.6,274.2,Lake County, Colorado
106.5,392.6,Millard County, Utah
106.4,446.3,Cameron Parish, Louisiana
106.4,511,Greeley County, Nebraska
106.4,404.3,Washington County, Utah
105.8,528.2,Edmunds County, South Dakota
105.4,342.9,LaMoure County, North Dakota
105.4,410.1,Blaine County, Idaho
104.8,353.8,Clear Creek County, Colorado
104.6,396.3,Collier County, Florida
104.2,242.9,Catron County, New Mexico
104,264.2,Niobrara County, Wyoming
103.7,300.5,Wayne County, Utah
103.3,342.6,Gunnison County, Colorado
102.7,436.2,Sweet Grass County, Montana
100.5,319.3,Grand County, Colorado
100.3,365.1,Lincoln County, Wyoming
100.2,446.5,Summit County, Utah
99.5,389.2,Madison County, Idaho
99.2,412.5,Grant County, North Dakota
97.6,355.4,Kit Carson County, Colorado
97.5,422.5,Echols County, Georgia
95.9,260.4,Costilla County, Colorado
95.7,371.4,Albany County, Wyoming
94.2,433.7,Hettinger County, North Dakota
94,339.7,Routt County, Colorado
92.9,319.9,Sierra County, California
91.1,359.5,Frontier County, Nebraska
91,439.2,Teton County, Wyoming
84.1,342.5,Oneida County, Idaho
82,303.1,Sublette County, Wyoming
81,211.2,Jeff Davis County, Texas
79.8,318.6,Park County, Colorado
75.6,339.8,Pitkin County, Colorado
75,311.8,Hudspeth County, Texas
73.6,325,Eagle County, Colorado
73.4,290.9,Mono County, California
72.9,373.3,Ouray County, Colorado
70,223.1,Presidio County, Texas
58,244.9,Summit County, Colorado
* ,* ,Arthur County, Nebraska
* ,* ,Banner County, Nebraska
* ,* ,Billings County, North Dakota
* ,600.2,Blaine County, Nebraska
* ,* ,Borden County, Texas
* ,364.3,Campbell County, South Dakota
* ,582.1,Carter County, Montana
* ,* ,Clark County, Idaho
* ,231.3,Culberson County, Texas
* ,447.9,Daggett County, Utah
* ,537.4,Esmeralda County, Nevada
* ,259.4,Eureka County, Nevada
* ,400.5,Garfield County, Montana
* ,282.2,Glasscock County, Texas
* ,521,Golden Valley County, Montana
* ,475.9,Golden Valley County, North Dakota
* ,559.7,Grant County, Nebraska
* ,472.6,Harding County, New Mexico
* ,271.5,Harding County, South Dakota
* ,289.7,Hayes County, Nebraska
* ,317.1,Hinsdale County, Colorado
* ,309.8,Hooker County, Nebraska
* ,251.5,Issaquena County, Mississippi
* ,* ,Kenedy County, Texas
* ,346.1,Kent County, Texas
* ,336.3,Keya Paha County, Nebraska
* ,* ,King County, Texas
* ,583.3,Logan County, Nebraska
* ,* ,Loving County, Texas
* ,260.6,McMullen County, Texas
* ,* ,McPherson County, Nebraska
* ,367.8,Mineral County, Colorado
* ,443.3,Oliver County, North Dakota
* ,446.1,Petroleum County, Montana
* ,395.4,Powder River County, Montana
* ,222.6,Roberts County, Texas
* ,* ,San Juan County, Colorado
* ,398.5,Sheridan County, North Dakota
* ,241,Sioux County, Nebraska
* ,* ,Slope County, North Dakota
* ,313.4,Sterling County, Texas
* ,265,Sully County, South Dakota
* ,314,Terrell County, Texas
* ,384.7,Thomas County, Nebraska
* ,597.1,Treasure County, Montana
* ,294.1,Wheeler County, Nebraska
* ,267.8,Wibaux County, Montana
* ,190.8,Ziebach County, South Dakota
