,STNAME,CTYNAME,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
1603,Missouri,St. Francois County,66232,66356,66674,66737,67215
1604,Missouri,St. Louis County,1001109,997837,996227,995219,994205
1605,Missouri,Saline County,23226,23095,22910,22890,22761
1606,Missouri,Schuyler County,4500,4501,4518,4594,4660
1607,Missouri,Scotland County,4821,4902,4948,4938,4902
1608,Missouri,Scott County,39007,38760,38576,38541,38280
1609,Missouri,Shannon County,8273,8222,8235,8189,8166
1610,Missouri,Shelby County,6101,6044,5995,5997,5930
1611,Missouri,Stoddard County,29736,29498,29364,29264,29025
1612,Missouri,Stone County,31307,31471,31642,31701,31952
1613,Missouri,Sullivan County,6366,6333,6212,6233,6089
1614,Missouri,Taney County,54216,54608,55100,55719,55928
1615,Missouri,Texas County,25660,25805,25650,25506,25398
1616,Missouri,Vernon County,20758,20653,20507,20492,20563
1617,Missouri,Warren County,33532,33871,34448,34766,35649
1618,Missouri,Washington County,24793,24852,24994,24933,24730
1619,Missouri,Wayne County,13431,13236,13303,13132,12873
1620,Missouri,Webster County,37604,38154,38745,39179,39592
1621,Missouri,Worth County,2042,2015,2041,2026,2013
1622,Missouri,Wright County,18146,18185,18210,18187,18289
1623,Missouri,St. Louis city,316010,312633,308233,303419,300576
1624,Montana,Montana,1030475,1040859,1052482,1060665,1068778
1625,Montana,Beaverhead County,9295,9463,9450,9412,9453
1626,Montana,Big Horn County,13312,13458,13483,13365,13319
1627,Montana,Blaine County,6680,6716,6745,6774,6681
1628,Montana,Broadwater County,5714,5785,5917,6072,6237
1629,Montana,Carbon County,10403,10485,10680,10691,10725
1630,Montana,Carter County,1147,1175,1223,1230,1252
1631,Montana,Cascade County,81878,81562,81633,81688,81366
1632,Montana,Chouteau County,5774,5780,5732,5740,5635
1633,Montana,Custer County,12083,11843,11726,11592,11402
1634,Montana,Daniels County,1750,1731,1722,1729,1690
1635,Montana,Dawson County,9577,9263,8952,8680,8613
1636,Montana,Deer Lodge County,9102,9057,9100,9129,9140
1637,Montana,Fallon County,3171,3086,3004,2912,2846
1638,Montana,Fergus County,11307,11349,11281,11117,11050
1639,Montana,Flathead County,95839,97742,100091,102017,103806
1640,Montana,Gallatin County,100882,104739,108576,111682,114434
1641,Montana,Garfield County,1284,1299,1281,1257,1258
1642,Montana,Glacier County,13636,13711,13732,13828,13753
1643,Montana,Golden Valley County,818,810,817,822,821
1644,Montana,Granite County,3163,3286,3356,3371,3379
1645,Montana,Hill County,16438,16448,16469,16342,16484
1646,Montana,Jefferson County,11572,11779,11921,12094,12221
1647,Montana,Judith Basin County,1931,1940,1945,1946,2007
1648,Montana,Lake County,29457,29709,30221,30220,30458
1649,Montana,Lewis and Clark County,66225,66894,67850,68622,69432
1650,Montana,Liberty County,2391,2409,2407,2416,2337
1651,Montana,Lincoln County,19060,19294,19556,19797,19980
1652,Montana,McCone County,1700,1732,1698,1669,1664
1653,Montana,Madison County,8026,8062,8291,8530,8600
1654,Montana,Meagher County,1821,1845,1852,1857,1862
1655,Montana,Mineral County,4192,4124,4235,4307,4397
1656,Montana,Missoula County,114122,116349,117834,118640,119600
1657,Montana,Musselshell County,4628,4646,4632,4632,4633
1658,Montana,Park County,16003,16115,16386,16648,16606
1659,Montana,Petroleum County,474,491,512,512,487
1660,Montana,Phillips County,4146,4113,4113,4060,3954
1661,Montana,Pondera County,6095,6035,5968,5960,5911
1662,Montana,Powder River County,1768,1746,1750,1720,1682
1663,Montana,Powell County,6799,6841,6789,6953,6890
1664,Montana,Prairie County,1140,1159,1099,1070,1077
1665,Montana,Ravalli County,41148,41918,42524,43166,43806
1666,Montana,Richland County,11902,11408,11027,10855,10803
1667,Montana,Roosevelt County,11417,11225,11160,11069,11004
1668,Montana,Rosebud County,9347,9232,9205,9040,8937
1669,Montana,Sanders County,11293,11465,11689,11847,12113
1670,Montana,Sheridan County,3673,3608,3471,3386,3309
1671,Montana,Silver Bow County,34691,34696,34811,34739,34915
1672,Montana,Stillwater County,9425,9360,9419,9483,9642
1673,Montana,Sweet Grass County,3620,3616,3676,3703,3737
1674,Montana,Teton County,6062,6011,6091,6117,6147
1675,Montana,Toole County,5077,4951,4860,4835,4736
1676,Montana,Treasure County,684,680,673,673,696
1677,Montana,Valley County,7621,7532,7402,7406,7396
1678,Montana,Wheatland County,2111,2130,2161,2184,2126
1679,Montana,Wibaux County,1072,1042,1018,1030,969
1680,Montana,Yellowstone County,156529,157914,159266,160029,161300
1681,Nebraska,Nebraska,1891277,1905616,1915947,1925614,1934408
1682,Nebraska,Adams County,31567,31683,31808,31514,31363
1683,Nebraska,Antelope County,6415,6345,6341,6308,6298
1684,Nebraska,Arthur County,451,466,455,462,463
1685,Nebraska,Banner County,711,716,726,725,745
1686,Nebraska,Blaine County,477,470,479,480,465
1687,Nebraska,Boone County,5310,5333,5320,5241,5192
1688,Nebraska,Box Butte County,11325,11176,10835,10733,10783
1689,Nebraska,Boyd County,2002,1980,1955,1950,1919
1690,Nebraska,Brown County,2982,2980,3000,2967,2955
1691,Nebraska,Buffalo County,48578,49104,49350,49352,49659
1692,Nebraska,Burt County,6538,6537,6531,6486,6459
1693,Nebraska,Butler County,8058,7996,8032,8043,8016
1694,Nebraska,Cass County,25421,25647,25935,26189,26248
1695,Nebraska,Cedar County,8518,8604,8515,8453,8402
1696,Nebraska,Chase County,3963,3914,3928,3937,3924
1697,Nebraska,Cherry County,5824,5829,5790,5763,5689
1698,Nebraska,Cheyenne County,10137,10047,9644,9282,8910
1699,Nebraska,Clay County,6291,6135,6186,6202,6203
1700,Nebraska,Colfax County,10717,10712,10700,10734,10709
1701,Nebraska,Cuming County,9075,8957,8947,8935,8846
1702,Nebraska,Custer County,10828,10824,10869,10830,10777
1703,Nebraska,Dakota County,20550,20279,20010,20002,20026
1704,Nebraska,Dawes County,8958,8911,8888,8705,8589
1705,Nebraska,Dawson County,23892,23779,23657,23744,23595
1706,Nebraska,Deuel County,1910,1861,1861,1821,1794
1707,Nebraska,Dixon County,5769,5742,5746,5700,5636
1708,Nebraska,Dodge County,36567,36677,36789,36725,36565
1709,Nebraska,Douglas County,549029,555607,560733,566391,571327
1710,Nebraska,Dundy County,1770,1806,1783,1764,1693
1711,Nebraska,Fillmore County,5553,5622,5561,5535,5462
1712,Nebraska,Franklin County,2977,2994,2974,3013,2979
1713,Nebraska,Frontier County,2631,2645,2623,2600,2627
1714,Nebraska,Furnas County,4831,4762,4763,4701,4676
1715,Nebraska,Gage County,21715,21625,21621,21495,21513
1716,Nebraska,Garden County,1916,1907,1890,1890,1837
1717,Nebraska,Garfield County,2014,1994,1986,1974,1969
1718,Nebraska,Gosper County,2025,2025,2028,1996,1990
1719,Nebraska,Grant County,646,665,649,657,623
1720,Nebraska,Greeley County,2435,2400,2363,2355,2356
1721,Nebraska,Hall County,61132,61353,61201,61286,61353
1722,Nebraska,Hamilton County,9141,9158,9194,9260,9324
1723,Nebraska,Harlan County,3441,3451,3415,3386,3380
1724,Nebraska,Hayes County,915,891,893,917,922
1725,Nebraska,Hitchcock County,2879,2828,2806,2801,2762
1726,Nebraska,Holt County,10263,10223,10182,10148,10067
1727,Nebraska,Hooker County,714,683,666,676,682
1728,Nebraska,Howard County,6382,6407,6396,6457,6445
1729,Nebraska,Jefferson County,7221,7181,7176,7098,7046
1730,Nebraska,Johnson County,5239,5213,5169,5115,5071
1731,Nebraska,Kearney County,6558,6561,6492,6539,6495
1732,Nebraska,Keith County,8136,8096,8070,8003,8034
1733,Nebraska,Keya Paha County,797,792,790,806,806
1734,Nebraska,Kimball County,3716,3669,3568,3578,3632
1735,Nebraska,Knox County,8468,8484,8439,8405,8332
1736,Nebraska,Lancaster County,306096,310306,313772,316527,319090
1737,Nebraska,Lincoln County,35501,35487,35265,35148,34914
1738,Nebraska,Logan County,791,792,765,755,748
1739,Nebraska,Loup County,606,616,604,617,664
1740,Nebraska,McPherson County,489,503,493,490,494
1741,Nebraska,Madison County,34999,34979,35132,35189,35099
1742,Nebraska,Merrick County,7805,7838,7859,7733,7755
1743,Nebraska,Morrill County,4925,4867,4796,4674,4642
1744,Nebraska,Nance County,3573,3561,3561,3506,3519
1745,Nebraska,Nemaha County,7005,6973,6957,6957,6972
1746,Nebraska,Nuckolls County,4322,4274,4269,4207,4148
1747,Nebraska,Otoe County,15842,15950,15956,15983,16012
1748,Nebraska,Pawnee County,2691,2699,2621,2623,2613
1749,Nebraska,Perkins County,2932,2892,2886,2902,2891
1750,Nebraska,Phelps County,9217,9193,9050,9006,9034
1751,Nebraska,Pierce County,7190,7144,7093,7145,7148
1752,Nebraska,Platte County,32876,33008,33231,33287,33470
1753,Nebraska,Polk County,5171,5190,5309,5240,5213
1754,Nebraska,Red Willow County,10883,10767,10760,10705,10724
1755,Nebraska,Richardson County,8025,8004,7971,7938,7865
1756,Nebraska,Rock County,1417,1404,1420,1351,1357
1757,Nebraska,Saline County,14196,14228,14365,14336,14224
1758,Nebraska,Sarpy County,175173,178355,181376,184062,187196
1759,Nebraska,Saunders County,20949,20992,21032,21274,21578
1760,Nebraska,Scotts Bluff County,36245,36420,36160,35925,35618
1761,Nebraska,Seward County,16994,17103,17203,17273,17284
1762,Nebraska,Sheridan County,5216,5235,5268,5189,5246
1763,Nebraska,Sherman County,3036,3012,3074,3044,3001
1764,Nebraska,Sioux County,1276,1259,1195,1186,1166
1765,Nebraska,Stanton County,5944,5975,5974,5970,5920
1766,Nebraska,Thayer County,5129,5080,5034,5039,5003
1767,Nebraska,Thomas County,693,722,722,714,722
1768,Nebraska,Thurston County,7073,7139,7196,7274,7224
1769,Nebraska,Valley County,4168,4201,4227,4197,4158
1770,Nebraska,Washington County,19917,20213,20328,20617,20729
1771,Nebraska,Wayne County,9366,9379,9213,9318,9385
1772,Nebraska,Webster County,3592,3566,3505,3534,3487
1773,Nebraska,Wheeler County,779,804,815,802,783
1774,Nebraska,York County,13797,13740,13762,13748,13679
1775,Nevada,Nevada,2866939,2917563,2969905,3027341,3080156
1776,Nevada,Churchill County,23957,23904,24021,24506,24909
1777,Nevada,Clark County,2096717,2138836,2181635,2226115,2266715
1778,Nevada,Douglas County,47404,47834,48030,48489,48905
1779,Nevada,Elko County,51728,52082,52357,52539,52778
1780,Nevada,Esmeralda County,830,826,843,827,873
1781,Nevada,Eureka County,2029,1936,1946,1998,2029
1782,Nevada,Humboldt County,17017,16795,16719,16778,16831
1783,Nevada,Lander County,5873,5684,5579,5547,5532
1784,Nevada,Lincoln County,5136,5154,5191,5237,5183
1785,Nevada,Lyon County,51974,52707,53895,55813,57510
1786,Nevada,Mineral County,4420,4376,4455,4544,4505
1787,Nevada,Nye County,42966,43248,43977,45186,46523
1788,Nevada,Pershing County,6618,6576,6469,6685,6725
1789,Nevada,Storey County,3876,3986,3976,3981,4123
1790,Nevada,Washoe County,442453,449723,456629,464354,471519
1791,Nevada,White Pine County,9873,9749,9651,9540,9580
1792,Nevada,Carson City,54068,54147,54532,55202,55916
1793,New Hampshire,New Hampshire,1336350,1342307,1348787,1353465,1359711
1794,New Hampshire,Belknap County,60370,60747,60872,61145,61303
1795,New Hampshire,Carroll County,47399,47497,48132,48754,48910
1796,New Hampshire,Cheshire County,76288,75975,75963,75901,76085
1797,New Hampshire,Coos County,32343,31916,31396,31486,31563
1798,New Hampshire,Grafton County,89439,90004,89853,89701,89886
1799,New Hampshire,Hillsborough County,408985,411333,413204,414630,417025
1800,New Hampshire,Merrimack County,148649,149063,149830,150650,151391
1801,New Hampshire,Rockingham County,302691,304377,306669,308287,309769
1802,New Hampshire,Strafford County,127038,128311,129841,129797,130633
1803,New Hampshire,Sullivan County,43148,43084,43027,43114,43146
1804,New Jersey,New Jersey,8867949,8870827,8885525,8886025,8882190
1805,New Jersey,Atlantic County,270153,267217,265498,263989,263670
1806,New Jersey,Bergen County,926391,928120,932420,932816,932202
1807,New Jersey,Burlington County,446832,445972,445610,444745,445349
1808,New Jersey,Camden County,507638,507002,506224,506353,506471
1809,New Jersey,Cape May County,94160,93655,93129,92446,92039
1810,New Jersey,Cumberland County,154712,153233,151423,150635,149527
1811,New Jersey,Essex County,790439,792689,796349,798570,798975
1812,New Jersey,Gloucester County,290943,290761,290961,291525,291636
1813,New Jersey,Hudson County,664492,668588,672826,671931,672391
1814,New Jersey,Hunterdon County,125452,124775,124712,124807,124371
1815,New Jersey,Mercer County,368124,367699,368168,368188,367430
1816,New Jersey,Middlesex County,825546,825457,827363,826172,825062
1817,New Jersey,Monmouth County,624079,622971,621990,620459,618795
1818,New Jersey,Morris County,494259,493801,493920,493070,491845
1819,New Jersey,Ocean County,587091,590897,595424,601478,607186
1820,New Jersey,Passaic County,504629,504147,504402,503183,501826
1821,New Jersey,Salem County,63732,63203,62883,62746,62385
1822,New Jersey,Somerset County,329626,329875,330573,330181,328934
1823,New Jersey,Sussex County,143004,141925,141197,140801,140488
1824,New Jersey,Union County,549905,552781,554738,556402,556341
1825,New Jersey,Warren County,106742,106059,105715,105528,105267
1826,New Mexico,New Mexico,2089291,2091630,2091784,2092741,2096829
1827,New Mexico,Bernalillo County,676248,677683,678203,678034,679121
1828,New Mexico,Catron County,3476,3518,3553,3554,3527
1829,New Mexico,Chaves County,65825,65646,65080,64554,64615
1830,New Mexico,Cibola County,27044,27049,26921,26766,26675
1831,New Mexico,Colfax County,12429,12250,12151,12071,11941
1832,New Mexico,Curry County,50290,50283,49794,49338,48954
1833,New Mexico,De Baca County,1873,1835,1805,1779,1748
1834,New Mexico,Doña Ana County,214034,214663,216174,217278,218195
1835,New Mexico,Eddy County,57715,57650,57108,57729,58460
1836,New Mexico,Grant County,28364,28040,27642,27303,26998
1837,New Mexico,Guadalupe County,4350,4369,4410,4334,4300
1838,New Mexico,Harding County,719,687,684,650,625
1839,New Mexico,Hidalgo County,4436,4324,4298,4231,4198
1840,New Mexico,Lea County,71476,70249,69046,69543,71070
1841,New Mexico,Lincoln County,19352,19397,19468,19518,19572
1842,New Mexico,Los Alamos County,17817,18209,18742,18988,19369
1843,New Mexico,Luna County,24367,24362,24100,23877,23709
1844,New Mexico,McKinley County,73462,73028,72423,71911,71367
1845,New Mexico,Mora County,4609,4533,4530,4487,4521
1846,New Mexico,Otero County,64768,65647,66121,66659,67490
1847,New Mexico,Quay County,8445,8390,8299,8242,8253
1848,New Mexico,Rio Arriba County,39370,39245,39235,39023,38921
1849,New Mexico,Roosevelt County,19137,19145,18900,18759,18500
1850,New Mexico,Sandoval County,138521,140464,142689,145096,146748
1851,New Mexico,San Juan County,128246,127954,126917,125499,123958
1852,New Mexico,San Miguel County,28215,28005,27715,27480,27277
1853,New Mexico,Santa Fe County,148098,148758,149491,149761,150358
1854,New Mexico,Sierra County,11236,11117,11064,10949,10791
1855,New Mexico,Socorro County,17152,16964,16832,16704,16637
1856,New Mexico,Taos County,32797,32922,32790,32699,32723
1857,New Mexico,Torrance County,15596,15491,15535,15512,15461
1858,New Mexico,Union County,4163,4154,4180,4108,4059
1859,New Mexico,Valencia County,75661,75599,75884,76305,76688
1860,New York,New York,19654666,19633428,19589572,19530351,19453561
1861,New York,Albany County,307433,307597,307717,306585,305506
1862,New York,Allegany County,47334,47044,46639,46332,46091
1863,New York,Bronx County,1440005,1444417,1440625,1432087,1418207
1864,New York,Broome County,195928,194498,193100,191925,190488
1865,New York,Cattaraugus County,77926,77658,77176,76726,76117
1866,New York,Cayuga County,78298,77674,77457,77121,76576
1867,New York,Chautauqua County,130529,129206,128372,127472,126903
1868,New York,Chemung County,86705,85644,84736,83935,83456
1869,New York,Chenango County,48772,48315,47805,47445,47207
1870,New York,Clinton County,80718,80500,80531,80679,80485
1871,New York,Columbia County,61434,60835,60338,59785,59461
1872,New York,Cortland County,48290,47915,47815,47722,47581
1873,New York,Delaware County,45891,45393,45028,44526,44135
1874,New York,Dutchess County,294039,293029,293545,293939,294218
1875,New York,Erie County,920644,918678,919034,919717,918702
1876,New York,Essex County,37965,37671,37487,37288,36885
1877,New York,Franklin County,50540,51081,50465,50279,50022
1878,New York,Fulton County,53801,53610,53802,53633,53383
1879,New York,Genesee County,58462,58013,57798,57487,57280
1880,New York,Greene County,47616,47494,47442,47381,47188
1881,New York,Hamilton County,4699,4556,4471,4432,4416
1882,New York,Herkimer County,62652,62436,62163,61713,61319
1883,New York,Jefferson County,116371,112980,113157,111866,109834
1884,New York,Kings County,2608794,2608423,2594676,2578074,2559903
1885,New York,Lewis County,26827,26647,26605,26486,26296
1886,New York,Livingston County,64344,64000,63483,63213,62914
1887,New York,Madison County,71636,71387,70942,71117,70941
1888,New York,Monroe County,745577,743770,742724,742864,741770
1889,New York,Montgomery County,49564,49169,49163,49394,49221
1890,New York,Nassau County,1354840,1355952,1357293,1357534,1356924
1891,New York,New York County,1636063,1635443,1630698,1629055,1628706
1892,New York,Niagara County,212358,211554,210848,210060,209281
1893,New York,Oneida County,231264,230375,230011,229474,228671
1894,New York,Onondaga County,466277,464109,461795,461649,460528
1895,New York,Ontario County,109271,109229,109538,109738,109777
1896,New York,Orange County,375803,377799,379758,382126,384940
1897,New York,Orleans County,41481,41247,40786,40655,40352
1898,New York,Oswego County,119735,118895,118427,117515,117124
1899,New York,Otsego County,60504,60132,59920,59810,59493
1900,New York,Putnam County,99185,98761,98856,98814,98320
1901,New York,Queens County,2305838,2306830,2295808,2274605,2253858
1902,New York,Rensselaer County,159436,159294,159200,159283,158714
1903,New York,Richmond County,472349,474040,475671,476260,476143
1904,New York,Rockland County,322919,323258,324622,325522,325789
1905,New York,St. Lawrence County,110348,109449,108699,108327,107740
1906,New York,Saratoga County,226078,227122,229276,230170,229863
1907,New York,Schenectady County,154733,154475,154710,155079,155299
1908,New York,Schoharie County,31405,31304,31255,31146,30999
1909,New York,Schuyler County,18027,17967,17913,17884,17807
1910,New York,Seneca County,34801,34710,34246,34179,34016
1911,New York,Steuben County,97551,96958,96360,95860,95379
1912,New York,Suffolk County,1491967,1486406,1483358,1480830,1476601
1913,New York,Sullivan County,74832,74922,74994,75399,75432
1914,New York,Tioga County,49355,48824,48609,48441,48203
1915,New York,Tompkins County,103006,102942,102664,102419,102180
1916,New York,Ulster County,179658,179042,178635,178418,177573
1917,New York,Warren County,64420,64438,64365,64215,63944
1918,New York,Washington County,62246,61795,61559,61274,61204
1919,New York,Wayne County,91291,90758,90429,90200,89918
1920,New York,Westchester County,968773,970267,969689,968213,967506
1921,New York,Wyoming County,40930,40432,40282,40023,39859
1922,New York,Yates County,25128,25059,25002,24951,24913
1923,North Carolina,North Carolina,10031646,10154788,10268233,10381615,10488084
1924,North Carolina,Alamance County,157037,160283,163276,166514,169509
1925,North Carolina,Alexander County,36960,37133,37143,37331,37497
1926,North Carolina,Alleghany County,10856,10919,10988,11138,11137
1927,North Carolina,Anson County,25602,25165,24829,24470,24446
1928,North Carolina,Ashe County,26628,26600,26787,27099,27203
1929,North Carolina,Avery County,17486,17442,17517,17528,17557
1930,North Carolina,Beaufort County,47389,47369,47033,47056,46994
1931,North Carolina,Bertie County,20162,19423,19263,19106,18947
1932,North Carolina,Bladen County,34083,33638,33443,33151,32722
1933,North Carolina,Brunswick County,122211,126304,130859,136880,142820
1934,North Carolina,Buncombe County,251954,254955,257071,259259,261191
1935,North Carolina,Burke County,89341,89451,90157,90405,90485
1936,North Carolina,Cabarrus County,196396,201639,206988,211597,216453
1937,North Carolina,Caldwell County,81518,81766,81933,82026,82178
1938,North Carolina,Camden County,10282,10397,10532,10676,10867
1939,North Carolina,Carteret County,68712,68808,68921,69438,69473
1940,North Carolina,Caswell County,22813,22755,22616,22634,22604
1941,North Carolina,Catawba County,155527,156448,157852,158687,159551
1942,North Carolina,Chatham County,68263,69642,71189,73127,74470
1943,North Carolina,Cherokee County,27102,27809,27954,28369,28612
1944,North Carolina,Chowan County,14248,14201,14029,14065,13943
1945,North Carolina,Clay County,10623,10749,11004,11124,11231
1946,North Carolina,Cleveland County,96850,96960,97134,97519,97947
1947,North Carolina,Columbus County,56675,56292,56047,55819,55508
1948,North Carolina,Craven County,102853,102632,102492,102338,102139
1949,North Carolina,Cumberland County,331203,333167,330994,333430,335509
1950,North Carolina,Currituck County,25106,25640,26290,27016,27763
1951,North Carolina,Dare County,35468,35829,36199,36607,37009
1952,North Carolina,Davidson County,163486,164270,165180,166358,167609
1953,North Carolina,Davie County,41648,41921,42308,42563,42846
1954,North Carolina,Duplin County,58883,59275,58943,58991,58741
1955,North Carolina,Durham County,300793,307826,312153,316979,321488
1956,North Carolina,Edgecombe County,53743,53283,52756,51984,51472
1957,North Carolina,Forsyth County,367365,371260,375840,379216,382295
1958,North Carolina,Franklin County,63668,64676,66155,67625,69685
1959,North Carolina,Gaston County,212919,216622,219656,222630,224529
1960,North Carolina,Gates County,11531,11569,11514,11563,11562
1961,North Carolina,Graham County,8588,8531,8524,8461,8441
1962,North Carolina,Granville County,58162,58684,59372,59979,60443
1963,North Carolina,Greene County,20950,21078,20963,21106,21069
1964,North Carolina,Guilford County,517053,524265,528243,532607,537174
1965,North Carolina,Halifax County,52182,51815,51311,50634,50010
1966,North Carolina,Harnett County,128034,130674,132395,134336,135976
1967,North Carolina,Haywood County,59646,60405,61005,61890,62317
1968,North Carolina,Henderson County,111847,113583,115216,116500,117417
1969,North Carolina,Hertford County,24373,24209,23923,23878,23677
1970,North Carolina,Hoke County,52739,52981,54138,54695,55234
1971,North Carolina,Hyde County,5426,5434,5240,5026,4937
1972,North Carolina,Iredell County,169453,172466,175634,178332,181806
1973,North Carolina,Jackson County,41305,42622,43224,43600,43938
1974,North Carolina,Johnston County,185104,190843,196374,202692,209339
1975,North Carolina,Jones County,9777,9588,9573,9613,9419
1976,North Carolina,Lee County,59371,59646,60403,61208,61779
1977,North Carolina,Lenoir County,57981,57240,56622,55990,55949
1978,North Carolina,Lincoln County,80607,81229,82557,84092,86111
1979,North Carolina,McDowell County,44967,44866,45083,45465,45756
1980,North Carolina,Macon County,34090,34262,34581,35274,35858
1981,North Carolina,Madison County,21146,21367,21563,21665,21755
1982,North Carolina,Martin County,23262,23122,22763,22660,22440
1983,North Carolina,Mecklenburg County,1033238,1056901,1078128,1093750,1110356
1984,North Carolina,Mitchell County,15071,14996,14992,14996,14964
1985,North Carolina,Montgomery County,27438,27301,27269,27077,27173
1986,North Carolina,Moore County,94013,95405,97368,98805,100880
1987,North Carolina,Nash County,93786,93953,94019,94094,94298
1988,North Carolina,New Hanover County,219422,224809,228728,232256,234473
1989,North Carolina,Northampton County,20533,20127,19890,19698,19483
1990,North Carolina,Onslow County,193114,192314,195066,196915,197938
1991,North Carolina,Orange County,141298,142800,143626,147980,148476
1992,North Carolina,Pamlico County,12741,12765,12638,12633,12726
1993,North Carolina,Pasquotank County,39384,39392,39386,39583,39824
1994,North Carolina,Pender County,57426,58771,60719,62017,63060
1995,North Carolina,Perquimans County,13463,13402,13439,13381,13463
1996,North Carolina,Person County,39190,39270,39338,39436,39490
1997,North Carolina,Pitt County,176071,177171,178607,179575,180742
1998,North Carolina,Polk County,20414,20414,20564,20668,20724
1999,North Carolina,Randolph County,142575,143062,143037,143249,143667
2000,North Carolina,Richmond County,45429,45012,44827,44888,44829
2001,North Carolina,Robeson County,134460,133383,132626,131884,130625
2002,North Carolina,Rockingham County,91657,91308,90791,90617,91010
2003,North Carolina,Rowan County,138497,139410,140356,141128,142088
2004,North Carolina,Rutherford County,66375,66286,66529,66775,67029
2005,North Carolina,Sampson County,63559,63225,63263,63345,63531
2006,North Carolina,Scotland County,35321,35309,35174,34751,34823
2007,North Carolina,Stanly County,60622,60826,61505,62180,62806
2008,North Carolina,Stokes County,46159,45920,45724,45511,45591
2009,North Carolina,Surry County,71998,72008,72107,71959,71783
2010,North Carolina,Swain County,14326,14190,14263,14249,14271
2011,North Carolina,Transylvania County,33157,33393,33767,34173,34385
2012,North Carolina,Tyrrell County,4139,4024,4180,4115,4016
2013,North Carolina,Union County,221949,226279,231350,235830,239859
2014,North Carolina,Vance County,44459,44485,44281,44635,44535
2015,North Carolina,Wake County,1022319,1048335,1071706,1091273,1111761
2016,North Carolina,Warren County,20207,19884,19849,19819,19731
2017,North Carolina,Washington County,12247,12070,11944,11769,11580
2018,North Carolina,Watauga County,53093,54140,55181,56034,56177
2019,North Carolina,Wayne County,124342,124269,123034,123237,123131
2020,North Carolina,Wilkes County,68298,68581,68489,68563,68412
2021,North Carolina,Wilson County,81240,81307,81436,81392,81801
2022,North Carolina,Yadkin County,37619,37653,37588,37481,37667
2023,North Carolina,Yancey County,17550,17610,17697,17873,18069
2024,North Dakota,North Dakota,754066,754434,754942,758080,762062
2025,North Dakota,Adams County,2397,2344,2324,2276,2216
2026,North Dakota,Barnes County,11008,10899,10679,10527,10415
2027,North Dakota,Benson County,6820,6840,6916,6958,6832
2028,North Dakota,Billings County,948,948,922,918,928
2029,North Dakota,Bottineau County,6734,6573,6522,6398,6282
2030,North Dakota,Bowman County,3277,3222,3150,3067,3024
2031,North Dakota,Burke County,2344,2227,2128,2094,2115
2032,North Dakota,Burleigh County,93211,94606,95247,95276,95626
2033,North Dakota,Cass County,170722,174189,177745,180294,181923
2034,North Dakota,Cavalier County,3827,3824,3793,3811,3762
2035,North Dakota,Dickey County,5054,4987,4848,4931,4872
2036,North Dakota,Divide County,2459,2391,2295,2264,2264
2037,North Dakota,Dunn County,4578,4372,4274,4328,4424
2038,North Dakota,Eddy County,2305,2288,2315,2309,2287
2039,North Dakota,Emmons County,3397,3338,3298,3278,3241
2040,North Dakota,Foster County,3325,3309,3249,3207,3210
2041,North Dakota,Golden Valley County,1879,1857,1779,1763,1761
2042,North Dakota,Grand Forks County,70352,70473,70489,70355,69451
2043,North Dakota,Grant County,2396,2379,2363,2354,2274
2044,North Dakota,Griggs County,2288,2258,2244,2228,2231
2045,North Dakota,Hettinger County,2657,2597,2479,2503,2499
2046,North Dakota,Kidder County,2449,2475,2471,2453,2480
2047,North Dakota,LaMoure County,4136,4113,4101,4075,4046
2048,North Dakota,Logan County,1927,1930,1919,1887,1850
2049,North Dakota,McHenry County,5975,5970,5890,5808,5745
2050,North Dakota,McIntosh County,2717,2599,2608,2566,2497
2051,North Dakota,McKenzie County,12794,12572,12688,13594,15024
2052,North Dakota,McLean County,9664,9643,9636,9529,9450
2053,North Dakota,Mercer County,8786,8616,8457,8266,8187
2054,North Dakota,Morton County,30249,30732,30938,31058,31364
2055,North Dakota,Mountrail County,10311,10234,10276,10239,10545
2056,North Dakota,Nelson County,2914,2889,2902,2885,2879
2057,North Dakota,Oliver County,1865,1895,1930,1945,1959
2058,North Dakota,Pembina County,7031,7046,6962,6895,6801
2059,North Dakota,Pierce County,4273,4216,4096,4070,3975
2060,North Dakota,Ramsey County,11664,11557,11596,11580,11519
2061,North Dakota,Ransom County,5451,5375,5303,5224,5218
2062,North Dakota,Renville County,2551,2517,2455,2358,2327
2063,North Dakota,Richland County,16286,16289,16287,16229,16177
2064,North Dakota,Rolette County,14698,14716,14614,14349,14176
2065,North Dakota,Sargent County,3866,3883,3862,3851,3898
2066,North Dakota,Sheridan County,1311,1342,1351,1342,1315
2067,North Dakota,Sioux County,4377,4457,4425,4377,4230
2068,North Dakota,Slope County,781,781,767,761,750
2069,North Dakota,Stark County,31861,30869,30291,30893,31489
2070,North Dakota,Steele County,1915,1912,1906,1892,1890
2071,North Dakota,Stutsman County,21047,21068,21132,20875,20704
2072,North Dakota,Towner County,2251,2249,2244,2185,2189
2073,North Dakota,Traill County,7987,8001,7998,8020,8036
2074,North Dakota,Walsh County,10852,10816,10801,10645,10641
2075,North Dakota,Ward County,70703,69489,68516,67713,67641
2076,North Dakota,Wells County,4095,4049,3994,3908,3834
2077,North Dakota,Williams County,35301,34213,33467,35469,37589
