,STNAME,CTYNAME,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
2881,Virginia,Buckingham County,17017,17051,17038,17043,17148
2882,Virginia,Campbell County,55356,55419,55326,55137,54885
2883,Virginia,Caroline County,29900,30099,30432,30751,30725
2884,Virginia,Carroll County,29870,29789,29812,29741,29791
2885,Virginia,Charles City County,7046,7034,7026,7000,6963
2886,Virginia,Charlotte County,12179,12119,12077,11944,11880
2887,Virginia,Chesterfield County,334915,338479,343276,348281,352802
2888,Virginia,Clarke County,14239,14294,14454,14511,14619
2889,Virginia,Craig County,5136,5120,5062,5102,5131
2890,Virginia,Culpeper County,49551,50319,51235,51795,52605
2891,Virginia,Cumberland County,9756,9745,9828,9857,9932
2892,Virginia,Dickenson County,15201,15014,14722,14526,14318
2893,Virginia,Dinwiddie County,28148,28468,28630,28633,28544
2894,Virginia,Essex County,11096,11077,10969,10896,10953
2895,Virginia,Fairfax County,1140401,1144188,1148728,1148463,1147532
2896,Virginia,Fauquier County,68423,68805,69547,70642,71222
2897,Virginia,Floyd County,15548,15677,15758,15790,15749
2898,Virginia,Fluvanna County,26133,26187,26480,26898,27270
2899,Virginia,Franklin County,56227,56158,56315,56191,56042
2900,Virginia,Frederick County,83493,84638,86456,88173,89313
2901,Virginia,Giles County,16762,16827,16754,16799,16720
2902,Virginia,Gloucester County,37010,37114,37295,37341,37348
2903,Virginia,Goochland County,22165,22485,22703,23219,23753
2904,Virginia,Grayson County,15959,15867,15697,15635,15550
2905,Virginia,Greene County,19183,19309,19593,19692,19819
2906,Virginia,Greensville County,11786,11500,11569,11432,11336
2907,Virginia,Halifax County,35103,34990,34575,34181,33911
2908,Virginia,Hanover County,103071,104290,105674,106886,107766
2909,Virginia,Henrico County,324375,325931,327559,328993,330818
2910,Virginia,Henry County,51940,51645,51346,51050,50557
2911,Virginia,Highland County,2196,2210,2217,2208,2190
2912,Virginia,Isle of Wight County,36159,36326,36571,36972,37109
2913,Virginia,James City County,72819,73930,75274,76033,76523
2914,Virginia,King and Queen County,7085,7054,6999,7045,7025
2915,Virginia,King George County,25414,25947,26337,26612,26836
2916,Virginia,King William County,16282,16405,16684,16919,17148
2917,Virginia,Lancaster County,10825,10771,10725,10696,10603
2918,Virginia,Lee County,24595,24165,23900,23656,23423
2919,Virginia,Loudoun County,374014,385546,397049,405522,413538
2920,Virginia,Louisa County,34611,35304,35912,36784,37591
2921,Virginia,Lunenburg County,12348,12319,12333,12215,12196
2922,Virginia,Madison County,13047,13081,13212,13248,13261
2923,Virginia,Mathews County,8834,8769,8709,8792,8834
2924,Virginia,Mecklenburg County,30922,30813,30693,30624,30587
2925,Virginia,Middlesex County,10686,10749,10625,10733,10582
2926,Virginia,Montgomery County,97317,98172,98142,98532,98535
2927,Virginia,Nelson County,14760,14805,14800,14862,14930
2928,Virginia,New Kent County,20377,21009,21638,22317,23091
2929,Virginia,Northampton County,12080,12002,11872,11761,11710
2930,Virginia,Northumberland County,12241,12176,12271,12168,12095
2931,Virginia,Nottoway County,15606,15495,15432,15400,15232
2932,Virginia,Orange County,35178,35354,35870,36598,37051
2933,Virginia,Page County,23662,23619,23784,23972,23902
2934,Virginia,Patrick County,17960,17796,17713,17663,17608
2935,Virginia,Pittsylvania County,62010,61704,61309,60901,60354
2936,Virginia,Powhatan County,28056,28443,28716,29210,29652
2937,Virginia,Prince Edward County,23120,23020,22678,22906,22802
2938,Virginia,Prince George County,38246,37972,38006,37993,38353
2939,Virginia,Prince William County,450978,456496,463069,466235,470335
2940,Virginia,Pulaski County,34351,34249,34225,34060,34027
2941,Virginia,Rappahannock County,7400,7380,7393,7345,7370
2942,Virginia,Richmond County,8781,8758,8889,8970,9023
2943,Virginia,Roanoke County,93376,93528,93939,94086,94186
2944,Virginia,Rockbridge County,22396,22450,22668,22761,22573
2945,Virginia,Rockingham County,78445,79367,80397,81261,81948
2946,Virginia,Russell County,27854,27422,27046,26795,26586
2947,Virginia,Scott County,22296,22082,21893,21672,21566
2948,Virginia,Shenandoah County,42848,42907,43276,43473,43616
2949,Virginia,Smyth County,31419,31126,30731,30454,30104
2950,Virginia,Southampton County,18136,18080,17841,17713,17631
2951,Virginia,Spotsylvania County,129948,131252,132739,134011,136215
2952,Virginia,Stafford County,140868,143501,146792,149824,152882
2953,Virginia,Surry County,6671,6554,6503,6463,6422
2954,Virginia,Sussex County,11692,11414,11379,11241,11159
2955,Virginia,Tazewell County,42905,42155,41303,41058,40595
2956,Virginia,Warren County,38716,39165,39409,40006,40164
2957,Virginia,Washington County,54268,54100,54179,54067,53740
2958,Virginia,Westmoreland County,17549,17649,17725,17817,18015
2959,Virginia,Wise County,39572,39027,38574,37875,37383
2960,Virginia,Wythe County,29097,28912,28829,28698,28684
2961,Virginia,York County,67802,67832,68022,67976,68280
2962,Virginia,Alexandria city,153654,156698,159215,159069,159428
2963,Virginia,Bristol city,17146,17088,16880,16685,16762
2964,Virginia,Buena Vista city,6529,6435,6482,6494,6478
2965,Virginia,Charlottesville city,46301,46943,47463,47506,47266
2966,Virginia,Chesapeake city,235111,237464,240143,242359,244835
2967,Virginia,Colonial Heights city,17444,17398,17424,17504,17370
2968,Virginia,Covington city,5663,5637,5576,5578,5538
2969,Virginia,Danville city,41947,41665,41044,40649,40044
2970,Virginia,Emporia city,5558,5478,5467,5363,5346
2971,Virginia,Fairfax city,23230,23246,23435,23725,24019
2972,Virginia,Falls Church city,13728,13582,14245,14467,14617
2973,Virginia,Franklin city,8331,8201,8145,8089,7967
2974,Virginia,Fredericksburg city,28043,28360,28498,29171,29036
2975,Virginia,Galax city,6800,6604,6484,6348,6347
2976,Virginia,Hampton city,136264,135374,134725,134330,134510
2977,Virginia,Harrisonburg city,52675,53542,53644,53488,53016
2978,Virginia,Hopewell city,22231,22539,22505,22478,22529
2979,Virginia,Lexington city,7162,7148,7154,7297,7446
2980,Virginia,Lynchburg city,79134,79710,80523,81309,82168
2981,Virginia,Manassas city,41409,41189,41141,41046,41085
2982,Virginia,Manassas Park city,16129,16456,17149,17718,17478
2983,Virginia,Martinsville city,13259,12996,12823,12627,12554
2984,Virginia,Newport News city,180958,180209,179447,178523,179225
2985,Virginia,Norfolk city,246457,245680,244543,243585,242742
2986,Virginia,Norton city,4009,3972,3918,3972,3981
2987,Virginia,Petersburg city,31892,31380,31137,31056,31346
2988,Virginia,Poquoson city,12021,11952,12039,12169,12271
2989,Virginia,Portsmouth city,96336,95165,94838,94750,94398
2990,Virginia,Radford city,17295,17324,17484,18101,18249
2991,Virginia,Richmond city,220856,225369,227230,229221,230436
2992,Virginia,Roanoke city,99669,99337,98986,99009,99143
2993,Virginia,Salem city,25364,25252,25373,25293,25301
2994,Virginia,Staunton city,24185,24156,24325,24562,24932
2995,Virginia,Suffolk city,88079,89194,90108,90975,92108
2996,Virginia,Virginia Beach city,450304,450983,449896,449849,449974
2997,Virginia,Waynesboro city,21542,21757,22242,22531,22630
2998,Virginia,Williamsburg city,14800,14884,14994,15002,14954
2999,Virginia,Winchester city,27480,27785,28178,27962,28078
3000,Washington,Washington,7163657,7294771,7423362,7523869,7614893
3001,Washington,Adams County,19233,19369,19651,19736,19983
3002,Washington,Asotin County,22113,22286,22509,22616,22582
3003,Washington,Benton County,190218,193494,198200,201286,204390
3004,Washington,Chelan County,75041,75855,76298,76752,77200
3005,Washington,Clallam County,73202,74240,75637,76551,77331
3006,Washington,Clark County,456939,465272,474381,481427,488241
3007,Washington,Columbia County,3960,3975,4002,4039,3985
3008,Washington,Cowlitz County,102999,104740,106805,108752,110593
3009,Washington,Douglas County,40545,41366,42027,42749,43429
3010,Washington,Ferry County,7520,7531,7576,7638,7627
3011,Washington,Franklin County,88727,90199,91896,94003,95222
3012,Washington,Garfield County,2222,2246,2215,2240,2225
3013,Washington,Grant County,93527,94221,95357,96672,97733
3014,Washington,Grays Harbor County,71011,71531,72490,73801,75061
3015,Washington,Island County,80022,81692,83250,84227,85141
3016,Washington,Jefferson County,30339,30910,31210,31746,32221
3017,Washington,King County,2126178,2166350,2203836,2228364,2252782
3018,Washington,Kitsap County,259232,263142,266289,269276,271473
3019,Washington,Kittitas County,43095,44922,46176,47358,47935
3020,Washington,Klickitat County,21005,21286,21751,22136,22425
3021,Washington,Lewis County,75437,76693,78320,79569,80707
3022,Washington,Lincoln County,10285,10335,10585,10726,10939
3023,Washington,Mason County,60991,62142,63740,65380,66768
3024,Washington,Okanogan County,41356,41579,41915,42117,42243
3025,Washington,Pacific County,20869,21285,21742,22074,22471
3026,Washington,Pend Oreille County,13087,13131,13358,13586,13724
3027,Washington,Pierce County,843778,862895,879654,893756,904980
3028,Washington,San Juan County,16198,16309,16729,17124,17582
3029,Washington,Skagit County,121559,123603,125860,127835,129205
3030,Washington,Skamania County,11375,11581,11809,11919,12083
3031,Washington,Snohomish County,769698,787110,802089,813059,822083
3032,Washington,Spokane County,488610,496889,505623,513603,522798
3033,Washington,Stevens County,43553,44141,44636,45224,45723
3034,Washington,Thurston County,267978,273714,280269,286056,290536
3035,Washington,Wahkiakum County,4023,4161,4251,4415,4488
3036,Washington,Walla Walla County,59932,60008,60512,60615,60760
3037,Washington,Whatcom County,211836,216417,221410,225197,229247
3038,Washington,Whitman County,48164,48824,49382,49683,50104
3039,Washington,Yakima County,247800,249327,249922,250562,250873
3040,West Virginia,West Virginia,1842050,1831023,1817004,1804291,1792147
3041,West Virginia,Barbour County,16973,16749,16515,16487,16441
3042,West Virginia,Berkeley County,111678,113489,115073,117236,119171
3043,West Virginia,Boone County,23252,22809,22369,21953,21457
3044,West Virginia,Braxton County,14375,14323,14217,14076,13957
3045,West Virginia,Brooke County,23190,22663,22373,22129,21939
3046,West Virginia,Cabell County,96582,95681,94452,93035,91945
3047,West Virginia,Calhoun County,7463,7374,7310,7217,7109
3048,West Virginia,Clay County,8875,8829,8693,8639,8508
3049,West Virginia,Doddridge County,8703,8576,8518,8556,8448
3050,West Virginia,Fayette County,44707,44179,43607,42982,42406
3051,West Virginia,Gilmer County,8306,8134,8042,7898,7823
3052,West Virginia,Grant County,11651,11602,11627,11630,11568
3053,West Virginia,Greenbrier County,35580,35532,35208,34792,34662
3054,West Virginia,Hampshire County,23311,23316,23386,23357,23175
3055,West Virginia,Hancock County,29980,29662,29383,29079,28810
3056,West Virginia,Hardy County,13826,13812,13849,13764,13776
3057,West Virginia,Harrison County,68535,68349,67905,67494,67256
3058,West Virginia,Jackson County,29170,29188,28908,28695,28576
3059,West Virginia,Jefferson County,56070,55979,56444,56890,57146
3060,West Virginia,Kanawha County,188282,186196,183385,180410,178124
3061,West Virginia,Lewis County,16440,16289,16178,16017,15907
3062,West Virginia,Lincoln County,21279,21108,20872,20583,20409
3063,West Virginia,Logan County,34441,33674,33028,32609,32019
3064,West Virginia,McDowell County,19762,19192,18505,18221,17624
3065,West Virginia,Marion County,56761,56504,56349,56091,56072
3066,West Virginia,Marshall County,32215,31720,31252,30821,30531
3067,West Virginia,Mason County,27089,26938,26806,26752,26516
3068,West Virginia,Mercer County,61133,60632,59869,59202,58758
3069,West Virginia,Mineral County,27417,27375,27223,26953,26868
3070,West Virginia,Mingo County,25317,24716,24142,23851,23424
3071,West Virginia,Monongalia County,104681,105643,105782,105651,105612
3072,West Virginia,Monroe County,13573,13487,13382,13289,13275
3073,West Virginia,Morgan County,17490,17626,17716,17830,17884
3074,West Virginia,Nicholas County,25551,25381,25125,24835,24496
3075,West Virginia,Ohio County,42969,42629,42001,41705,41411
3076,West Virginia,Pendleton County,7103,6977,6973,6984,6969
3077,West Virginia,Pleasants County,7499,7490,7455,7505,7460
3078,West Virginia,Pocahontas County,8573,8528,8493,8408,8247
3079,West Virginia,Preston County,33842,33760,33826,33553,33432
3080,West Virginia,Putnam County,56592,56675,56692,56642,56450
3081,West Virginia,Raleigh County,77363,76296,75066,74172,73361
3082,West Virginia,Randolph County,29212,29034,28894,28814,28695
3083,West Virginia,Ritchie County,10084,9985,9851,9748,9554
3084,West Virginia,Roane County,14375,14114,14004,13918,13688
3085,West Virginia,Summers County,13137,12978,12882,12672,12573
3086,West Virginia,Taylor County,16930,16952,16914,16828,16695
3087,West Virginia,Tucker County,7089,7053,6992,6937,6839
3088,West Virginia,Tyler County,8958,8967,8800,8740,8591
3089,West Virginia,Upshur County,24727,24680,24555,24372,24176
3090,West Virginia,Wayne County,41211,40724,40215,39961,39402
3091,West Virginia,Webster County,8635,8557,8348,8274,8114
3092,West Virginia,Wetzel County,15777,15644,15433,15259,15065
3093,West Virginia,Wirt County,5804,5767,5786,5811,5821
3094,West Virginia,Wood County,86335,85709,85060,84180,83518
3095,West Virginia,Wyoming County,22177,21777,21271,20784,20394
3096,Wisconsin,Wisconsin,5760940,5772628,5790186,5807406,5822434
3097,Wisconsin,Adams County,20028,19982,19900,20341,20220
3098,Wisconsin,Ashland County,15804,15633,15501,15587,15562
3099,Wisconsin,Barron County,45367,45242,45141,45150,45244
3100,Wisconsin,Bayfield County,14976,14923,15006,15026,15036
3101,Wisconsin,Brown County,257856,259514,261762,263165,264542
3102,Wisconsin,Buffalo County,13245,13134,13105,13114,13031
3103,Wisconsin,Burnett County,15142,15222,15295,15374,15414
3104,Wisconsin,Calumet County,49818,49607,49995,50132,50089
3105,Wisconsin,Chippewa County,63421,63523,63747,64109,64658
3106,Wisconsin,Clark County,34358,34485,34571,34705,34774
3107,Wisconsin,Columbia County,56682,56875,57244,57333,57532
3108,Wisconsin,Crawford County,16328,16250,16199,16265,16131
3109,Wisconsin,Dane County,523000,531296,537453,541948,546695
3110,Wisconsin,Dodge County,87816,87382,87705,87833,87839
3111,Wisconsin,Door County,27311,27338,27454,27589,27668
3112,Wisconsin,Douglas County,43495,43359,43328,43143,43150
3113,Wisconsin,Dunn County,44267,44354,44714,45091,45368
3114,Wisconsin,Eau Claire County,102080,102907,103582,104355,104646
3115,Wisconsin,Florence County,4338,4313,4335,4294,4295
3116,Wisconsin,Fond du Lac County,101955,102211,102417,103001,103403
3117,Wisconsin,Forest County,9004,9021,8969,8977,9004
3118,Wisconsin,Grant County,52071,51985,51728,51444,51439
3119,Wisconsin,Green County,36931,36787,36877,36924,36960
3120,Wisconsin,Green Lake County,18698,18596,18720,18849,18913
3121,Wisconsin,Iowa County,23585,23430,23676,23722,23678
3122,Wisconsin,Iron County,5727,5660,5675,5687,5687
3123,Wisconsin,Jackson County,20524,20484,20485,20472,20643
3124,Wisconsin,Jefferson County,84488,84464,84733,85049,84769
3125,Wisconsin,Juneau County,26307,26345,26460,26593,26687
3126,Wisconsin,Kenosha County,167910,167867,168356,168926,169561
3127,Wisconsin,Kewaunee County,20324,20380,20401,20395,20434
3128,Wisconsin,La Crosse County,117699,117681,118033,118041,118016
3129,Wisconsin,Lafayette County,16791,16757,16689,16672,16665
3130,Wisconsin,Langlade County,19048,19083,19175,19236,19189
3131,Wisconsin,Lincoln County,27867,27834,27751,27673,27593
3132,Wisconsin,Manitowoc County,79483,79348,79099,79015,78981
3133,Wisconsin,Marathon County,135314,135101,135452,135421,135692
3134,Wisconsin,Marinette County,40649,40255,40300,40402,40350
3135,Wisconsin,Marquette County,15119,15130,15280,15418,15574
3136,Wisconsin,Menominee County,4509,4527,4599,4595,4556
3137,Wisconsin,Milwaukee County,958421,954841,950172,946969,945726
3138,Wisconsin,Monroe County,45322,45423,45715,46141,46253
3139,Wisconsin,Oconto County,37472,37475,37531,37824,37930
3140,Wisconsin,Oneida County,35303,35329,35236,35444,35595
3141,Wisconsin,Outagamie County,183328,184593,185816,186879,187885
3142,Wisconsin,Ozaukee County,87932,88332,88443,89059,89221
3143,Wisconsin,Pepin County,7237,7250,7246,7304,7287
3144,Wisconsin,Pierce County,41069,41456,42016,42592,42754
3145,Wisconsin,Polk County,43218,43224,43397,43568,43783
3146,Wisconsin,Portage County,70520,70451,70565,70850,70772
3147,Wisconsin,Price County,13578,13413,13380,13357,13351
3148,Wisconsin,Racine County,194672,194846,195825,196357,196311
3149,Wisconsin,Richland County,17574,17556,17517,17397,17252
3150,Wisconsin,Rock County,161006,161320,162205,162874,163354
3151,Wisconsin,Rusk County,14124,14101,14148,14110,14178
3152,Wisconsin,St. Croix County,87129,87598,88560,89688,90687
3153,Wisconsin,Sauk County,63271,63614,63967,64318,64442
3154,Wisconsin,Sawyer County,16288,16320,16367,16464,16558
3155,Wisconsin,Shawano County,41051,40952,40846,40771,40899
3156,Wisconsin,Sheboygan County,115196,115030,115089,115233,115340
3157,Wisconsin,Taylor County,20314,20290,20314,20364,20343
3158,Wisconsin,Trempealeau County,29441,29540,29372,29494,29649
3159,Wisconsin,Vernon County,30317,30553,30702,30772,30822
3160,Wisconsin,Vilas County,21447,21500,21684,21928,22195
3161,Wisconsin,Walworth County,102475,102627,102850,103550,103868
3162,Wisconsin,Washburn County,15522,15621,15739,15837,15720
3163,Wisconsin,Washington County,133906,134310,134930,135445,136034
3164,Wisconsin,Waukesha County,396237,398521,400899,402522,404198
3165,Wisconsin,Waupaca County,51680,51306,51118,51130,50990
3166,Wisconsin,Waushara County,23959,24103,24193,24267,24443
